#TimeStamp;Bot;Pod;InputStation;TurnoverTime;ThroughputTime
49.06;21;445;1;49.06;49.01
54.27;2;751;0;54.27;54.23
59.1;21;445;1;59.1;59.06
64.29;2;751;0;64.29;64.25
69.14;21;445;1;69.14;69.1
74.34;2;751;0;74.34;74.29
74.42;26;52;2;74.42;74.38
79.15;21;445;1;79.15;79.1
84.38;2;751;0;84.38;84.34
84.47;26;52;2;84.47;84.42
89.15;21;445;1;89.15;89.11
91.22;15;116;3;91.22;91.17
94.42;2;751;0;94.42;94.38
94.51;26;52;2;94.51;94.47
99.18;21;445;1;99.18;99.14
101.33;15;116;3;101.33;101.28
104.47;2;751;0;104.47;104.42
104.55;26;52;2;104.55;104.51
109.23;21;445;1;109.23;109.18
111.37;15;116;3;111.37;111.33
114.51;2;751;0;114.51;114.47
114.6;26;52;2;114.6;114.55
119.25;21;445;1;119.25;119.21
121.41;15;116;3;121.41;121.36
124.55;2;751;0;124.55;124.51
124.64;26;52;2;124.64;124.6
129.26;21;445;1;129.26;129.22
131.45;15;116;3;131.45;131.41
134.6;2;751;0;134.6;134.55
134.69;26;52;2;134.69;134.64
139.29;21;445;1;139.29;139.25
141.47;15;116;3;141.47;141.43
144.73;26;52;2;144.73;144.69
149.34;21;445;1;149.34;149.29
150.61;1;234;0;150.61;150.57
151.51;15;116;3;151.51;151.47
159.38;21;445;1;159.38;159.34
160.43;12;67;2;160.43;160.38
160.63;1;234;0;160.63;160.58
161.56;15;116;3;161.56;161.51
170.52;12;67;2;170.52;170.48
170.67;1;234;0;170.67;170.63
171.6;15;116;3;171.6;171.56
175.19;22;465;1;175.19;175.14
180.56;12;67;2;180.56;180.52
180.71;1;234;0;180.71;180.67
181.65;15;116;3;181.65;181.6
185.23;22;465;1;185.23;185.19
190.6;12;67;2;190.6;190.56
190.76;1;234;0;190.76;190.71
191.69;15;116;3;191.69;191.64
195.27;22;465;1;195.27;195.23
200.62;12;67;2;200.62;200.58
200.8;1;234;0;200.8;200.76
205.27;22;465;1;205.27;205.23
207.81;19;48;3;207.81;207.77
210.66;12;67;2;210.66;210.61
210.85;1;234;0;210.85;210.8
215.32;22;465;1;215.32;215.27
217.85;19;48;3;217.85;217.8
220.69;12;67;2;220.69;220.64
220.89;1;234;0;220.89;220.85
225.36;22;465;1;225.36;225.32
227.89;19;48;3;227.89;227.85
230.7;12;67;2;230.7;230.65
230.9;1;234;0;230.9;230.86
235.41;22;465;1;235.41;235.36
237.91;19;48;3;237.91;237.87
240.74;12;67;2;240.74;240.7
240.91;1;234;0;240.91;240.87
245.45;22;465;1;245.45;245.41
247.96;19;48;3;247.96;247.91
250.94;1;234;0;250.94;250.9
255.5;22;465;1;255.5;255.45
256.04;34;497;2;256.04;161.48
257.99;19;48;3;257.99;257.94
260.99;1;234;0;260.99;260.94
265.54;22;465;1;265.54;265.5
266.15;34;497;2;266.15;171.6
268.03;19;48;3;268.03;267.99
276.2;34;497;2;276.2;181.64
276.48;9;736;0;276.48;182.01
278.08;19;48;3;278.08;278.03
281.12;24;561;1;281.12;186.56
286.24;34;497;2;286.24;191.68
286.5;9;736;0;286.5;192.03
291.16;24;561;1;291.16;196.61
293.52;20;462;3;293.52;172.06
296.29;34;497;2;296.29;201.73
296.54;9;736;0;296.54;202.07
