#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;218.95;0.08;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
59.85;229.44;10.31;PP/8.68,TA/1.43,IS/0,PS/0.28,RB/0.01,OB/0.01,RP/0
119.76;210.29;12.38;PP/10.39,TA/1.74,IS/0,PS/0.58,RB/0.01,OB/0.02,RP/0
179.84;209.77;12.99;PP/10.48,TA/2.24,IS/0,PS/0.72,RB/0.01,OB/0.02,RP/0
239.66;208.68;13.71;PP/10.68,TA/2.71,IS/0,PS/0.99,RB/0.01,OB/0.03,RP/0
299.9;208.44;14.21;PP/10.91,TA/2.94,IS/0,PS/1.04,RB/0.01,OB/0.03,RP/0
359.84;207.84;15.05;PP/11.24,TA/3.41,IS/0,PS/1.06,RB/0.01,OB/0.04,RP/0
419.9;205.98;15.72;PP/11.67,TA/3.6,IS/0,PS/1.09,RB/0.01,OB/0.04,RP/0
479.85;205.18;16.17;PP/11.93,TA/3.74,IS/0,PS/1.15,RB/0.01,OB/0.04,RP/0
539.78;203.5;16.57;PP/12.19,TA/3.85,IS/0,PS/1.19,RB/0.01,OB/0.05,RP/0
599.77;202.42;17.24;PP/12.45,TA/4.22,IS/0,PS/1.22,RB/0.01,OB/0.05,RP/0
659.91;198.01;18.1;PP/13.12,TA/4.35,IS/0,PS/1.29,RB/0.01,OB/0.05,RP/0
719.95;197.63;18.51;PP/13.31,TA/4.54,IS/0,PS/1.31,RB/0.01,OB/0.06,RP/0
779.84;197.29;19.16;PP/13.59,TA/4.87,IS/0,PS/1.37,RB/0.01,OB/0.06,RP/0
839.98;195.5;19.69;PP/13.91,TA/5.03,IS/0,PS/1.39,RB/0.01,OB/0.06,RP/0
899.99;193.5;20.33;PP/14.28,TA/5.26,IS/0,PS/1.43,RB/0.01,OB/0.07,RP/0
959.68;192.88;20.63;PP/14.43,TA/5.38,IS/0,PS/1.47,RB/0.01,OB/0.07,RP/0
1019.97;192.1;21.24;PP/14.72,TA/5.66,IS/0,PS/1.5,RB/0.01,OB/0.07,RP/0
