#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;124.88;0.08;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
59.85;131.51;0.23;PP/0.04,TA/0.05,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
119.95;132.82;0.23;PP/0.04,TA/0.05,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
179.64;137.74;0.27;PP/0.04,TA/0.08,IS/0,PS/0.03,RB/0.01,OB/0.02,RP/0
239.66;145.32;0.32;PP/0.04,TA/0.12,IS/0,PS/0.03,RB/0.01,OB/0.02,RP/0
299.75;146.53;0.32;PP/0.04,TA/0.12,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
359.78;149.82;0.34;PP/0.05,TA/0.13,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
419.91;150.84;0.35;PP/0.05,TA/0.13,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
479.92;154.63;0.37;PP/0.05,TA/0.15,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
539.92;155.38;0.38;PP/0.05,TA/0.15,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
599.89;156.59;0.38;PP/0.05,TA/0.15,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
659.91;159.03;0.4;PP/0.05,TA/0.16,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
719.81;160.21;0.4;PP/0.05,TA/0.16,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
779.66;163.21;0.42;PP/0.05,TA/0.17,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
839.71;164.44;0.42;PP/0.05,TA/0.17,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
899.64;166.75;0.44;PP/0.05,TA/0.18,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
959.69;168.48;0.44;PP/0.05,TA/0.18,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1019.8;170.54;0.45;PP/0.05,TA/0.18,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1079.98;174.01;0.47;PP/0.06,TA/0.19,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1139.75;176;0.48;PP/0.06,TA/0.19,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1199.78;179.89;0.5;PP/0.06,TA/0.21,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1259.72;180.75;0.51;PP/0.06,TA/0.21,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1319.93;181.65;0.51;PP/0.06,TA/0.21,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1379.65;184.33;0.52;PP/0.06,TA/0.22,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1439.62;185.81;0.53;PP/0.06,TA/0.22,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1499.89;189.53;0.63;PP/0.07,TA/0.31,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1559.67;189.53;0.64;PP/0.07,TA/0.31,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1619.88;189.53;0.64;PP/0.07,TA/0.31,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1679.6;189.53;0.67;PP/0.07,TA/0.33,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1739.83;189.53;0.68;PP/0.07,TA/0.33,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1799.62;189.53;0.68;PP/0.07,TA/0.33,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1859.68;189.53;0.69;PP/0.07,TA/0.34,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1919.67;189.53;0.75;PP/0.07,TA/0.39,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
1979.96;189.54;0.75;PP/0.07,TA/0.39,IS/0,PS/0.04,RB/0.01,OB/0.02,RP/0
