#TimeStamp;OutputStation;TurnoverTime;ThroughputTime;Lateness
58.14;3;58.14;58.14;-1741.86
75.35;1;75.35;75.35;-1724.65
85.57;1;85.57;27.39;-7114.43
89.33;0;89.33;31.15;-7110.67
95.35;2;95.35;19.96;-1704.65
97.87;3;97.87;18.12;-7102.13
102.56;1;102.56;102.56;-1697.44
107.67;2;107.67;107.67;-1692.33
112.65;1;112.65;20.18;-7087.35
113.09;0;113.09;113.09;-1686.91
123.28;0;123.28;20.76;-7076.72
123.33;2;123.33;123.33;-1676.67
125.28;1;125.28;125.28;-1674.72
133.45;0;133.45;20.16;-7066.55
133.63;2;133.63;133.63;-1666.37
134.63;3;134.63;134.63;-1665.37
135.3;1;135.3;49.68;-1664.7
144.2;2;144.2;31.64;-7055.8
145.09;3;145.09;28.82;-7054.91
145.55;1;145.55;29.28;-7054.45
154.86;3;154.86;20.1;-7045.14
155.18;0;155.18;155.18;-1644.82
155.86;1;155.86;30.46;-7044.14
165.23;3;165.23;20.1;-7034.77
165.3;0;165.3;31.04;-1634.7
165.65;1;165.65;30.06;-7034.35
176.43;3;176.43;176.43;-1623.57
181.26;2;181.26;37;-7018.74
185.35;0;127.17;30.05;-7072.83
187.41;1;187.41;187.41;-1612.59
191.1;2;191.1;40.55;-7008.9
195.5;0;79.23;30.06;-7120.77
196.5;3;196.5;138.31;-7003.5
201.85;2;201.85;20.42;-6998.15
206.39;3;103.88;41.09;-7096.12
206.59;0;206.59;206.59;-1593.41
208.03;1;208.03;41.55;-6991.97
211.52;2;211.52;20.04;-6988.48
216.93;0;216.93;21.03;-6983.07
218.01;1;218.01;30.36;-6981.99
222.03;2;222.03;20.13;-6977.97
227.09;0;227.09;20.16;-6972.91
230.47;1;230.47;117.75;-1569.53
232.1;2;232.1;20.16;-6967.9
238.99;3;238.99;238.99;-1561.01
242.42;2;98.16;20.32;-7101.84
249.02;0;249.02;249.02;-1550.98
250.69;1;250.69;28.59;-6949.31
252.6;2;102.05;20.45;-7097.95
258.83;3;166.36;29.73;-1633.64
260.78;1;260.78;30.1;-6939.22
263.87;2;263.87;156.09;-1536.13
269.15;3;269.15;30.04;-6930.85
271.12;1;137.63;20.27;-7062.37
274.21;2;274.21;18.13;-6925.79
279.19;3;23.11;20.04;-7176.89
284.04;2;176.26;19.84;-7023.74
290.15;0;177.59;156.65;-1622.41
291.32;3;291.32;114.84;-6908.68
294.23;2;98.34;19.98;-7101.66
305.72;2;305.72;305.72;-1494.28
310.26;0;310.26;31.02;-6889.74
311.77;3;311.77;115.23;-6888.23
312.62;1;94.27;38.36;-7105.73
316.11;2;150.68;63.47;-1649.32
320.26;0;320.26;30.07;-6879.74
324.21;1;324.21;158.2;-6875.79
326.19;2;326.19;31.57;-6873.81
330.72;0;330.72;20.4;-6869.28
331.85;3;99.7;47.55;-1700.3
336.57;2;57.33;30.77;-7142.67
341.05;0;29.23;20.45;-7170.77
342.03;3;342.03;50.67;-6857.97
351.95;3;351.95;40.14;-6848.05
352.48;0;352.48;156.93;-1447.52
355.84;1;355.84;137.5;-6844.16
358.04;2;232.65;224.2;-1567.35
362.34;3;362.34;30.44;-6837.66
368.09;2;368.09;73.74;-6831.91
372.56;3;217.26;30.48;-6982.74
378.55;2;378.55;51.97;-6821.45
382.65;0;155.51;40.57;-7044.49
382.65;3;191.17;30.48;-7008.83
385.93;1;306.19;61.68;-6893.81
392.91;3;185.99;30.52;-7014.01
394.45;0;394.45;167.31;-1405.55
396.02;1;396.02;50.18;-6803.98
402.96;3;24.36;24.31;-7175.64
404.78;0;404.78;21.89;-6795.22
406.13;1;406.13;50.24;-6793.87
416.75;0;416.75;167.65;-1383.25
