#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;875;0;0;0;0;0;0;0;0;0
599.77;0.71;878;0;0;0;0;0;0;0;0;0
1199.92;0.73;881;0;0;0;0;0;0;0;0;0
1799.88;0.75;886;0;0;0;0;0;0;0;0;0
2400;0.76;892;0;0;0;0;0;0;0;0;0
2999.6;0.77;893;0;0;0;0;0;0;0;0;0
3599.91;0.79;894;0;0;0;0;0;0;0;0;0
4199.88;0.8;894;0;0;0;0;0;0;0;0;0
4800;0.81;900;0;0;0;0;0;0;0;0;0
5399.78;0.82;900;0;0;0;0;0;0;0;0;0
5999.81;0.83;905;0;0;0;0;0;0;0;0;0
6599.69;0.84;905;0;0;0;0;0;0;0;0;0
7199.98;0.84;905;0;0;0;0;0;0;0;0;0
7799.95;0.84;905;0;0;0;0;0;0;0;0;0
8399.78;0.84;905;0;0;0;0;0;0;0;0;0
8999.91;0.84;905;0;0;0;0;0;0;0;0;0
9599.68;0.83;905;0;0;0;0;0;0;0;0;0
10199.85;0.83;905;0;0;0;0;0;0;0;0;0
10799.97;0.83;905;0;0;0;0;0;0;0;0;0
11399.98;0.83;905;0;0;0;0;0;0;0;0;0
11999.99;0.82;905;0;0;0;0;0;0;0;0;0
12599.99;0.82;905;0;0;0;0;0;0;0;0;0
13199.83;0.82;905;0;0;0;0;0;0;0;0;0
13799.97;0.82;905;0;0;0;0;0;0;0;0;0
14399.99;0.81;905;0;0;0;0;0;0;0;0;0
14999.97;0.81;905;0;0;0;0;0;0;0;0;0
15599.95;0.81;905;0;0;0;0;0;0;0;0;0
16199.97;0.81;905;0;0;0;0;0;0;0;0;0
16799.8;0.81;905;0;0;0;0;0;0;0;0;0
17399.91;0.8;905;0;0;0;0;0;0;0;0;0
17999.85;0.8;905;0;0;0;0;0;0;0;0;0
18599.99;0.8;905;0;0;0;0;0;0;0;0;0
19199.94;0.8;905;0;0;0;0;0;0;0;0;0
19799.86;0.79;905;0;0;0;0;0;0;0;0;0
20399.95;0.79;905;0;0;0;0;0;0;0;0;0
20999.87;0.79;905;0;0;0;0;0;0;0;0;0
21599.94;0.79;905;0;0;0;0;0;0;0;0;0
22199.73;0.78;905;0;0;0;0;0;0;0;0;0
22799.96;0.78;905;0;0;0;0;0;0;0;0;0
23399.7;0.78;905;0;0;0;0;0;0;0;0;0
23999.98;0.78;905;0;0;0;0;0;0;0;0;0
24599.72;0.77;905;0;0;0;0;0;0;0;0;0
25199.97;0.77;905;0;0;0;0;0;0;0;0;0
25799.92;0.77;905;0;0;0;0;0;0;0;0;0
26399.96;0.77;905;0;0;0;0;0;0;0;0;0
27000;0.76;905;0;0;0;0;0;0;0;0;0
27599.76;0.76;905;0;0;0;0;0;0;0;0;0
28199.84;0.76;905;0;0;0;0;0;0;0;0;0
28799.78;0.76;905;0;0;0;0;0;0;0;0;0
