#TimeStamp;TripTime;Type
36;13;O
39;12;O
40;15;O
46;29;O
48;38;O
61;31;I
63;35;O
64;42;O
65;31;I
68;42;I
69;39;O
74;43;I
83;54;O
87;47;O
88;50;O
91;66;O
94;60;O
96;51;I
96;59;O
99;56;I
106;60;O
111;81;O
123;84;O
124;91;I
127;42;I
139;35;O
142;36;O
164;35;O
170;26;O
183;33;O
186;37;I
201;26;O
210;26;O
220;36;O
268;40;O
271;37;O
273;46;O
277;25;O
294;33;O
307;43;I
310;64;I
313;46;I
317;48;I
326;31;O
332;29;O
342;29;O
350;31;O
370;54;O
385;38;O
386;52;O
395;28;O
403;43;O
404;66;I
405;14;O
406;46;I
406;44;I
410;54;I
414;38;O
425;32;O
427;32;O
468;45;O
472;23;O
473;36;O
477;53;O
481;91;O
482;39;O
529;41;I
532;34;O
544;37;O
545;48;O
549;77;I
579;73;I
579;59;I
583;39;O
600;51;O
613;26;O
614;27;O
615;48;O
621;40;O
643;58;I
650;47;O
660;31;O
664;67;I
664;60;O
669;56;O
670;43;I
673;66;I
676;39;O
696;47;O
701;99;O
710;17;O
722;35;O
729;37;I
732;40;O
756;51;I
758;27;O
770;35;O
772;58;O
775;34;O
777;49;I
781;34;O
822;72;O
826;65;I
854;61;O
855;49;I
866;27;O
870;35;I
872;33;O
874;46;O
874;42;I
875;69;I
883;29;O
887;63;O
893;27;O
894;39;O
902;75;O
907;35;O
920;47;O
936;52;I
983;14;O
985;54;I
990;42;O
1013;58;I
1018;43;O
1020;41;O
1026;32;O
1029;13;O
1030;30;I
1043;51;O
1047;73;O
1052;54;O
1054;72;I
1072;48;O
1084;33;O
1090;57;I
1100;35;O
1102;32;O
1144;7;O
1145;77;I
1152;49;O
1154;31;O
1163;57;I
1170;51;I
1181;32;O
1187;48;O
1195;63;O
1202;47;I
1204;24;O
1222;50;O
1223;42;O
1224;44;O
1230;60;O
1250;63;I
1262;42;I
1266;48;O
1274;70;O
1276;55;O
1278;59;I
1280;15;O
1281;59;O
1302;15;O
1302;39;O
1310;34;O
1318;57;O
1338;47;O
1342;40;I
1351;30;O
1356;68;I
1371;42;O
1375;71;I
1376;29;O
1377;33;O
1393;52;O
1395;64;O
1401;34;I
1409;24;O
1409;45;I
1416;41;O
1416;34;O
1424;39;O
1441;37;O
1442;59;I
1481;76;I
1481;43;O
1483;60;I
1490;44;O
1496;18;O
1502;7;O
1503;13;O
1506;58;O
1520;46;O
1537;61;I
1547;23;O
1554;44;O
1576;45;O
1581;29;I
1582;44;O
1593;59;I
1595;50;O
1597;35;O
1614;70;I
1617;52;O
1625;30;O
1629;35;O
1632;73;O
1640;70;O
1648;49;O
1648;32;O
1666;55;I
1670;55;O
1673;33;O
1673;52;I
1678;44;O
1695;52;I
1696;21;O
1700;17;O
1703;50;O
1707;49;I
1708;31;O
1744;23;O
1745;39;O
1759;38;O
1784;49;O
1787;22;O
1797;65;I
