#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;875;0;0;0;0;0;0;0;0;0
599.65;0.72;878;0;0;0;0;0;0;0;0;0
1199.91;0.73;884;0;0;0;0;0;0;0;0;0
1799.83;0.75;891;0;0;0;0;0;0;0;0;0
2399.91;0.77;892;0;0;0;0;0;0;0;0;0
2999.97;0.79;893;0;0;0;0;0;0;0;0;0
3599.88;0.8;896;0;0;0;0;0;0;0;0;0
4199.95;0.82;903;0;0;0;0;0;0;0;0;0
4799.78;0.83;906;0;0;0;0;0;0;0;0;0
5399.97;0.84;906;0;0;0;0;0;0;0;0;0
5999.95;0.84;906;0;0;0;0;0;0;0;0;0
6599.87;0.84;906;0;0;0;0;0;0;0;0;0
7199.92;0.84;906;0;0;0;0;0;0;0;0;0
7799.98;0.83;906;0;0;0;0;0;0;0;0;0
8399.95;0.83;906;0;0;0;0;0;0;0;0;0
8999.82;0.83;906;0;0;0;0;0;0;0;0;0
9599.76;0.83;906;0;0;0;0;0;0;0;0;0
10200;0.82;906;0;0;0;0;0;0;0;0;0
10799.97;0.82;906;0;0;0;0;0;0;0;0;0
11399.89;0.82;906;0;0;0;0;0;0;0;0;0
11999.95;0.82;906;0;0;0;0;0;0;0;0;0
12599.97;0.81;906;0;0;0;0;0;0;0;0;0
13199.89;0.81;906;0;0;0;0;0;0;0;0;0
13799.91;0.81;906;0;0;0;0;0;0;0;0;0
14400;0.8;906;0;0;0;0;0;0;0;0;0
14999.92;0.8;906;0;0;0;0;0;0;0;0;0
15599.98;0.8;906;0;0;0;0;0;0;0;0;0
16199.99;0.8;906;0;0;0;0;0;0;0;0;0
16799.86;0.79;906;0;0;0;0;0;0;0;0;0
17399.96;0.79;906;0;0;0;0;0;0;0;0;0
17999.97;0.79;906;0;0;0;0;0;0;0;0;0
18599.92;0.79;906;0;0;0;0;0;0;0;0;0
19199.95;0.78;906;0;0;0;0;0;0;0;0;0
19799.97;0.78;906;0;0;0;0;0;0;0;0;0
20400;0.78;906;0;0;0;0;0;0;0;0;0
20999.96;0.77;906;0;0;0;0;0;0;0;0;0
21599.91;0.77;906;0;0;0;0;0;0;0;0;0
22199.91;0.77;906;0;0;0;0;0;0;0;0;0
22799.9;0.77;906;0;0;0;0;0;0;0;0;0
23399.73;0.76;906;0;0;0;0;0;0;0;0;0
23999.98;0.76;906;0;0;0;0;0;0;0;0;0
24599.96;0.76;906;0;0;0;0;0;0;0;0;0
25200;0.76;906;0;0;0;0;0;0;0;0;0
25799.97;0.75;906;0;0;0;0;0;0;0;0;0
26399.95;0.75;906;0;0;0;0;0;0;0;0;0
26999.98;0.75;906;0;0;0;0;0;0;0;0;0
27599.78;0.74;906;0;0;0;0;0;0;0;0;0
28199.97;0.74;906;0;0;0;0;0;0;0;0;0
28799.87;0.74;906;0;0;0;0;0;0;0;0;0
