#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;4;4;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/9,1/6,2/7,3/6;0/0,1/0,2/0,3/0;0/9,1/6,2/7,3/6;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0
59.96;0;2;4;4;0/59.96,1/59.96,2/59.96,3/59.96;0/50.1,1/36.86,2/40.1,3/44.42;0/59.96,1/59.96,2/59.96,3/59.96;0/59.96,1/59.96,2/59.96,3/59.96;0/0,1/0,2/0,3/0;0/2,1/0,2/0,3/0;0/21,1/22,2/17,3/19;0/8,1/4,2/5,3/8;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/0,1/0,2/0,3/0;0/0,1/0,2/1,3/1;0/0,1/0,2/0,3/0;0/1,1/3,2/2,3/2
119.96;0;9;4;4;0/64.92,1/60.6,2/82.96,3/61.06;0/52.61,1/38.6,2/54.13,3/45.68;0/119.96,1/119.96,2/119.96,3/119.96;0/119.96,1/119.96,2/119.96,3/119.96;0/0,1/9,2/12,3/0;0/0,1/0,2/0,3/0;0/23,1/25,2/25,3/23;0/7,1/6,2/4,3/9;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/0,1/0,2/0,3/0;0/2,1/2,2/3,3/2;0/6,1/6,2/4,3/6;0/7,1/9,2/7,3/8
179.99;3;13;4;4;0/72.57,1/62.11,2/89.87,3/68.5;0/54.39,1/40.13,2/55.34,3/46.62;0/179.99,1/179.99,2/179.99,3/179.99;0/179.99,1/179.99,2/179.99,3/179.99;0/0,1/9,2/12,3/0;0/0,1/0,2/1,3/0;0/18,1/19,2/19,3/17;0/5,1/5,2/6,3/7;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/1,1/0,2/1,3/1;0/3,1/3,2/4,3/3;0/11,1/12,2/10,3/12;0/13,1/15,2/13,3/14
239.88;4;21;4;4;0/73.72,1/69.45,2/90.5,3/69.58;0/55.29,1/43.81,2/56.6,3/47.9;0/239.88,1/239.88,2/239.88,3/239.88;0/239.88,1/239.88,2/239.88,3/239.88;0/0,1/10,2/7,3/0;0/0,1/0,2/0,3/0;0/24,1/23,2/20,3/20;0/4,1/6,2/3,3/5;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/1,1/1,2/1,3/1;0/5,1/5,2/6,3/5;0/17,1/18,2/16,3/18;0/19,1/20,2/19,3/20
299.87;8;25;4;4;0/80.13,1/75.72,2/96.58,3/76.03;0/56.94,1/45.04,2/57.24,3/48.69;0/299.87,1/299.87,2/299.87,3/299.87;0/299.87,1/299.87,2/299.87,3/299.87;0/0,1/10,2/7,3/0;0/0,1/0,2/0,3/0;0/18,1/18,2/23,3/22;0/4,1/4,2/8,3/5;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/2,1/2,2/2,3/2;0/6,1/5,2/8,3/6;0/23,1/23,2/21,3/23;0/25,1/26,2/25,3/26
359.91;8;32;4;4;0/81.6,1/76.81,2/98.24,3/76.61;0/58.23,1/46.94,2/58.45,3/52.64;0/359.91,1/359.91,2/359.91,3/359.91;0/359.91,1/359.91,2/359.91,3/359.91;0/0,1/9,2/7,3/0;0/0,1/0,2/0,3/1;0/21,1/21,2/17,3/16;0/7,1/4,2/7,3/4;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/2,1/2,2/2,3/2;0/8,1/6,2/9,3/9;0/29,1/29,2/27,3/29;0/31,1/32,2/31,3/32
420;12;38;4;4;0/87.69,1/82.37,2/104.67,3/82.81;0/59.82,1/62.92,2/59.61,3/53.87;0/420,1/420,2/420,3/420;0/420,1/420,2/420,3/420;0/0,1/9,2/7,3/0;0/0,1/0,2/1,3/0;0/24,1/24,2/19,3/19;0/6,1/3,2/7,3/4;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/3,1/3,2/3,3/3;0/9,1/8,2/10,3/11;0/34,1/35,2/33,3/35;0/37,1/37,2/37,3/38
480;13;43;4;4;0/89.22,1/83.82,2/115.67,3/89.42;0/60.61,1/64.51,2/61.64,3/54.89;0/480,1/480,2/480,3/480;0/480,1/480,2/480,3/480;0/0,1/9,2/13,3/9;0/0,1/0,2/0,3/0;0/18,1/18,2/21,3/23;0/3,1/4,2/4,3/4;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/3,1/3,2/3,3/4;0/10,1/10,2/12,3/11;0/40,1/41,2/37,3/40;0/43,1/43,2/43,3/43
539.62;16;49;4;4;0/96.44,1/90.13,2/159.3,3/94.72;0/62.39,1/85.61,2/62.73,3/57.42;0/539.62,1/539.62,2/539.62,3/539.62;0/539.62,1/539.62,2/539.62,3/539.62;0/0,1/9,2/6,3/0;0/2,1/0,2/0,3/0;0/22,1/24,2/19,3/18;0/7,1/5,2/5,3/4;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/4,1/4,2/4,3/4;0/11,1/12,2/14,3/12;0/46,1/46,2/39,3/45;0/49,1/46,2/49,3/49
599.65;19;55;4;4;0/102.71,1/96.58,2/159.76,3/95.55;0/63.96,1/125.95,2/65.03,3/59.08;0/599.65,1/599.65,2/599.65,3/599.65;0/599.65,1/599.65,2/599.65,3/599.65;0/10,1/15,2/13,3/0;0/0,1/0,2/0,3/2;0/27,1/24,2/20,3/20;0/6,1/4,2/5,3/8;0/3,1/2,2/2,3/3;0/5,1/5,2/5,3/5;0/5,1/5,2/4,3/5;0/14,1/13,2/15,3/13;0/51,1/52,2/45,3/51;0/55,1/49,2/55,3/55
