#TimeStamp;TripTime;Type
47;29;O
226;21;O
363;34;O
513;24;O
639;23;O
756;15;O
885;17;O
950;15;O
1011;17;O
1079;23;O
1147;17;O
1223;26;O
1360;19;O
1433;24;O
1520;26;O
1599;27;O
1681;33;O
1839;21;O
1895;7;O
1958;24;O
2116;25;O
2198;25;O
2272;18;O
2365;32;O
2429;20;O
2542;10;O
2616;7;O
2694;31;O
2752;10;O
2833;30;O
2911;24;O
2983;13;O
3051;11;O
3243;26;O
3366;17;O
3437;7;O
3476;10;O
3535;22;O
3688;30;O
3768;18;O
3838;13;O
3906;17;O
4005;29;O
4129;20;O
4240;14;O
4300;15;O
4365;13;O
4416;18;O
4478;21;O
4532;10;O
4590;10;O
4657;22;O
4808;20;O
4868;10;O
4918;13;O
4960;13;O
5021;27;O
5116;10;O
5172;16;O
5249;23;O
5321;24;O
5412;31;O
5483;18;O
5542;14;O
5603;13;O
5671;16;O
5740;14;O
5808;15;O
5868;14;O
5937;21;O
6030;32;O
6158;22;O
6259;25;O
6337;12;O
6416;20;O
6517;18;O
6587;14;O
6655;19;O
6714;14;O
6806;30;O
6899;30;O
6979;20;O
7039;21;O
7105;24;O
7189;30;O
7265;26;O
7355;18;O
7425;24;O
7478;16;O
7549;24;O
7632;21;O
7686;10;O
7770;29;O
7840;12;O
7913;17;O
7988;33;O
8146;25;O
8257;16;O
8340;24;O
8405;24;O
8494;30;O
8596;30;O
8692;30;O
8773;20;O
8866;34;O
9083;30;O
9225;19;O
9293;25;O
9358;12;O
9425;19;O
9511;34;O
9577;16;O
9661;22;O
9750;26;O
9813;20;O
9895;18;O
9959;23;O
10006;11;O
10089;28;O
10145;16;O
10207;12;O
10278;31;O
10352;22;O
10453;11;O
10511;10;O
10593;26;O
10676;28;O
10772;10;O
10878;38;O
10970;18;O
11114;19;O
11181;24;O
11283;19;O
11396;17;O
11480;22;O
11602;26;O
11668;16;O
11738;20;O
11808;20;O
11870;15;O
11950;21;O
12035;20;O
12105;10;O
12218;21;O
12285;19;O
12353;27;O
12418;31;O
12495;24;O
12578;22;O
12643;12;O
12724;10;O
12784;12;O
12856;18;O
12934;31;O
12994;15;O
13062;20;O
13137;24;O
13225;15;O
13292;18;O
13359;7;O
13415;27;O
13466;18;O
13540;27;O
13622;25;O
13705;23;O
13797;33;O
13877;11;O
13952;20;O
14020;14;O
14107;27;O
14224;30;O
14305;11;O
14360;10;O
14431;15;O
14514;31;O
14605;17;O
14687;19;O
14786;14;O
14857;19;O
15009;23;O
15145;36;O
15281;23;O
15351;13;O
15432;28;O
15505;24;O
15588;26;O
15669;30;O
15743;29;O
15880;23;O
15965;15;O
16034;24;O
16103;14;O
16159;10;O
16236;20;O
16319;28;O
16397;13;O
16446;15;O
16516;29;O
16607;16;O
16688;28;O
16775;35;O
16864;36;O
16931;14;O
17031;30;O
17131;36;O
17295;21;O
17367;14;O
17439;23;O
17499;23;O
17589;37;O
17660;7;O
17710;16;O
17823;26;O
17908;34;O
17986;14;O
18066;38;O
18143;21;O
18215;13;O
18279;17;O
18338;17;O
18424;22;O
18497;26;O
18563;22;O
18683;15;O
18742;14;O
18799;12;O
18867;17;O
18923;14;O
18995;24;O
19052;19;O
19110;18;O
19168;15;O
19238;24;O
19316;21;O
19408;18;O
19492;24;O
19550;6;O
19610;20;O
19680;19;O
19763;20;O
19841;27;O
19905;15;O
19994;32;O
20147;11;O
20208;10;O
20287;20;O
20361;7;O
20412;17;O
20476;14;O
20547;23;O
20690;27;O
20806;10;O
20885;27;O
20947;20;O
21030;23;O
21118;26;O
21212;27;O
21279;26;O
21379;27;O
21456;27;O
21548;30;O
21621;23;O
21698;26;O
21791;38;O
21887;29;O
21951;10;O
22046;19;O
22117;16;O
22194;17;O
22267;20;O
22328;16;O
22467;35;O
22606;28;O
22731;17;O
22804;14;O
22882;28;O
22960;23;O
23024;10;O
23105;25;O
23245;30;O
23326;20;O
23401;24;O
23526;27;O
23608;24;O
23709;14;O
23776;23;O
23858;38;O
23942;20;O
24043;32;O
24123;7;O
24187;26;O
24300;27;O
24359;14;O
24448;24;O
24540;24;O
24631;29;O
24715;30;O
24793;20;O
24890;20;O
24961;15;O
25037;23;O
25167;18;O
25242;16;O
25327;20;O
25497;14;O
25548;13;O
25597;15;O
25678;24;O
25773;31;O
25837;12;O
25918;31;O
26019;10;O
26079;20;O
26154;18;O
26226;16;O
26282;15;O
26394;23;O
26494;14;O
26585;34;O
26667;24;O
26760;26;O
26855;34;O
26931;17;O
27021;23;O
27102;23;O
27170;10;O
27237;18;O
27309;26;O
27419;25;O
27501;34;O
27573;26;O
27643;17;O
27711;10;O
27777;27;O
27904;19;O
27975;23;O
28029;20;O
28097;27;O
28237;18;O
28315;27;O
28385;20;O
28455;20;O
28544;17;O
28629;29;O
28711;30;O
28798;35;O
