#TimeStamp;TripTime;Type
35;12;O
36;13;O
42;15;O
47;29;O
49;38;O
63;33;O
64;35;O
64;30;I
68;46;O
69;43;I
69;36;O
69;39;O
72;43;I
73;43;I
75;45;I
76;37;I
82;48;O
83;58;O
90;45;O
93;53;O
102;45;O
107;72;O
121;56;I
125;68;O
137;35;O
139;40;O
143;84;I
152;21;O
164;26;O
181;46;O
205;33;O
208;33;O
216;56;I
262;47;O
265;30;O
268;29;I
274;53;I
277;32;O
278;48;O
293;28;O
306;44;O
307;54;I
315;21;O
319;23;O
322;39;O
322;44;I
323;30;O
332;29;O
345;42;O
353;7;O
368;34;I
391;51;O
392;46;O
401;41;O
408;51;O
412;47;I
414;84;I
422;42;O
454;46;O
460;32;O
469;62;O
489;89;I
490;74;O
499;31;O
503;36;O
504;29;O
515;40;O
518;43;I
532;32;O
533;55;I
536;74;I
538;31;O
558;36;O
559;81;I
582;41;O
597;33;O
629;63;I
639;50;I
639;42;I
642;33;O
652;24;O
655;34;O
659;33;O
670;58;O
681;36;O
686;36;I
692;70;I
694;36;O
701;21;O
734;46;I
748;34;O
755;48;I
777;32;I
780;21;O
784;29;O
791;68;I
817;35;O
820;28;O
832;43;O
843;18;O
868;42;O
873;38;I
881;64;I
890;68;I
897;39;I
930;21;O
934;32;O
939;19;O
949;64;O
967;23;O
985;62;I
988;52;I
1003;60;O
1027;31;O
1035;53;I
1078;56;O
1095;43;I
1095;39;I
1112;84;O
1115;49;I
1135;63;I
1137;29;O
1184;66;O
1193;55;I
1243;62;O
1244;51;I
1267;29;I
1274;29;O
1285;39;O
1286;52;I
1289;25;I
1290;28;I
1358;56;O
1392;21;O
1415;58;I
1458;77;O
1498;43;I
1523;54;I
1546;63;I
1562;7;O
1589;58;I
1640;39;I
1654;21;O
1716;56;I
1747;57;I
1760;48;I
