<<< Welcome to the RAWSimO CLI >>>
The time is: 04/12/2026 03:08:48
Starting RAWSimO wrapper with the following arguments:
Instance: Material/Instances/CoreBenchmark/aesop.xlayo
Setting: Material/Instances/CoreBenchmark/aesop.xsett
ControlConfig: Material/Instances/CoreBenchmark/aesop-frpws.xconf
StatisticsDir: output/aesop-frpws-full/
Seed: 42
Adding handler for unhandled exceptions ...
Initializing ... 
LayoutConfiguration recognized!
Parsing setting config ...
Parsing control config ...
Parsing layout config ...
Generating instance...
Info about all directions within the generated instance:
# # # # # e p e p p p p p p p p p p p p p p p p p e p p p p p p p p p p p p p p p p p e p p p p p p p p p e s # # # # # 
# # # # # n q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q # # # # # 
# # # # # b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b s # # # # # 
s w w w w d q d < < < < < < < < q < < < < < < < < d < < < < < < < < q < < < < < < < < d < < < < < < < < q d q w w w w w 
p e e e s b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b p e e e e n 
s w w w w d q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q n w w w d 
e e e e e b p b > > > > > > > > p > > > > > > > > b > > > > > > > > p > > > > > > > > b > > > > > > > > p b p e e e e n 
# # # # # n q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q # # # # # 
# # # # # b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b s # # # # # 
s w w w w d q d < < < < < < < < q < < < < < < < < d < < < < < < < < q < < < < < < < < d < < < < < < < < q d q w w w w w 
p e e e s b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b p e e e e n 
s w w w w d q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q n w w w d 
e e e e e b p b > > > > > > > > p > > > > > > > > b > > > > > > > > p > > > > > > > > b > > > > > > > > p b p e e e e n 
# # # # # n q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q # # # # # 
# # # # # b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b s # # # # # 
s w w w w d q d < < < < < < < < q < < < < < < < < d < < < < < < < < q < < < < < < < < d < < < < < < < < q d q w w w w w 
p e e e s b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b p e e e e n 
s w w w w d q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q n w w w d 
e e e e e b p b > > > > > > > > p > > > > > > > > b > > > > > > > > p > > > > > > > > b > > > > > > > > p b p e e e e n 
# # # # # n q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q # # # # # 
# # # # # b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b s # # # # # 
s w w w w d q d < < < < < < < < q < < < < < < < < d < < < < < < < < q < < < < < < < < d < < < < < < < < q d q w w w w w 
p e e e s b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b p e e e e n 
s w w w w d q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q n w w w d 
e e e e e b p b > > > > > > > > p > > > > > > > > b > > > > > > > > p > > > > > > > > b > > > > > > > > p b p e e e e n 
# # # # # n q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q # # # # # 
# # # # # b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b s # # # # # 
# # # # # n q d < < < < < < < < q < < < < < < < < d < < < < < < < < q < < < < < < < < d < < < < < < < < q d q # # # # # 
# # # # # b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b s # # # # # 
# # # # # n q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q # # # # # 
# # # # # b p b > > > > > > > > p > > > > > > > > b > > > > > > > > p > > > > > > > > b > > > > > > > > p b s # # # # # 
# # # # # n q ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + q d q # # # # # 
# # # # # b p b + + + + + + + + v + + + + + + + + ^ + + + + + + + + v + + + + + + + + ^ + + + + + + + + v b s # # # # # 
# # # # # n w d d d d d d d d d w d d d d d d d d d d d d d d d d d w d d d d d d d d d d d d d d d d d w d w # # # # # 


Info about all types within the generated instance:
# # # # # r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r # # # # # 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
b b b b b r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r b b b b o 
b b b b b r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r b b b b b 
b b b b b r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r b b b b b 
i b b b b r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r b b b b b 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
b b b b b r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r b b b b o 
b b b b b r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r b b b b b 
b b b b b r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r b b b b b 
i b b b b r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r b b b b b 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
b b b b b r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r b b b b o 
b b b b b r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r b b b b b 
b b b b b r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r b b b b b 
i b b b b r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r b b b b b 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
b b b b b r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r b b b b o 
b b b b b r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r b b b b b 
b b b b b r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r b b b b b 
i b b b b r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r b b b b b 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
# # # # # r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r # # # # # 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
# # # # # r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r # # # # # 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
# # # # # r r r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r s s s s s s s s r r r # # # # # 
# # # # # r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r # # # # # 


StatisticsFolder: aesop-aesop-aesop-42
Done!
Executing ... 
 03:08:51 | >>> Warming up ...
 00:00:00 | >>> Warmup finished - starting simulation ...
 Realtime |   ETA    |  Sim.Time  | Progress | #Orders | #Bundles | Inv. | Distance | #Coll. |   Memory    
 00:00:00 |   n/a    | 0.00:00:00 |  0.00%   |    0    |    0     | 70%  |    0     |   0    | 149.49MB  
 00:00:05 | 00:11:49 | 0.00:03:21 |  0.70%   |   40    |    54    | 70%  |   3168   |   0    | 149.49MB  
 00:00:10 | 00:09:46 | 0.00:08:03 |  1.68%   |   113   |   159    | 71%  |   6651   |   0    | 147.91MB  
 00:00:15 | 00:14:02 | 0.00:08:24 |  1.75%   |   118   |   167    | 71%  |   6867   |   0    | 147.98MB  
 00:00:20 | 00:18:09 | 0.00:08:39 |  1.80%   |   121   |   174    | 72%  |   7050   |   0    | 148.01MB  
 00:00:25 | 00:22:11 | 0.00:08:50 |  1.84%   |   125   |   178    | 72%  |   7131   |   0    | 148.03MB  
 00:00:30 | 00:26:15 | 0.00:08:58 |  1.87%   |   125   |   180    | 72%  |   7199   |   0    | 148.01MB  
 00:00:35 | 00:30:09 | 0.00:09:06 |  1.90%   |   128   |   183    | 72%  |   7312   |   0    | 148.13MB  
 00:00:40 | 00:34:00 | 0.00:09:13 |  1.92%   |   132   |   185    | 72%  |   7397   |   0    | 148.46MB  
 00:00:45 | 00:37:46 | 0.00:09:20 |  1.95%   |   133   |   188    | 72%  |   7449   |   0    | 148.48MB  
 00:00:50 | 00:41:33 | 0.00:09:26 |  1.97%   |   135   |   190    | 72%  |   7502   |   0    | 148.52MB  
 00:00:55 | 00:45:12 | 0.00:09:32 |  1.99%   |   136   |   192    | 72%  |   7568   |   0    | 148.89MB  
 00:01:00 | 00:48:51 | 0.00:09:37 |  2.01%   |   136   |   193    | 72%  |   7615   |   0    | 147.70MB  
 00:01:05 | 00:52:17 | 0.00:09:44 |  2.03%   |   139   |   195    | 72%  |   7679   |   0    | 147.90MB  
 00:01:10 | 00:55:48 | 0.00:09:49 |  2.05%   |   140   |   198    | 72%  |   7727   |   0    | 148.21MB  
 00:01:15 | 00:59:12 | 0.00:09:55 |  2.07%   |   142   |   198    | 72%  |   7792   |   0    | 148.27MB  
 00:01:20 | 01:02:45 | 0.00:09:59 |  2.08%   |   143   |   200    | 72%  |   7836   |   0    | 148.16MB  
 00:01:25 | 01:06:04 | 0.00:10:04 |  2.10%   |   145   |   201    | 72%  |   7915   |   0    | 148.33MB  
 00:01:30 | 01:09:21 | 0.00:10:09 |  2.12%   |   146   |   204    | 72%  |   7974   |   0    | 148.01MB  
 00:01:35 | 01:10:53 | 0.00:10:29 |  2.18%   |   151   |   211    | 72%  |   8194   |   0    | 147.98MB  
 00:01:40 | 01:14:08 | 0.00:10:33 |  2.20%   |   153   |   211    | 72%  |   8258   |   0    | 148.40MB  
 00:01:45 | 01:17:29 | 0.00:10:36 |  2.21%   |   153   |   214    | 72%  |   8301   |   0    | 148.75MB  
 00:01:50 | 01:20:36 | 0.00:10:40 |  2.22%   |   154   |   215    | 72%  |   8363   |   0    | 148.38MB  
 00:01:55 | 01:23:42 | 0.00:10:44 |  2.24%   |   155   |   217    | 72%  |   8420   |   0    | 148.29MB  
 00:02:00 | 01:26:46 | 0.00:10:48 |  2.25%   |   156   |   219    | 72%  |   8469   |   0    | 148.37MB  
 00:02:05 | 01:29:48 | 0.00:10:52 |  2.27%   |   156   |   219    | 72%  |   8507   |   0    | 148.34MB  
 00:02:10 | 01:32:48 | 0.00:10:57 |  2.28%   |   157   |   222    | 72%  |   8535   |   0    | 148.31MB  
 00:02:15 | 01:36:13 | 0.00:10:58 |  2.29%   |   157   |   223    | 72%  |   8543   |   0    | 148.28MB  
 00:02:20 | 01:39:28 | 0.00:11:00 |  2.29%   |   158   |   223    | 72%  |   8555   |   0    | 148.31MB  
 00:02:25 | 01:42:40 | 0.00:11:02 |  2.30%   |   158   |   223    | 72%  |   8573   |   0    | 148.38MB  
 00:02:30 | 01:46:03 | 0.00:11:03 |  2.30%   |   160   |   223    | 72%  |   8584   |   0    | 149.51MB  
 00:02:35 | 01:49:14 | 0.00:11:05 |  2.31%   |   160   |   225    | 72%  |   8599   |   0    | 148.64MB  
 00:02:40 | 01:52:23 | 0.00:11:07 |  2.32%   |   160   |   225    | 72%  |   8617   |   0    | 148.29MB  
 00:02:45 | 01:55:44 | 0.00:11:08 |  2.32%   |   160   |   225    | 72%  |   8625   |   0    | 148.29MB  
 00:02:50 | 01:59:02 | 0.00:11:09 |  2.33%   |   160   |   225    | 72%  |   8637   |   0    | 148.29MB  
 00:02:55 | 02:02:09 | 0.00:11:11 |  2.33%   |   160   |   226    | 72%  |   8654   |   0    | 148.34MB  
 00:03:00 | 02:05:27 | 0.00:11:12 |  2.34%   |   160   |   227    | 72%  |   8662   |   0    | 148.31MB  
 00:03:05 | 02:08:44 | 0.00:11:13 |  2.34%   |   160   |   228    | 72%  |   8672   |   0    | 148.47MB  
 00:03:10 | 02:12:00 | 0.00:11:14 |  2.34%   |   160   |   229    | 72%  |   8681   |   0    | 148.47MB  
 00:03:15 | 02:15:01 | 0.00:11:16 |  2.35%   |   160   |   229    | 72%  |   8703   |   0    | 148.47MB  
 00:03:20 | 02:18:18 | 0.00:11:17 |  2.35%   |   160   |   229    | 72%  |   8712   |   0    | 148.52MB  
 00:03:25 | 02:21:30 | 0.00:11:19 |  2.36%   |   160   |   229    | 72%  |   8724   |   0    | 148.52MB  
 00:03:30 | 02:24:44 | 0.00:11:20 |  2.36%   |   160   |   229    | 72%  |   8735   |   0    | 148.52MB  
 00:03:35 | 02:27:56 | 0.00:11:21 |  2.36%   |   160   |   229    | 72%  |   8748   |   0    | 148.52MB  
 00:03:40 | 02:30:54 | 0.00:11:23 |  2.37%   |   160   |   231    | 72%  |   8768   |   0    | 148.49MB  
 00:03:45 | 02:34:07 | 0.00:11:24 |  2.38%   |   161   |   232    | 72%  |   8776   |   0    | 148.49MB  
 00:03:50 | 02:37:19 | 0.00:11:25 |  2.38%   |   161   |   232    | 72%  |   8787   |   0    | 148.51MB  
 00:03:55 | 02:40:30 | 0.00:11:26 |  2.38%   |   161   |   232    | 72%  |   8798   |   0    | 148.51MB  
 00:04:00 | 02:43:24 | 0.00:11:28 |  2.39%   |   161   |   232    | 72%  |   8813   |   0    | 148.51MB  
 00:04:05 | 02:46:31 | 0.00:11:29 |  2.39%   |   161   |   233    | 72%  |   8825   |   0    | 148.51MB  
 00:04:10 | 02:49:38 | 0.00:11:30 |  2.40%   |   161   |   233    | 72%  |   8834   |   0    | 148.51MB  
 00:04:15 | 02:52:46 | 0.00:11:31 |  2.40%   |   161   |   233    | 72%  |   8842   |   0    | 148.51MB  
 00:04:20 | 02:55:37 | 0.00:11:33 |  2.41%   |   163   |   235    | 72%  |   8858   |   0    | 148.51MB  
 00:04:25 | 02:58:46 | 0.00:11:34 |  2.41%   |   163   |   236    | 72%  |   8866   |   0    | 148.51MB  
 00:04:30 | 03:01:34 | 0.00:11:36 |  2.42%   |   163   |   236    | 72%  |   8887   |   0    | 148.51MB  
 00:04:35 | 03:04:40 | 0.00:11:37 |  2.42%   |   163   |   236    | 72%  |   8897   |   0    | 148.51MB  
 00:04:40 | 03:07:26 | 0.00:11:39 |  2.43%   |   163   |   237    | 72%  |   8921   |   0    | 148.51MB  
 00:04:45 | 03:10:31 | 0.00:11:40 |  2.43%   |   164   |   237    | 72%  |   8933   |   0    | 148.47MB  
 00:04:50 | 03:13:13 | 0.00:11:42 |  2.44%   |   165   |   239    | 72%  |   8963   |   0    | 148.47MB  
 00:04:55 | 03:16:13 | 0.00:11:44 |  2.44%   |   166   |   239    | 72%  |   8976   |   0    | 148.47MB  
 00:05:00 | 03:18:58 | 0.00:11:46 |  2.45%   |   166   |   240    | 72%  |   9000   |   0    | 148.60MB  
 00:05:05 | 03:21:57 | 0.00:11:47 |  2.46%   |   166   |   240    | 72%  |   9011   |   0    | 148.61MB  
 00:05:10 | 03:24:41 | 0.00:11:49 |  2.46%   |   166   |   241    | 72%  |   9032   |   0    | 148.61MB  
 00:05:15 | 03:27:39 | 0.00:11:50 |  2.47%   |   166   |   241    | 72%  |   9043   |   0    | 148.61MB  
 00:05:20 | 03:30:20 | 0.00:11:52 |  2.47%   |   167   |   242    | 72%  |   9054   |   0    | 148.59MB  
 00:05:25 | 03:33:19 | 0.00:11:53 |  2.48%   |   167   |   243    | 72%  |   9061   |   0    | 148.59MB  
 00:05:30 | 03:36:16 | 0.00:11:54 |  2.48%   |   167   |   244    | 72%  |   9069   |   0    | 148.59MB  
 00:05:35 | 03:39:15 | 0.00:11:55 |  2.48%   |   167   |   244    | 72%  |   9075   |   0    | 148.59MB  
 00:05:40 | 03:42:12 | 0.00:11:56 |  2.49%   |   167   |   244    | 72%  |   9083   |   0    | 148.59MB  
 00:05:45 | 03:45:05 | 0.00:11:57 |  2.49%   |   167   |   244    | 72%  |   9091   |   0    | 148.59MB  
 00:05:50 | 03:48:03 | 0.00:11:58 |  2.49%   |   167   |   244    | 72%  |   9099   |   0    | 148.59MB  
 00:05:55 | 03:50:58 | 0.00:11:59 |  2.50%   |   167   |   245    | 72%  |   9107   |   0    | 148.59MB  
 00:06:00 | 03:53:52 | 0.00:12:00 |  2.50%   |   168   |   245    | 72%  |   9117   |   0    | 148.59MB  
 00:06:05 | 03:56:24 | 0.00:12:02 |  2.51%   |   169   |   246    | 72%  |   9139   |   0    | 148.61MB  
 00:06:10 | 03:59:19 | 0.00:12:03 |  2.51%   |   170   |   247    | 72%  |   9150   |   0    | 148.62MB  
