# kinematic_a = 2.049260
# kinematic_b = 0.667339
# shrinkage_k = 2
# density_bands = 0,1,2
# carrying_values = 0,1
# built_at = 2026-05-14T10:50:48.660316Z
# train_rows = 19473
# seeds = 0,1,2,3,4
KIND;FROM;TO;EDGE_TYPE;CARRYING;DENSITY;RESIDUAL;COUNT;STD;P90
EDGE;14;207;StationQueue;1;1;-0.014301;1;0.000000;-0.059351
EDGE;14;208;StationQueue;1;0;0.002887;6;0.516398;0.607988
EDGE;14;209;StationQueue;1;0;0.268828;25;0.000000;0.275328
EDGE;14;209;StationQueue;1;1;0.168486;3;0.000000;0.275328
EDGE;14;210;StationQueue;1;0;0.206273;34;0.447811;0.942667
EDGE;14;210;StationQueue;1;1;0.209056;6;0.516398;0.942667
EDGE;14;211;StationQueue;1;0;0.052355;30;0.504007;0.610006
EDGE;14;211;StationQueue;1;1;0.438069;5;0.000000;0.610006
EDGE;14;212;StationQueue;1;0;0.264523;12;0.000000;0.277346
EDGE;14;213;StationQueue;1;0;0.223258;50;0.453557;0.944685
EDGE;14;213;StationQueue;1;1;-0.012956;1;0.000000;-0.055315
EDGE;14;214;StationQueue;1;0;0.409452;17;0.392953;0.612025
EDGE;14;214;StationQueue;1;1;0.153796;5;0.547723;0.612025
EDGE;14;215;StationQueue;1;0;0.272566;25;0.000000;0.279364
EDGE;14;215;StationQueue;1;1;0.225136;8;0.000000;0.279364
EDGE;14;216;StationQueue;1;0;0.052544;12;0.288675;-0.053297
EDGE;14;216;StationQueue;1;1;-0.035719;5;0.000000;-0.053297
EDGE;14;217;StationQueue;1;0;0.126300;10;0.527046;0.614043
EDGE;14;217;StationQueue;1;1;0.058968;20;0.510418;0.614043
EDGE;14;304;StationQueue;1;0;0.106800;20;0.366348;0.948722
EDGE;14;304;StationQueue;1;1;-0.038056;7;0.000000;-0.051278
EDGE;14;305;StationQueue;1;0;-0.002924;1;0.000000;-0.383939
EDGE;14;305;StationQueue;1;1;0.312143;2;0.000000;0.616061
EDGE;15;207;StationQueue;1;1;0.541479;1;0.000000;1.607988
EDGE;15;213;StationQueue;1;1;0.542824;1;0.000000;1.612025
EDGE;15;214;StationQueue;1;1;0.431937;1;0.000000;1.279364
EDGE;16;17;StationEntrance;1;0;0.656817;15;2.199567;2.483401
EDGE;16;17;StationEntrance;1;1;0.698012;20;2.743413;1.883401
EDGE;17;18;StationEntrance;1;0;0.298720;86;0.215666;0.283401
EDGE;17;18;StationEntrance;1;1;0.351150;295;0.581767;0.283401
EDGE;17;18;StationEntrance;1;2;-0.094481;1;0.000000;0.283401
EDGE;17;21;StationEntrance;1;0;-0.321871;9;0.000000;-0.383939
EDGE;17;22;StationEntrance;1;0;-0.049535;8;0.000000;-0.051278
EDGE;18;19;StationEntrance;1;0;0.272886;60;0.000000;0.283401
EDGE;18;19;StationEntrance;1;1;0.280047;260;0.000000;0.283401
EDGE;18;19;StationEntrance;1;2;0.240728;48;0.144338;0.283401
EDGE;18;21;StationEntrance;1;0;-0.381792;8;0.707107;-0.116599
EDGE;18;21;StationEntrance;1;1;3.173583;6;2.449490;5.283401
EDGE;19;20;StationEntrance;1;0;0.274934;75;0.000000;0.283401
EDGE;19;20;StationEntrance;1;1;0.109608;285;0.377983;0.283401
EDGE;19;20;StationEntrance;1;2;0.070036;8;0.353553;0.283401
EDGE;20;21;StationEntrance;1;0;-0.578478;15;0.258199;-0.716599
EDGE;20;21;StationEntrance;1;1;-0.523401;480;0.394023;0.283401
EDGE;20;21;StationEntrance;1;2;-0.649944;26;0.196116;-0.716599
EDGE;21;22;StationEntrance;1;0;-0.420554;87;0.455153;0.283401
EDGE;21;22;StationEntrance;1;1;-0.701447;402;0.110967;-0.716599
EDGE;21;22;StationEntrance;1;2;-0.686003;59;0.130189;-0.716599
EDGE;22;23;StationEntrance;1;0;0.066091;1;0.000000;0.283401
EDGE;22;23;StationEntrance;1;1;0.157894;5;0.000000;0.283401
EDGE;22;65;StationQueue;1;0;0.254583;5;0.000000;0.281382
EDGE;22;65;StationQueue;1;1;0.273688;69;0.000000;0.281382
EDGE;22;65;StationQueue;1;2;0.218371;9;0.000000;0.281382
EDGE;22;162;StationQueue;1;0;0.172868;9;0.527046;0.614043
EDGE;22;162;StationQueue;1;1;-0.347907;45;0.149071;-0.385957
EDGE;22;162;StationQueue;1;2;-0.314674;7;0.000000;-0.385957
EDGE;22;163;StationQueue;1;0;0.107290;1;0.000000;-0.053297
EDGE;22;163;StationQueue;1;1;-0.050785;47;0.000000;-0.053297
EDGE;22;163;StationQueue;1;2;-0.054548;17;0.000000;-0.053297
EDGE;22;164;StationQueue;1;0;0.253141;5;0.000000;0.279364
EDGE;22;164;StationQueue;1;1;0.266453;40;0.000000;0.279364
EDGE;22;164;StationQueue;1;2;0.049667;1;0.000000;0.279364
EDGE;22;165;StationQueue;1;0;-0.157752;3;0.000000;-0.387975
EDGE;22;165;StationQueue;1;1;-0.368165;38;0.000000;-0.387975
EDGE;22;165;StationQueue;1;2;-0.258858;3;0.000000;-0.387975
EDGE;22;166;StationQueue;1;0;0.025651;4;0.000000;-0.055315
EDGE;22;166;StationQueue;1;1;-0.053232;59;0.000000;-0.055315
EDGE;22;166;StationQueue;1;2;0.067219;6;0.408248;0.444685
EDGE;22;167;StationQueue;1;0;0.217504;1;0.000000;0.277346
EDGE;22;167;StationQueue;1;1;0.260526;30;0.000000;0.277346
EDGE;22;167;StationQueue;1;2;0.106082;2;0.000000;0.277346
EDGE;22;168;StationQueue;1;1;-0.336898;13;0.000000;-0.389994
EDGE;22;168;StationQueue;1;2;-0.173452;1;0.000000;-0.389994
EDGE;22;169;StationQueue;1;1;-0.048592;13;0.000000;-0.057333
EDGE;22;169;StationQueue;1;2;-0.061257;2;0.000000;-0.057333
EDGE;22;170;StationQueue;1;1;0.239714;13;0.000000;0.275328
EDGE;22;170;StationQueue;1;2;0.048322;1;0.000000;0.275328
EDGE;22;171;StationQueue;1;0;-0.005615;1;0.000000;-0.392012
EDGE;22;171;StationQueue;1;1;-0.253514;11;0.301511;-0.392012
EDGE;22;171;StationQueue;1;2;-0.174125;1;0.000000;-0.392012
EDGE;22;172;StationQueue;1;1;-0.036826;4;0.000000;-0.059351
EDGE;22;172;StationQueue;1;2;-0.063238;1;0.000000;-0.059351
EDGE;22;173;StationQueue;1;1;0.207038;6;0.000000;0.273309
EDGE;22;173;StationQueue;1;2;0.047649;1;0.000000;0.273309
EDGE;22;174;StationQueue;1;0;-0.103223;2;0.000000;-0.394030
EDGE;22;174;StationQueue;1;1;-0.355720;19;0.000000;-0.394030
EDGE;22;174;StationQueue;1;2;-0.262491;3;0.000000;-0.394030
EDGE;22;175;StationQueue;1;0;0.104599;1;0.000000;-0.061369
EDGE;22;175;StationQueue;1;1;0.223427;2;0.707107;0.838631
EDGE;22;330;StationQueue;1;0;-0.002924;1;0.000000;-0.383939
EDGE;22;330;StationQueue;1;1;-0.305506;8;0.000000;-0.383939
EDGE;22;331;StationQueue;1;0;0.044266;3;0.000000;-0.051278
EDGE;22;331;StationQueue;1;1;-0.047778;32;0.000000;-0.051278
EDGE;22;331;StationQueue;1;2;-0.055251;5;0.000000;-0.051278
EDGE;23;164;StationQueue;1;1;0.654384;1;0.000000;1.946703
EDGE;23;166;StationQueue;1;1;0.542824;1;0.000000;1.612025
EDGE;23;169;StationQueue;1;1;0.542151;1;0.000000;1.610006
EDGE;23;330;StationQueue;1;1;0.433283;1;0.000000;1.283401
EDGE;23;331;StationQueue;1;1;0.812143;2;0.000000;1.616061
EDGE;24;25;StationEntrance;1;0;0.620419;2;0.000000;1.283401
EDGE;24;25;StationEntrance;1;1;1.119626;40;2.478627;3.483401
EDGE;25;26;StationEntrance;1;0;0.371074;59;0.578193;0.283401
EDGE;25;26;StationEntrance;1;1;0.357508;310;0.746387;0.283401
EDGE;25;29;StationEntrance;1;0;-0.270147;4;0.000000;-0.383939
EDGE;25;30;StationEntrance;1;0;-0.046921;2;0.000000;-0.051278
EDGE;26;27;StationEntrance;1;0;0.273214;62;0.000000;0.283401
EDGE;26;27;StationEntrance;1;1;0.271306;236;0.091861;0.283401
EDGE;26;27;StationEntrance;1;2;0.265960;63;0.000000;0.283401
EDGE;26;29;StationEntrance;1;0;-0.158587;4;1.000000;0.683401
EDGE;26;29;StationEntrance;1;1;-0.529690;4;0.000000;-0.716599
EDGE;27;28;StationEntrance;1;0;0.275450;80;0.000000;0.283401
EDGE;27;28;StationEntrance;1;1;0.070372;265;0.409018;0.283401
EDGE;27;28;StationEntrance;1;2;0.164865;16;0.250000;0.283401
EDGE;28;29;StationEntrance;1;0;-0.632345;14;0.000000;-0.716599
EDGE;28;29;StationEntrance;1;1;-0.499320;468;0.411825;0.283401
EDGE;28;29;StationEntrance;1;2;-0.683278;24;0.000000;-0.716599
EDGE;29;30;StationEntrance;1;0;-0.436301;92;0.447294;0.283401
EDGE;29;30;StationEntrance;1;1;-0.710739;360;0.052705;-0.716599
EDGE;29;30;StationEntrance;1;2;-0.704223;68;0.000000;-0.716599
EDGE;30;31;StationEntrance;1;0;0.066091;1;0.000000;0.283401
EDGE;30;31;StationEntrance;1;1;0.063765;2;0.000000;0.283401
EDGE;30;71;StationQueue;1;0;0.250116;4;0.000000;0.281382
EDGE;30;71;StationQueue;1;1;0.273348;66;0.000000;0.281382
EDGE;30;71;StationQueue;1;2;0.182364;5;0.000000;0.281382
EDGE;30;85;StationQueue;1;1;0.095913;1;0.000000;0.271291
EDGE;30;246;StationQueue;1;1;-0.356151;58;0.131306;-0.385957
EDGE;30;246;StationQueue;1;2;-0.343187;13;0.000000;-0.385957
EDGE;30;247;StationQueue;1;0;0.043056;3;0.000000;-0.053297
EDGE;30;247;StationQueue;1;1;-0.019265;31;0.179605;-0.053297
EDGE;30;247;StationQueue;1;2;-0.056692;5;0.000000;-0.053297
EDGE;30;248;StationQueue;1;0;0.218177;1;0.000000;0.279364
EDGE;30;248;StationQueue;1;1;0.259997;26;0.000000;0.279364
EDGE;30;248;StationQueue;1;2;0.049667;1;0.000000;0.279364
EDGE;30;249;StationQueue;1;1;-0.364669;32;0.000000;-0.387975
EDGE;30;249;StationQueue;1;2;-0.323417;8;0.000000;-0.387975
EDGE;30;250;StationQueue;1;0;0.106617;1;0.000000;-0.055315
EDGE;30;250;StationQueue;1;1;-0.024853;35;0.169031;-0.055315
EDGE;30;250;StationQueue;1;2;-0.058134;5;0.000000;-0.055315
EDGE;30;251;StationQueue;1;0;0.232465;2;0.000000;0.277346
EDGE;30;251;StationQueue;1;1;0.251715;19;0.000000;0.277346
EDGE;30;251;StationQueue;1;2;0.179481;5;0.000000;0.277346
EDGE;30;252;StationQueue;1;0;-0.101205;2;0.000000;-0.389994
EDGE;30;252;StationQueue;1;1;-0.338667;33;0.174078;-0.389994
EDGE;30;252;StationQueue;1;2;-0.173452;1;0.000000;-0.389994
EDGE;30;253;StationQueue;1;1;-0.049138;14;0.000000;-0.057333
EDGE;30;253;StationQueue;1;2;-0.059949;4;0.000000;-0.057333
EDGE;30;254;StationQueue;1;0;0.231456;2;0.000000;0.275328
EDGE;30;254;StationQueue;1;1;0.255542;25;0.000000;0.275328
EDGE;30;254;StationQueue;1;2;0.139124;3;0.000000;0.275328
EDGE;30;255;StationQueue;1;0;-0.160174;3;0.000000;-0.392012
EDGE;30;255;StationQueue;1;1;-0.355627;20;0.000000;-0.392012
EDGE;30;255;StationQueue;1;2;-0.174125;1;0.000000;-0.392012
EDGE;30;256;StationQueue;1;0;0.064116;2;0.000000;-0.059351
EDGE;30;256;StationQueue;1;1;-0.022733;29;0.185695;-0.059351
EDGE;30;256;StationQueue;1;2;-0.061017;5;0.000000;-0.059351
EDGE;30;257;StationQueue;1;0;0.216159;1;0.000000;0.273309
EDGE;30;257;StationQueue;1;1;0.237965;13;0.000000;0.273309
EDGE;30;258;StationQueue;1;1;-0.340396;13;0.000000;-0.394030
EDGE;30;259;StationQueue;1;1;-0.033532;3;0.000000;-0.061369
EDGE;30;342;StationQueue;1;1;-0.227074;3;0.000000;-0.383939
EDGE;30;342;StationQueue;1;2;-0.224560;2;0.000000;-0.383939
EDGE;30;343;StationQueue;1;1;-0.041361;10;0.000000;-0.051278
EDGE;30;343;StationQueue;1;2;-0.055913;4;0.000000;-0.051278
EDGE;31;248;StationQueue;1;1;0.654384;1;0.000000;1.946703
EDGE;31;250;StationQueue;1;2;0.493887;1;0.000000;1.612025
EDGE;31;258;StationQueue;1;1;0.429919;1;0.000000;1.273309
EDGE;32;317;Merge;1;0;0.232322;12;0.000000;0.273309
EDGE;33;36;Merge;1;0;-0.026162;1;0.000000;-0.051278
EDGE;33;93;PodStorageAccess;1;0;0.243990;4;0.000000;0.283401
EDGE;34;94;PodStorageAccess;1;0;0.271578;18;0.000000;0.283401
EDGE;34;317;Merge;1;0;-0.323210;9;0.000000;-0.392012
EDGE;35;95;PodStorageAccess;1;0;0.259754;8;0.000000;0.283401
EDGE;35;317;Merge;1;0;0.179017;4;0.000000;0.275328
EDGE;36;124;Aisle;1;0;-0.028513;1;0.000000;-0.051278
EDGE;37;97;PodStorageAccess;1;0;0.257127;7;0.000000;0.283401
EDGE;37;317;Merge;1;0;-0.239438;3;0.000000;-0.389994
EDGE;37;317;Merge;1;1;-0.058999;1;0.000000;-0.389994
EDGE;38;42;Merge;0;0;-0.028783;1;0.000000;0.281382
EDGE;38;98;PodStorageAccess;1;0;0.253843;6;0.000000;0.283401
EDGE;38;317;Merge;1;0;0.160966;3;0.000000;0.277346
EDGE;40;317;Merge;1;0;-0.294383;6;0.000000;-0.387975
EDGE;41;42;Merge;0;0;-0.564390;5;0.000000;-0.716599
EDGE;41;43;Merge;1;0;-0.137049;1;0.000000;-0.383939
EDGE;41;44;Merge;1;0;-0.026162;1;0.000000;-0.051278
EDGE;41;317;Merge;1;0;0.162177;3;0.000000;0.279364
EDGE;42;89;Merge;1;0;0.163388;3;0.000000;0.281382
EDGE;42;102;PodStorageAccess;0;0;0.073827;1;0.000000;0.283401
EDGE;42;116;PodStorageAccess;0;0;-0.283088;5;0.000000;-0.383939
EDGE;42;317;Merge;1;0;-0.033450;2;0.000000;-0.053297
EDGE;43;89;Merge;1;0;-0.040514;5;0.000000;-0.051278
EDGE;43;103;PodStorageAccess;1;0;0.204580;1;0.000000;0.283401
EDGE;44;89;Merge;1;0;-0.137049;1;0.000000;-0.383939
EDGE;44;104;PodStorageAccess;1;0;0.204580;1;0.000000;0.283401
EDGE;44;317;Merge;1;0;0.197100;5;0.000000;0.281382
EDGE;45;317;Merge;1;0;-0.026162;1;0.000000;-0.051278
EDGE;46;90;Merge;1;0;0.085397;1;0.000000;0.283401
EDGE;47;90;Merge;1;0;-0.278129;5;0.000000;-0.383939
EDGE;47;90;Merge;1;1;-0.056981;1;0.000000;-0.383939
EDGE;47;275;PodStorageAccess;1;0;0.267637;13;0.000000;0.283401
EDGE;47;350;Merge;1;0;0.236000;11;0.000000;0.281382
EDGE;48;90;Merge;1;0;-0.041860;6;0.000000;-0.051278
EDGE;48;94;PodStorageAccess;0;1;-0.265201;5;0.000000;-0.392012
EDGE;48;276;PodStorageAccess;1;0;0.266511;12;0.000000;0.283401
EDGE;48;350;Merge;1;0;-0.279571;5;0.000000;-0.385957
EDGE;49;90;Merge;1;0;0.246678;15;0.000000;0.281382
EDGE;49;221;PodStorageAccess;0;1;-0.260876;5;0.000000;-0.385957
EDGE;49;350;Merge;1;0;-0.040066;4;0.000000;-0.053297
EDGE;50;47;Merge;1;0;-0.046255;13;0.000000;-0.051278
EDGE;50;48;Merge;1;0;-0.331034;12;0.000000;-0.383939
EDGE;50;90;Merge;1;0;-0.279571;5;0.000000;-0.385957
EDGE;50;350;Merge;1;0;0.266047;42;0.000000;0.279364
EDGE;52;90;Merge;1;0;0.084052;1;0.000000;0.279364
EDGE;52;350;Merge;1;0;-0.048363;10;0.000000;-0.055315
EDGE;53;350;Merge;1;0;0.180362;4;0.000000;0.277346
EDGE;54;282;PodStorageAccess;1;0;0.253843;6;0.000000;0.283401
EDGE;54;350;Merge;1;0;-0.139067;1;0.000000;-0.389994
EDGE;56;284;PodStorageAccess;1;0;0.257127;7;0.000000;0.283401
EDGE;56;350;Merge;1;0;0.159755;3;0.000000;0.275328
EDGE;57;285;PodStorageAccess;1;0;0.259754;8;0.000000;0.283401
EDGE;57;350;Merge;1;0;-0.307921;7;0.000000;-0.392012
EDGE;58;286;PodStorageAccess;1;0;0.257127;7;0.000000;0.283401
EDGE;58;350;Merge;1;0;-0.050202;8;0.000000;-0.059351
EDGE;59;90;Merge;1;0;-0.202808;2;0.000000;-0.392012
EDGE;59;350;Merge;1;0;0.177671;4;0.000000;0.273309
EDGE;60;92;PodStorageAccess;1;0;0.275519;28;0.000000;0.283401
EDGE;60;321;Merge;1;0;0.418731;1;0.000000;1.283401
EDGE;61;88;Merge;1;0;-0.198772;2;0.000000;-0.383939
EDGE;61;106;PodStorageAccess;1;0;0.270264;16;0.000000;0.283401
EDGE;62;16;StationEntrance;1;0;0.953079;2;2.828427;3.548722
EDGE;62;16;StationEntrance;1;1;-0.121007;1;0.000000;-0.051278
EDGE;62;17;StationEntrance;1;0;0.247283;17;0.000000;0.281382
EDGE;62;324;Merge;1;0;-0.235805;3;0.000000;-0.383939
EDGE;62;325;Merge;1;0;0.851066;4;0.816497;1.983401
EDGE;63;61;Merge;1;0;-0.137049;1;0.000000;-0.383939
EDGE;63;62;Merge;1;0;0.964599;3;1.527525;2.883401
EDGE;63;62;Merge;1;1;0.498799;1;0.000000;1.283401
EDGE;63;88;Merge;1;0;0.133889;2;0.000000;0.281382
EDGE;63;134;PodStorageAccess;1;0;0.273548;22;0.000000;0.283401
EDGE;63;140;PodStorageAccess;1;0;0.203235;1;0.000000;0.279364
EDGE;64;20;StationEntrance;1;0;-0.048373;4;0.000000;-0.051278
EDGE;64;62;Merge;1;0;-0.137049;1;0.000000;-0.383939
EDGE;64;148;PodStorageAccess;1;0;0.224285;2;0.000000;0.283401
EDGE;64;328;Merge;1;0;2.164195;3;5.291503;8.016061
EDGE;64;329;Merge;1;0;0.164599;3;0.000000;0.283401
EDGE;65;1;StationEntrance;1;0;0.192828;6;0.000000;0.271291
EDGE;65;60;Merge;1;0;-0.203468;24;0.564660;-0.385957
EDGE;65;61;Merge;1;0;0.236000;11;0.000000;0.281382
EDGE;65;61;Merge;1;1;0.164793;1;0.000000;0.281382
EDGE;65;62;Merge;1;0;-0.026162;1;0.000000;-0.051278
EDGE;65;63;Merge;1;0;-0.158193;19;0.630604;0.016061
EDGE;65;63;Merge;1;1;-0.138720;2;0.000000;-0.383939
EDGE;65;64;Merge;1;0;0.439622;7;0.487950;1.283401
EDGE;65;88;Merge;1;0;-0.050559;27;0.000000;-0.053297
EDGE;65;163;Merge;1;0;-0.198772;2;0.000000;-0.383939
EDGE;65;164;Merge;1;0;-0.042906;7;0.000000;-0.051278
EDGE;65;165;Merge;1;0;0.183053;4;0.000000;0.281382
EDGE;65;165;Merge;1;1;0.498126;1;0.000000;1.281382
EDGE;65;166;Merge;1;0;-0.199781;2;0.000000;-0.385957
EDGE;65;166;Merge;1;1;0.609013;1;0.000000;1.614043
EDGE;65;167;Merge;1;0;-0.041956;5;0.000000;-0.053297
EDGE;65;168;Merge;1;0;0.084052;1;0.000000;0.279364
EDGE;65;169;Merge;1;0;-0.138395;1;0.000000;-0.387975
EDGE;65;299;Merge;1;0;-0.343307;13;0.000000;-0.394030
EDGE;65;299;Merge;1;1;-0.060345;1;0.000000;-0.394030
EDGE;66;62;Merge;1;1;0.831460;1;0.000000;2.281382
EDGE;66;63;Merge;1;0;-0.026162;1;0.000000;-0.051278
EDGE;66;65;Merge;1;0;1.384898;2;0.707107;3.183401
EDGE;66;176;PodStorageAccess;1;0;0.266511;12;0.000000;0.283401
EDGE;66;176;PodStorageAccess;1;1;0.277360;1;0.000000;0.283401
EDGE;66;333;Merge;1;0;0.384898;2;0.707107;1.183401
EDGE;67;62;Merge;1;0;-0.261840;4;0.000000;-0.385957
EDGE;67;64;Merge;1;0;-0.032441;2;0.000000;-0.051278
EDGE;67;65;Merge;1;0;-0.278129;5;0.000000;-0.383939
EDGE;67;66;Merge;1;0;0.418731;1;0.000000;1.283401
EDGE;67;66;Merge;1;1;0.165466;1;0.000000;0.283401
EDGE;67;190;PodStorageAccess;1;0;0.253843;6;0.000000;0.283401
EDGE;68;24;StationEntrance;1;0;1.951212;5;3.033150;5.548722
EDGE;68;24;StationEntrance;1;1;0.896426;2;2.828427;3.548722
EDGE;68;25;StationEntrance;1;0;0.325396;6;0.408248;0.781382
EDGE;68;62;Merge;1;1;0.026601;2;0.000000;-0.053297
EDGE;68;65;Merge;1;0;-0.045896;12;0.000000;-0.051278
EDGE;68;67;Merge;1;0;0.752064;1;0.000000;2.283401
EDGE;68;336;Merge;1;0;0.529618;1;0.000000;1.616061
EDGE;68;337;Merge;1;0;1.134898;2;1.414214;3.083401
EDGE;69;62;Merge;1;0;0.181708;4;0.000000;0.279364
EDGE;69;62;Merge;1;1;0.164120;1;0.000000;0.279364
EDGE;69;64;Merge;1;0;-0.199781;2;0.000000;-0.385957
EDGE;69;65;Merge;1;0;0.197100;5;0.000000;0.281382
EDGE;69;68;Merge;1;0;0.384898;2;0.707107;1.183401
EDGE;69;218;PodStorageAccess;1;0;0.259754;8;0.000000;0.283401
EDGE;70;28;StationEntrance;1;0;-0.046921;2;0.000000;-0.051278
EDGE;70;60;Merge;1;0;0.416712;1;0.000000;1.277346
EDGE;70;69;Merge;1;1;0.165466;1;0.000000;0.283401
EDGE;70;232;PodStorageAccess;0;0;-0.520703;5;0.000000;-0.716599
EDGE;70;340;Merge;1;0;0.164195;3;1.154701;1.216061
EDGE;70;341;Merge;1;0;1.684399;4;2.872281;5.083401
EDGE;71;8;StationEntrance;1;0;-0.051966;2;0.000000;-0.061369
EDGE;71;9;StationEntrance;1;0;0.226455;12;0.000000;0.271291
EDGE;71;9;StationEntrance;1;1;0.057710;2;0.000000;0.271291
EDGE;71;60;Merge;1;0;-0.239438;3;0.000000;-0.389994
EDGE;71;61;Merge;1;0;0.160966;3;0.000000;0.277346
EDGE;71;63;Merge;1;0;-0.238227;3;0.000000;-0.387975
EDGE;71;64;Merge;1;0;0.132880;2;0.000000;0.279364
EDGE;71;65;Merge;1;0;-0.049327;18;0.000000;-0.053297
EDGE;71;65;Merge;1;1;0.026601;2;0.000000;-0.053297
EDGE;71;66;Merge;1;0;-0.336310;13;0.000000;-0.385957
EDGE;71;67;Merge;1;0;0.207636;6;0.000000;0.281382
EDGE;71;69;Merge;1;0;-0.301642;7;0.000000;-0.383939
