FromNode;ToNode;CarryingPod;DensityBand;count;mean;p50;p90;std;EdgeType;type_mean;global_mean;mu_shrunk
140;238;0;0;1;7.0;7.0;7.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.543304570150207
140;238;0;1;1;7.0;7.0;7.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.339355295784626
140;238;0;2;1;7.0;7.0;7.0;;PodStorageAccess;4.388059701492537;4.402739726027397;5.258706467661691
140;266;0;1;1;10.0;10.0;10.0;;PodStorageAccess;4.50903294367694;4.504048582995951;6.339355295784626
140;266;0;2;1;8.0;8.0;8.0;;PodStorageAccess;4.388059701492537;4.402739726027397;5.592039800995025
140;280;0;0;2;9.0;9.0;9.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;6.907478427612656
141;113;0;0;2;3.5;3.5;3.9;0.7071067811865476;PodStorageAccess;4.8149568552253115;4.816221284575715;4.157478427612656
141;113;0;2;1;3.0;3.0;3.0;;PodStorageAccess;4.388059701492537;4.402739726027397;3.9253731343283578
141;127;0;2;2;2.5;2.5;2.9;0.7071067811865476;PodStorageAccess;4.388059701492537;4.402739726027397;3.4440298507462686
141;127;1;0;8;2.875;3.0;3.3;0.6408699444616557;PodStorageAccess;2.975488454706927;4.691216884687259;2.8950976909413857
141;127;1;1;5;3.0;3.0;4.2;1.224744871391589;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.014454348349795
141;127;1;2;1;2.0;2.0;2.0;;PodStorageAccess;2.9272727272727272;3.9458834412580943;2.618181818181818
141;134;0;0;5;6.8;7.0;7.0;0.4472135954999579;PodStorageAccess;4.8149568552253115;4.816221284575715;6.23284481577866
141;134;0;1;1;7.0;7.0;7.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.339355295784626
141;135;0;0;2;6.5;6.5;6.9;0.7071067811865476;PodStorageAccess;4.8149568552253115;4.816221284575715;5.657478427612656
141;135;0;1;1;6.0;6.0;6.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.0060219624512925
141;136;0;0;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.907478427612656
141;136;0;1;1;5.0;5.0;5.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.6726886291179595
141;137;0;0;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.907478427612656
141;137;0;1;2;4.5;4.5;4.9;0.7071067811865476;PodStorageAccess;4.50903294367694;4.504048582995951;4.504516471838469
141;138;0;1;1;5.0;5.0;5.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.6726886291179595
141;139;0;0;1;3.0;3.0;3.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.209971236816874
141;139;0;1;1;3.0;3.0;3.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.0060219624512925
141;139;0;2;2;3.0;3.0;3.0;0.0;PodStorageAccess;4.388059701492537;4.402739726027397;3.6940298507462686
141;140;0;1;1;3.0;3.0;3.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.0060219624512925
141;140;0;2;2;3.0;3.0;3.0;0.0;PodStorageAccess;4.388059701492537;4.402739726027397;3.6940298507462686
141;142;0;0;4;2.75;3.0;3.0;0.5;PodStorageAccess;4.8149568552253115;4.816221284575715;3.4383189517417705
141;142;0;1;2;2.0;2.0;2.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;3.25451647183847
141;142;0;2;1;2.0;2.0;2.0;;PodStorageAccess;4.388059701492537;4.402739726027397;3.5920398009950243
141;144;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
141;144;0;1;2;4.5;4.5;4.9;0.7071067811865476;PodStorageAccess;4.50903294367694;4.504048582995951;4.504516471838469
141;145;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
141;145;0;1;1;5.0;5.0;5.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.6726886291179595
141;146;0;0;1;5.0;5.0;5.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.876637903483541
141;147;0;0;2;6.5;6.5;6.9;0.7071067811865476;PodStorageAccess;4.8149568552253115;4.816221284575715;5.657478427612656
141;155;0;0;2;3.0;3.0;3.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;3.9074784276126557
141;155;0;1;3;2.3333333333333335;2.0;2.8;0.5773502691896258;PodStorageAccess;4.50903294367694;4.504048582995951;3.203613177470776
141;211;0;2;1;5.0;5.0;5.0;;PodStorageAccess;4.388059701492537;4.402739726027397;4.592039800995025
141;225;0;0;2;6.5;6.5;6.9;0.7071067811865476;PodStorageAccess;4.8149568552253115;4.816221284575715;5.657478427612656
142;100;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
142;114;0;0;3;3.0;3.0;3.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;3.7259827420901246
142;128;0;1;2;2.0;2.0;2.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;3.25451647183847
142;128;1;0;8;2.375;2.0;3.0;0.5175491695067657;PodStorageAccess;2.975488454706927;4.691216884687259;2.4950976909413853
142;128;1;1;3;2.6666666666666665;3.0;3.0;0.5773502691896258;PodStorageAccess;3.0505902192242833;3.7563451776649748;2.8202360876897132
142;134;0;0;3;7.0;7.0;7.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;6.125982742090125
142;135;0;0;1;7.0;7.0;7.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.543304570150207
142;136;0;0;1;6.0;6.0;6.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.209971236816874
142;136;0;1;1;6.0;6.0;6.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.0060219624512925
142;140;0;0;1;3.0;3.0;3.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.209971236816874
142;141;0;1;2;3.0;3.0;3.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;3.75451647183847
142;141;0;2;1;3.0;3.0;3.0;;PodStorageAccess;4.388059701492537;4.402739726027397;3.9253731343283578
142;145;0;1;1;6.0;6.0;6.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.0060219624512925
142;147;0;0;1;5.0;5.0;5.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.876637903483541
142;156;0;0;4;2.25;2.0;2.7;0.5;PodStorageAccess;4.8149568552253115;4.816221284575715;3.104985618408437
142;156;0;1;1;3.0;3.0;3.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.0060219624512925
142;156;1;0;1;3.0;3.0;3.0;;PodStorageAccess;2.975488454706927;4.691216884687259;2.983658969804618
142;184;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
142;198;0;0;3;5.0;5.0;5.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.925982742090125
142;198;0;1;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;4.754516471838469
142;198;0;2;1;5.0;5.0;5.0;;PodStorageAccess;4.388059701492537;4.402739726027397;4.592039800995025
142;226;0;0;1;6.0;6.0;6.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.209971236816874
142;240;0;0;5;6.8;7.0;7.0;0.44721359549995804;PodStorageAccess;4.8149568552253115;4.816221284575715;6.23284481577866
142;282;0;0;1;9.0;9.0;9.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;6.209971236816874
142;282;0;1;1;9.0;9.0;9.0;;PodStorageAccess;4.50903294367694;4.504048582995951;6.0060219624512925
143;41;1;0;2;5.0;5.0;5.0;0.0;Merge;5.539607558139535;4.691216884687259;5.269803779069767
143;129;1;0;5;4.0;4.0;4.0;0.0;Merge;5.539607558139535;4.691216884687259;4.439887873754152
143;129;1;1;1;4.0;4.0;4.0;;Merge;5.358633776091081;3.7563451776649748;4.905755850727387
143;142;1;0;2;3.0;3.0;3.0;0.0;PodStorageAccess;2.975488454706927;4.691216884687259;2.9877442273534633
143;142;1;1;3;3.0;3.0;3.0;0.0;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.020236087689713
143;144;1;0;8;3.0;3.0;3.0;0.0;PodStorageAccess;2.975488454706927;4.691216884687259;2.995097690941386
143;144;1;1;1;3.0;3.0;3.0;;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.0337268128161887
144;102;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
144;130;1;0;14;2.7142857142857144;3.0;3.0;0.4688072309384954;PodStorageAccess;2.975488454706927;4.691216884687259;2.746936056838366
144;130;1;1;1;2.0;2.0;2.0;;PodStorageAccess;3.0505902192242833;3.7563451776649748;2.7003934794828552
144;135;0;0;1;9.0;9.0;9.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;6.209971236816874
144;140;0;0;1;5.0;5.0;5.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.876637903483541
144;140;0;1;1;5.0;5.0;5.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.6726886291179595
144;143;1;0;2;3.0;3.0;3.0;0.0;PodStorageAccess;2.975488454706927;4.691216884687259;2.9877442273534633
144;158;0;0;8;2.625;3.0;3.0;0.5175491695067655;PodStorageAccess;4.8149568552253115;4.816221284575715;3.0629913710450625
144;158;0;1;1;2.0;2.0;2.0;;PodStorageAccess;4.50903294367694;4.504048582995951;3.6726886291179595
144;186;0;0;2;4.5;4.5;4.9;0.7071067811865476;PodStorageAccess;4.8149568552253115;4.816221284575715;4.657478427612656
144;200;0;0;4;4.75;5.0;5.0;0.4999999999999999;PodStorageAccess;4.8149568552253115;4.816221284575715;4.7716522850751035
144;242;0;0;1;7.0;7.0;7.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.543304570150207
144;270;0;0;2;8.0;8.0;8.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;6.407478427612656
145;117;0;0;2;3.0;3.0;3.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;3.9074784276126557
145;131;1;0;6;2.6666666666666665;3.0;3.0;0.5163977794943222;PodStorageAccess;2.975488454706927;4.691216884687259;2.7438721136767317
145;131;1;1;2;2.5;2.5;2.9;0.7071067811865476;PodStorageAccess;3.0505902192242833;3.7563451776649748;2.7752951096121414
145;134;0;0;1;9.0;9.0;9.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;6.209971236816874
145;139;0;0;1;6.0;6.0;6.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.209971236816874
145;140;0;0;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.907478427612656
145;159;0;0;2;2.0;2.0;2.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;3.4074784276126557
145;229;0;0;3;6.0;6.0;6.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;5.525982742090124
145;243;0;0;1;7.0;7.0;7.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.543304570150207
145;243;0;1;1;7.0;7.0;7.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.339355295784626
146;118;0;0;2;3.5;3.5;3.9;0.7071067811865476;PodStorageAccess;4.8149568552253115;4.816221284575715;4.157478427612656
146;132;1;0;15;2.533333333333333;3.0;3.0;0.5163977794943223;PodStorageAccess;2.975488454706927;4.691216884687259;2.585351582906697
146;132;1;1;2;3.5;3.5;4.7;2.1213203435596424;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.2752951096121414
146;137;0;0;1;8.0;8.0;8.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.876637903483541
146;142;0;0;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.907478427612656
146;160;0;0;7;2.142857142857143;2.0;2.4000000000000004;0.3779644730092273;PodStorageAccess;4.8149568552253115;4.816221284575715;2.736657078938958
146;188;0;0;2;4.0;4.0;4.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.407478427612656
146;230;0;0;1;6.0;6.0;6.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.209971236816874
146;244;0;0;1;7.0;7.0;7.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.543304570150207
146;272;0;1;1;8.0;8.0;8.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.6726886291179595
147;4;1;0;1;5.0;5.0;5.0;;StationEntrance;4.719468390804598;4.691216884687259;4.812978927203065
147;77;1;0;2;2.5;2.5;2.9;0.7071067811865476;PodStorageAccess;2.975488454706927;4.691216884687259;2.7377442273534633
147;133;1;0;11;2.727272727272727;3.0;3.0;0.46709936649691375;PodStorageAccess;2.975488454706927;4.691216884687259;2.765459762262604
147;133;1;1;1;2.0;2.0;2.0;;PodStorageAccess;3.0505902192242833;3.7563451776649748;2.7003934794828552
147;144;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
147;161;0;0;8;2.0;2.0;2.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;2.5629913710450625
147;189;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
147;231;0;0;3;6.0;6.0;6.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;5.525982742090124
147;294;1;0;5;3.0;3.0;3.0;0.0;PodStorageAccess;2.975488454706927;4.691216884687259;2.992996701344836
148;20;1;0;1;4.0;4.0;4.0;;StationEntrance;4.719468390804598;4.691216884687259;4.479645593869732
148;92;0;0;3;5.0;5.0;5.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.925982742090125
148;149;0;0;1;2.0;2.0;2.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;3.8766379034835405
148;149;1;0;1;3.0;3.0;3.0;;PodStorageAccess;2.975488454706927;4.691216884687259;2.983658969804618
148;149;1;1;1;3.0;3.0;3.0;;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.0337268128161887
148;158;0;0;1;8.0;8.0;8.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.876637903483541
148;162;1;0;9;2.5555555555555554;3.0;3.0;0.5270462766947298;PodStorageAccess;2.975488454706927;4.691216884687259;2.631906991764896
148;162;1;1;2;3.5;3.5;4.7;2.1213203435596424;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.2752951096121414
148;176;0;0;4;3.0;3.0;3.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;3.604985618408437
148;218;0;0;1;5.0;5.0;5.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.876637903483541
148;232;0;0;4;6.25;6.0;6.7;0.4999999999999999;PodStorageAccess;4.8149568552253115;4.816221284575715;5.771652285075103
148;232;0;1;1;6.0;6.0;6.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.0060219624512925
148;260;0;0;7;7.142857142857143;7.0;7.4;0.37796447300922725;PodStorageAccess;4.8149568552253115;4.816221284575715;6.625545967827848
148;274;0;0;2;8.0;8.0;8.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;6.407478427612656
148;328;1;0;7;4.0;4.0;4.0;0.0;PodStorageAccess;2.975488454706927;4.691216884687259;3.7723307677126505
148;328;1;1;1;4.0;4.0;4.0;;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.367060146149522
148;329;1;0;7;3.0;3.0;3.0;0.0;PodStorageAccess;2.975488454706927;4.691216884687259;2.994552989934873
148;329;1;1;1;3.0;3.0;3.0;;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.0337268128161887
149;93;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
149;107;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
149;121;1;0;3;3.0;3.0;3.0;0.0;PodStorageAccess;2.975488454706927;4.691216884687259;2.9901953818827707
149;135;1;1;1;3.0;3.0;3.0;;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.0337268128161887
149;148;0;0;1;3.0;3.0;3.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.209971236816874
149;160;0;0;1;9.0;9.0;9.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;6.209971236816874
149;163;1;0;20;2.75;3.0;3.0;0.910465468000326;PodStorageAccess;2.975488454706927;4.691216884687259;2.7704989504279025
149;163;1;1;4;4.0;3.0;5.800000000000001;2.0;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.6835300730747607
149;163;1;2;1;3.0;3.0;3.0;;PodStorageAccess;2.9272727272727272;3.9458834412580943;2.951515151515151
149;177;0;0;3;3.0;3.0;3.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;3.7259827420901246
149;177;0;1;1;3.0;3.0;3.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.0060219624512925
149;219;0;0;3;5.0;5.0;5.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.925982742090125
149;261;0;0;1;7.0;7.0;7.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.543304570150207
150;94;0;0;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.907478427612656
150;122;1;0;1;3.0;3.0;3.0;;PodStorageAccess;2.975488454706927;4.691216884687259;2.983658969804618
150;122;1;1;1;5.0;5.0;5.0;;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.7003934794828552
150;136;0;0;1;3.0;3.0;3.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.209971236816874
150;149;0;0;1;2.0;2.0;2.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;3.8766379034835405
150;151;0;0;1;3.0;3.0;3.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.209971236816874
150;151;0;1;1;2.0;2.0;2.0;;PodStorageAccess;4.50903294367694;4.504048582995951;3.6726886291179595
150;152;1;0;1;3.0;3.0;3.0;;PodStorageAccess;2.975488454706927;4.691216884687259;2.983658969804618
150;156;0;0;1;6.0;6.0;6.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.209971236816874
150;164;0;2;1;3.0;3.0;3.0;;PodStorageAccess;4.388059701492537;4.402739726027397;3.9253731343283578
150;164;1;0;14;2.7857142857142856;3.0;3.0;0.4258153136263201;PodStorageAccess;2.975488454706927;4.691216884687259;2.809436056838366
150;164;1;1;6;3.5;3.0;4.5;0.8366600265340756;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.3876475548060707
150;164;1;2;1;3.0;3.0;3.0;;PodStorageAccess;2.9272727272727272;3.9458834412580943;2.951515151515151
150;178;0;0;1;3.0;3.0;3.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.209971236816874
150;178;0;1;1;3.0;3.0;3.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.0060219624512925
150;220;0;0;3;5.333333333333333;5.0;5.8;0.5773502691896258;PodStorageAccess;4.8149568552253115;4.816221284575715;5.125982742090125
150;220;0;1;1;5.0;5.0;5.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.6726886291179595
150;234;0;0;2;6.0;6.0;6.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;5.407478427612656
150;234;0;1;1;6.0;6.0;6.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.0060219624512925
150;262;0;0;1;7.0;7.0;7.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.543304570150207
150;276;0;1;1;8.0;8.0;8.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.6726886291179595
151;95;0;1;1;5.0;5.0;5.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.6726886291179595
151;123;1;0;2;3.5;3.5;3.9;0.7071067811865476;PodStorageAccess;2.975488454706927;4.691216884687259;3.2377442273534633
151;123;1;1;1;3.0;3.0;3.0;;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.0337268128161887
151;137;0;0;1;2.0;2.0;2.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;3.8766379034835405
151;148;0;1;1;4.0;4.0;4.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.339355295784626
151;150;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
151;152;0;0;1;6.0;6.0;6.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.209971236816874
151;152;1;0;4;3.0;3.0;3.0;0.0;PodStorageAccess;2.975488454706927;4.691216884687259;2.991829484902309
151;152;1;1;6;3.0;3.0;3.0;0.0;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.0126475548060707
151;153;1;1;1;3.0;3.0;3.0;;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.0337268128161887
151;155;0;0;1;5.0;5.0;5.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.876637903483541
151;161;0;0;1;8.0;8.0;8.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.876637903483541
151;165;1;0;11;2.8181818181818183;3.0;3.0;0.40451991747794525;PodStorageAccess;2.975488454706927;4.691216884687259;2.842382839185681
151;179;0;0;1;3.0;3.0;3.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.209971236816874
151;193;0;0;2;4.0;4.0;4.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.407478427612656
151;221;0;0;1;5.0;5.0;5.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.876637903483541
151;221;0;1;1;5.0;5.0;5.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.6726886291179595
151;235;0;0;1;6.0;6.0;6.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.209971236816874
151;277;0;0;1;8.0;8.0;8.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.876637903483541
152;151;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
152;153;0;0;1;4.0;4.0;4.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.543304570150207
152;153;1;0;1;3.0;3.0;3.0;;PodStorageAccess;2.975488454706927;4.691216884687259;2.983658969804618
152;166;1;0;1;3.0;3.0;3.0;;Merge;5.539607558139535;4.691216884687259;4.693071705426356
152;166;1;1;3;5.0;5.0;6.6;2.0;Merge;5.358633776091081;3.7563451776649748;5.143453510436433
152;194;1;0;1;4.0;4.0;4.0;;Merge;5.539607558139535;4.691216884687259;5.026405038759689
152;208;1;0;5;5.0;5.0;5.0;0.0;Merge;5.539607558139535;4.691216884687259;5.154173588039868
152;208;1;1;6;5.333333333333333;5.0;6.0;0.816496580927726;Merge;5.358633776091081;3.7563451776649748;5.339658444022771
152;208;1;2;2;6.0;6.0;6.8;1.4142135623730951;Merge;5.5;3.9458834412580943;5.75
152;222;0;0;1;5.0;5.0;5.0;;Merge;4.976190476190476;4.816221284575715;4.984126984126984
152;250;1;0;1;7.0;7.0;7.0;;Merge;5.539607558139535;4.691216884687259;6.026405038759689
153;97;0;2;1;5.0;5.0;5.0;;PodStorageAccess;4.388059701492537;4.402739726027397;4.592039800995025
153;111;0;2;1;4.0;4.0;4.0;;PodStorageAccess;4.388059701492537;4.402739726027397;4.258706467661691
153;125;0;2;1;3.0;3.0;3.0;;PodStorageAccess;4.388059701492537;4.402739726027397;3.9253731343283578
153;139;0;0;1;3.0;3.0;3.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;4.209971236816874
153;139;0;1;2;2.0;2.0;2.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;3.25451647183847
153;139;0;2;2;3.0;3.0;3.0;0.0;PodStorageAccess;4.388059701492537;4.402739726027397;3.6940298507462686
153;148;0;0;3;5.666666666666667;6.0;6.0;0.5773502691896257;PodStorageAccess;4.8149568552253115;4.816221284575715;5.325982742090124
153;148;0;1;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;4.754516471838469
153;148;0;2;2;5.5;5.5;5.9;0.7071067811865476;PodStorageAccess;4.388059701492537;4.402739726027397;4.9440298507462686
153;149;0;0;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.907478427612656
153;149;0;1;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;4.754516471838469
153;150;0;1;1;4.0;4.0;4.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.339355295784626
153;150;0;2;1;4.0;4.0;4.0;;PodStorageAccess;4.388059701492537;4.402739726027397;4.258706467661691
153;151;0;1;3;3.3333333333333335;3.0;3.8;0.5773502691896257;PodStorageAccess;4.50903294367694;4.504048582995951;3.803613177470776
153;151;0;2;1;3.0;3.0;3.0;;PodStorageAccess;4.388059701492537;4.402739726027397;3.9253731343283578
153;152;0;0;1;8.0;8.0;8.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.876637903483541
153;152;1;0;5;2.4;2.0;3.0;0.5477225575051661;PodStorageAccess;2.975488454706927;4.691216884687259;2.5644252727734074
153;152;1;1;2;3.0;3.0;3.0;0.0;PodStorageAccess;3.0505902192242833;3.7563451776649748;3.0252951096121414
153;152;1;2;1;2.0;2.0;2.0;;PodStorageAccess;2.9272727272727272;3.9458834412580943;2.618181818181818
153;154;0;1;2;3.5;3.5;3.9;0.7071067811865476;PodStorageAccess;4.50903294367694;4.504048582995951;4.004516471838469
153;155;0;1;2;3.0;3.0;3.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;3.75451647183847
153;156;0;0;3;4.0;4.0;4.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.325982742090124
153;156;0;1;3;4.0;4.0;4.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;4.203613177470776
153;158;0;1;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;4.754516471838469
153;158;0;2;1;5.0;5.0;5.0;;PodStorageAccess;4.388059701492537;4.402739726027397;4.592039800995025
153;160;0;0;1;7.0;7.0;7.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.543304570150207
153;160;0;1;1;7.0;7.0;7.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.339355295784626
153;161;0;0;1;7.0;7.0;7.0;;PodStorageAccess;4.8149568552253115;4.816221284575715;5.543304570150207
153;161;0;1;1;8.0;8.0;8.0;;PodStorageAccess;4.50903294367694;4.504048582995951;5.6726886291179595
153;161;0;2;1;7.0;7.0;7.0;;PodStorageAccess;4.388059701492537;4.402739726027397;5.258706467661691
153;167;0;1;1;3.0;3.0;3.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.0060219624512925
153;167;0;2;1;3.0;3.0;3.0;;PodStorageAccess;4.388059701492537;4.402739726027397;3.9253731343283578
153;167;1;0;12;3.3333333333333335;3.0;3.0;1.8257418583505538;PodStorageAccess;2.975488454706927;4.691216884687259;3.2822126363867037
153;167;1;1;4;2.75;3.0;3.0;0.5;PodStorageAccess;3.0505902192242833;3.7563451776649748;2.8501967397414276
153;167;1;2;1;3.0;3.0;3.0;;PodStorageAccess;2.9272727272727272;3.9458834412580943;2.951515151515151
153;181;0;1;1;3.0;3.0;3.0;;PodStorageAccess;4.50903294367694;4.504048582995951;4.0060219624512925
153;223;0;0;2;5.0;5.0;5.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.907478427612656
154;98;0;1;3;5.0;5.0;5.0;0.0;PodStorageAccess;4.50903294367694;4.504048582995951;4.803613177470776
154;112;0;0;2;4.0;4.0;4.0;0.0;PodStorageAccess;4.8149568552253115;4.816221284575715;4.407478427612656
