#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.6;1000;0;0;0;0;0;0;0;0;0
599.82;0.6;1000;0;0;0;0;0;0;0;0;0
1199.92;0.6;1000;0;0;0;0;0;0;0;0;0
1799.86;0.6;1000;0;0;0;0;0;0;0;0;0
2399.96;0.6;1000;0;0;0;0;0;0;0;0;0
2999.96;0.6;1000;0;0;0;0;0;0;0;0;0
3599.81;0.6;1000;0;0;0;0;0;0;0;0;0
4199.92;0.6;1000;0;0;0;0;0;0;0;0;0
4799.86;0.6;1000;0;0;0;0;0;0;0;0;0
5399.59;0.6;1000;0;0;0;0;0;0;0;0;0
5999.9;0.6;1000;0;0;0;0;0;0;0;0;0
6599.84;0.6;1000;0;0;0;0;0;0;0;0;0
7199.71;0.6;1000;0;0;0;0;0;0;0;0;0
7799.88;0.6;1000;0;0;0;0;0;0;0;0;0
8400;0.6;1000;0;0;0;0;0;0;0;0;0
8999.99;0.6;1000;0;0;0;0;0;0;0;0;0
9599.96;0.6;1000;0;0;0;0;0;0;0;0;0
10200;0.6;1000;0;0;0;0;0;0;0;0;0
10799.82;0.6;1000;0;0;0;0;0;0;0;0;0
11399.97;0.6;1000;0;0;0;0;0;0;0;0;0
11999.92;0.6;1000;0;0;0;0;0;0;0;0;0
12600;0.6;1000;0;0;0;0;0;0;0;0;0
13199.97;0.6;1000;0;0;0;0;0;0;0;0;0
13799.95;0.6;1000;0;0;0;0;0;0;0;0;0
14399.97;0.6;1000;0;0;0;0;0;0;0;0;0
14999.91;0.6;1000;0;0;0;0;0;0;0;0;0
15599.9;0.6;1000;0;0;0;0;0;0;0;0;0
16199.98;0.6;1000;0;0;0;0;0;0;0;0;0
16799.91;0.6;1000;0;0;0;0;0;0;0;0;0
17400;0.6;1000;0;0;0;0;0;0;0;0;0
17999.92;0.6;1000;0;0;0;0;0;0;0;0;0
18599.99;0.6;1000;0;0;0;0;0;0;0;0;0
19199.91;0.6;1000;0;0;0;0;0;0;0;0;0
19799.96;0.6;1000;0;0;0;0;0;0;0;0;0
20399.88;0.6;1000;0;0;0;0;0;0;0;0;0
20999.86;0.6;1000;0;0;0;0;0;0;0;0;0
21599.98;0.6;1000;0;0;0;0;0;0;0;0;0
22199.94;0.6;1000;0;0;0;0;0;0;0;0;0
22799.93;0.6;1000;0;0;0;0;0;0;0;0;0
23399.71;0.6;1000;0;0;0;0;0;0;0;0;0
23999.87;0.6;1000;0;0;0;0;0;0;0;0;0
24599.98;0.6;1000;0;0;0;0;0;0;0;0;0
25199.82;0.6;1000;0;0;0;0;0;0;0;0;0
25799.59;0.6;1000;0;0;0;0;0;0;0;0;0
26399.93;0.6;1000;0;0;0;0;0;0;0;0;0
26999.91;0.6;1000;0;0;0;0;0;0;0;0;0
27599.95;0.6;1000;0;0;0;0;0;0;0;0;0
28199.96;0.6;1000;0;0;0;0;0;0;0;0;0
28799.97;0.6;1000;0;0;0;0;0;0;0;0;0
