#TimeStamp;DistanceTraveled
59.96;1316.52
119.97;840.23
179.93;211.33
239.91;236.29
299.73;286.5
359.62;345.68
419.59;341.62
479.83;488.62
539.86;494.27
599.82;386.44
659.6;325.37
719.98;447.53
779.99;563.05
839.87;571.06
899.65;334.74
959.75;395.32
1019.92;456.18
1079.85;586.01
1139.91;417.14
1199.92;441.4
1259.81;333.82
1319.97;442.62
1379.85;481.45
1439.99;598.02
1499.86;440.73
1560;415.19
1619.73;447.61
1679.77;493.06
1739.96;633.51
1799.86;617.86
1859.98;409.21
1920;390.84
1979.85;565.14
2039.78;506
2099.7;453.27
2159.64;449.17
2219.99;458.54
2279.82;530.48
2339.98;641.92
2399.96;464.82
2459.96;438.48
2519.93;507.68
2579.78;641.49
2639.98;639.79
2699.72;392.68
2759.97;533.53
2819.86;428.79
2879.98;472.87
2939.76;667.21
2999.96;642.55
3059.99;400.05
3119.96;483.46
3179.8;482.18
3240;664.95
3300;460.83
3359.93;555.45
3419.99;423.04
3479.66;612.4
3539.87;573.04
3599.81;512.18
3659.97;487.12
3719.9;532.36
3779.7;596.59
3839.9;655.88
3899.96;467.63
3959.99;500.98
4019.64;517.11
4079.91;626.49
4139.96;547.13
4199.92;550.06
4259.99;511.51
4319.63;541.45
4379.78;566.41
4439.85;603.67
4499.85;510.06
4559.75;505
4619.97;565.9
4679.98;637.87
4739.99;411.63
4799.86;591.15
4860;439.84
4919.85;576.62
4979.99;578.97
5039.78;627.28
5099.99;627.75
5159.68;546.3
5219.81;561.77
5279.99;697.75
5339.96;647.18
5399.59;433.38
5459.99;522.4
5519.67;454.05
5580;729.64
5639.92;860.86
5699.92;648.85
5759.98;577.76
5819.99;479.45
5879.92;632.65
5939.86;646.88
5999.9;439.11
6059.64;375.33
6119.89;500.04
6179.99;576.57
6239.99;691.23
6299.69;434.93
6359.81;369.32
6419.95;486.5
6479.94;747.12
6539.99;686.08
6599.84;552.84
6659.99;441.55
6719.97;482.29
6779.96;484.57
6839.97;692.95
6899.8;695.47
6959.98;621.81
7019.78;587.91
7079.85;406.68
7140;502.56
7199.71;658.7
7259.93;443.43
7319.92;395.73
7379.95;507.11
7439.84;629.76
7499.69;630.89
7559.95;625.99
7619.77;351.12
7679.89;410.44
7739.91;594.96
7799.88;700.31
7859.94;413.91
7919.9;391.11
7979.85;423.57
8039.99;669.82
8099.97;672.12
8159.73;547.99
8219.97;426.72
8279.81;425.33
8339.9;439.57
8400;621.68
8459.63;470.98
8519.76;498.4
8579.99;584.36
8639.99;630.27
8699.98;767.85
8759.94;589.88
8819.96;550.2
8879.81;459
8939.96;417.08
8999.99;694.65
9059.91;655.77
9119.94;564.79
9179.95;485.8
9239.82;395.86
9299.99;506.06
9359.92;772.32
9419.97;725.34
9479.74;522.2
9539.67;437.82
