>>> Bots
Bot0:
DistanceTraveled: 10556.000000000295
DistanceEstimated: 9698
NumberOfPickups: 134
NumberOfSetdowns: 133
NumCollisions: 0
TotalTimeMoving: 12026.103212279242
None: 0.42
ParkPod: 4308.607211722402
RepositionPod: 0
Insert: 0
Extract: 21334.612391097922
Rest: 2984.9707457865925
PickupPod: 406.7263901134364
SetdownPod: 403.90077671143666
GetItems: 0
PutItems: 4794.274735447441
Rest: 1646.4090972944182
Move: 21377.299349040186
Evade: 0
UseElevator: 0
Bot1:
DistanceTraveled: 10137.661463625427
DistanceEstimated: 9220
NumberOfPickups: 121
NumberOfSetdowns: 120
NumCollisions: 0
TotalTimeMoving: 11558.440745670781
None: 0.42
ParkPod: 4138.82729757355
RepositionPod: 0
Insert: 0
Extract: 19687.518093151644
Rest: 4754.757988074669
PickupPod: 367.51852829783877
SetdownPod: 364.3820439402538
GetItems: 0
PutItems: 3948.778313702056
Rest: 3163.086968826662
Move: 20737.75752403305
Evade: 0
UseElevator: 0
Bot2:
DistanceTraveled: 10372.00000000022
DistanceEstimated: 9586
NumberOfPickups: 132
NumberOfSetdowns: 132
NumCollisions: 0
TotalTimeMoving: 11836.252203491274
None: 0.42
ParkPod: 4233.961470994182
RepositionPod: 0
Insert: 0
Extract: 20586.77184362545
Rest: 3782.1089193875273
PickupPod: 400.6193661066794
SetdownPod: 400.8480008521261
GetItems: 0
PutItems: 4681.094291772763
Rest: 2408.75846281401
Move: 20711.94211246158
Evade: 0
UseElevator: 0
Bot3:
DistanceTraveled: 3551.0013326292406
DistanceEstimated: 3414
NumberOfPickups: 32
NumberOfSetdowns: 31
NumCollisions: 0
TotalTimeMoving: 3371.9340370095406
None: 0.42
ParkPod: 797.1716624703433
RepositionPod: 0
Insert: 27972.542591642337
Extract: 0
Rest: 0
PickupPod: 97.13296805428975
SetdownPod: 94.15141406407491
GetItems: 9575.641693255704
PutItems: 0
Rest: 10.245079424619503
Move: 18992.96309931399
Evade: 0
UseElevator: 0
Bot4:
DistanceTraveled: 10351.0000000002
DistanceEstimated: 9418
NumberOfPickups: 120
NumberOfSetdowns: 119
NumCollisions: 0
TotalTimeMoving: 11704.978235350756
None: 0.42
ParkPod: 3931.01230399871
RepositionPod: 0
Insert: 0
Extract: 19653.088060796104
Rest: 4996.373992569241
PickupPod: 364.44189823821455
SetdownPod: 361.40152540653605
GetItems: 0
PutItems: 3780.791084599421
Rest: 3296.5846434831146
Move: 20777.675205636773
Evade: 0
UseElevator: 0
Bot5:
DistanceTraveled: 10737.000000000573
DistanceEstimated: 9894
NumberOfPickups: 131
NumberOfSetdowns: 130
NumCollisions: 0
TotalTimeMoving: 12028.071055849805
None: 0.42
ParkPod: 3880.2178151497496
RepositionPod: 0
Insert: 0
Extract: 20862.77925552024
Rest: 3872.0844355803138
PickupPod: 397.98790149274066
SetdownPod: 394.69017417958025
GetItems: 0
PutItems: 4769.277006340604
Rest: 2273.0716860994917
Move: 20780.474738137884
Evade: 0
UseElevator: 0
Bot6:
DistanceTraveled: 3058.9999999999845
DistanceEstimated: 2885
NumberOfPickups: 31
NumberOfSetdowns: 30
NumCollisions: 0
TotalTimeMoving: 3026.5653307815273
None: 0.42
ParkPod: 777.461284327451
RepositionPod: 0
Insert: 27992.74530938987
Extract: 0
Rest: 0
PickupPod: 94.09190807816796
SetdownPod: 91.20793545409401
GetItems: 9388.654859174665
PutItems: 0
Rest: 9.560080170892588
Move: 19187.1118108395
Evade: 0
UseElevator: 0
