#TimeStamp;OutputStation;TurnoverTime;ThroughputTime;Lateness
62.27;3;62.27;62.27;-1737.73
69.99;0;69.99;69.99;-1730.01
74.16;1;74.16;74.16;-1725.84
80.37;0;80.37;18.06;-7119.63
83.75;2;83.75;83.75;-1716.25
84.31;1;84.31;22;-7115.69
90.06;0;90.06;19.69;-7109.94
93.79;2;93.79;19.58;-7106.21
99.27;1;99.27;99.27;-1700.73
100.67;0;100.67;20.25;-7099.33
103.74;3;103.74;19.95;-7096.26
109.31;1;109.31;19.61;-7090.69
110.65;0;110.65;20.19;-7089.35
118.93;2;118.93;118.93;-1681.07
128.99;2;128.99;128.99;-1671.01
133.04;1;133.04;133.04;-1666.96
135.96;3;135.96;73.64;-7064.04
145.8;3;65.38;40.14;-1734.62
152.81;1;152.81;38.21;-7047.19
155.61;0;155.61;30.97;-7044.39
157.36;3;157.36;157.36;-1642.64
163.4;1;163.4;30.32;-7036.6
167.68;3;167.68;167.68;-1632.32
174.38;1;174.38;174.38;-1625.62
177.8;0;177.8;177.8;-1622.2
184.4;1;184.4;100.04;-1615.6
187.82;3;187.82;38.46;-7012.18
187.87;0;187.87;76.87;-1612.13
193.31;2;193.31;64.27;-7006.69
194.64;1;194.64;31.09;-7005.36
198.19;3;198.19;40.64;-7001.81
203.56;2;203.56;40.01;-6996.44
205.02;1;205.02;41.48;-6994.98
208.3;3;208.3;40.58;-6991.7
208.36;0;30.52;30.1;-7169.48
213.57;2;213.57;20.15;-6986.43
216.52;1;216.52;107.01;-1583.48
218.11;0;19.85;19.76;-7180.15
220.18;3;220.18;220.18;-1579.82
223.88;2;223.88;20.09;-6976.12
226.66;1;226.66;41.88;-1573.34
230.46;0;230.46;230.46;-1569.54
234.04;2;234.04;20.2;-6965.96
236.44;1;236.44;41.62;-6963.56
240.09;3;240.09;30.51;-6959.91
240.46;0;240.46;20.65;-6959.54
244.06;2;17.36;17.27;-7182.64
250.67;0;250.67;20.13;-6949.33
251.64;3;251.64;105.59;-1548.36
256.38;2;256.38;256.38;-1543.62
256.6;1;256.6;51.16;-6943.4
261.43;0;170.96;20.79;-7029.04
266.43;2;266.43;17.7;-6933.57
266.9;1;18.16;17.74;-1781.84
271.5;0;78.08;20.44;-7121.92
276.6;2;113.06;20.18;-7086.94
287.8;2;287.8;168.82;-6912.2
290.52;1;290.52;85.38;-6909.48
293.76;0;293.76;293.76;-1506.24
297.88;2;297.88;21.09;-6902.12
300.59;1;300.59;73.89;-1499.41
306.02;3;306.02;39.55;-6893.98
308.12;2;89.59;20.09;-7110.41
310.64;1;310.64;73.85;-6889.36
315.02;0;315.02;137.18;-6884.98
318.61;3;318.61;110.26;-1481.39
319.6;2;319.6;225.65;-1480.4
320.97;1;320.97;54.03;-6879.03
331.32;1;331.32;51.3;-6868.68
341.33;1;341.33;50.77;-6858.67
351.12;3;166.34;152.86;-1633.66
359.76;2;359.76;51.11;-1440.24
361.26;3;361.26;19.92;-6838.74
365.64;0;232.56;71.83;-6967.44
369.85;2;369.85;50.21;-6830.15
371.27;3;122.12;20.03;-7077.88
375.9;0;375.9;69.5;-6824.1
380.11;2;380.11;20.21;-6819.89
382.82;3;382.82;142.37;-6817.18
385.97;0;187.62;70.8;-7012.38
391.13;1;391.13;80.24;-6808.87
395.97;0;124.32;30.29;-7075.68
402.39;2;402.39;125.65;-6797.61
412.91;3;412.91;94.26;-6787.09
416.99;0;416.99;30.92;-1383.01
422.46;2;214.11;40.95;-6985.89
427.48;0;147.47;31.26;-7052.53
433.99;2;433.99;125.82;-1366.01
439.18;1;130.54;40.24;-7069.46
439.51;0;439.51;220.98;-6760.49
443.04;3;443.04;70.25;-6756.96
449.86;0;449.86;178.21;-6750.14
451.11;1;451.11;130.09;-6748.89
454.17;2;454.17;31.24;-6745.83
463.16;3;82.78;80.29;-7117.22
465.56;2;465.56;221.16;-6734.44
471.45;1;471.45;30.39;-6728.55
473.56;3;45.88;45.6;-7154.12
475.6;2;475.6;53.1;-1324.4
480.11;0;169.22;49.09;-7030.78
482.99;1;482.99;151.63;-6717.01
484.91;3;484.91;233.23;-1315.09
495.43;3;495.43;21.83;-6704.57
496.01;2;496.01;41.54;-6703.99
502.96;1;251.28;30.76;-6948.72
511.11;0;511.11;93.73;-6688.89
513.2;1;140.4;30.08;-7059.6
527.82;2;527.82;30.1;-6672.18
530.01;1;263.54;138.83;-6936.46
531.1;0;468.78;81.1;-6731.22
538.86;3;538.86;167.49;-6661.14
540.17;1;233.77;68.67;-1566.23
