#TimeStamp;Runtime;Requests
0.88;0.9;26
1.88;0.02;1
5.3;0.04;1
10.68;0.01;1
13.2;0.01;1
14.32;0.01;1
15.37;0.01;2
16.68;0.01;2
17.93;0.01;3
18.98;0.02;2
20;0.01;1
21.09;0.01;1
22.13;0;2
23.18;0;2
24.22;0;1
25.27;0.02;2
26.31;0.03;3
27.31;0.03;2
28.4;0.05;2
29.44;0.02;1
30.48;0.17;5
31.48;0.62;4
32.53;0.03;3
33.57;0.02;4
34.62;0.29;5
35.62;0.04;2
36.62;0.04;2
37.62;0.12;3
38.62;0.08;3
39.62;0.25;3
40.62;0.32;4
41.62;0.12;2
42.62;1.01;3
43.62;1;2
44.62;1;2
45.62;1.01;2
46.62;0.45;2
47.62;0.11;1
48.62;1.03;1
49.68;1;1
50.8;0.83;2
51.84;0.39;2
52.88;1;2
53.93;1;2
54.93;1.01;1
55.95;1;3
56.95;1.01;2
58;1.04;2
59.02;1;3
60.04;0.58;3
61.13;0.12;4
62.18;0.24;6
63.22;0.14;5
64.23;1.01;5
65.28;0.54;5
66.32;0.3;5
67.37;0.26;4
68.41;0.11;5
69.41;0.06;4
70.41;0.05;4
71.54;0.03;4
72.59;0.05;4
73.63;0.03;4
74.67;0.04;4
75.67;0.07;5
76.76;0.09;6
77.81;0.04;5
78.81;0.11;5
79.81;0.02;2
80.9;0.03;1
81.97;0.03;2
82.97;0.03;2
84;0.03;1
85.77;0.02;1
86.77;0.02;1
87.85;0.02;3
102.42;0.01;1
103.46;0.02;1
105.91;0.01;1
107.07;0.01;2
113.06;0.01;1
114.06;0.02;1
115.15;0.01;2
116.16;0.01;1
117.2;0.01;1
118.25;0.01;1
119.29;0.01;1
120.33;0.01;1
121.38;0.01;2
125.38;0.01;1
126.47;0.01;1
128.85;0.01;1
130.74;0.02;1
133.05;0.01;1
134.07;0.01;1
137.94;0.01;1
139.7;0.02;1
143.85;0.01;1
149.53;0.01;1
150.85;0.01;1
152.03;0.01;1
156.76;0.01;1
160.07;0.01;1
