#TimeStamp;TripTime;Type
36;13;O
39;12;O
40;15;O
46;29;O
48;38;O
61;31;I
63;35;O
64;42;O
65;31;I
68;42;I
69;39;O
74;43;I
83;54;O
87;47;O
88;50;O
91;66;O
94;60;O
96;51;I
96;59;O
99;56;I
106;60;O
111;81;O
123;84;O
124;91;I
126;42;I
139;35;O
141;35;O
163;33;O
186;37;I
189;46;O
194;33;O
202;27;O
208;29;O
212;26;O
243;33;O
273;56;O
290;80;O
297;33;O
303;75;O
311;44;I
312;65;I
312;48;O
316;47;I
316;48;I
335;41;O
359;59;O
373;36;O
378;23;O
395;57;I
396;35;O
399;38;O
399;46;I
405;16;O
406;45;I
409;54;I
426;41;O
433;42;O
442;59;O
453;29;O
457;31;O
459;38;O
467;50;O
475;40;O
487;39;O
502;44;O
516;27;O
516;58;O
532;27;O
537;44;I
538;35;O
551;42;O
558;72;I
572;29;O
579;53;I
585;82;I
588;81;O
594;21;O
613;40;O
624;40;I
625;68;O
634;66;I
644;37;O
650;42;O
666;41;O
667;65;I
677;34;O
677;55;O
678;54;I
704;26;O
704;46;O
732;36;I
738;39;O
746;58;O
751;36;O
761;25;O
767;34;O
776;35;I
780;40;I
794;56;O
801;59;I
809;23;O
810;44;O
821;54;O
823;50;O
834;6;O
837;49;I
844;61;O
854;25;O
858;43;I
870;21;O
873;50;I
876;25;O
883;30;O
918;34;O
920;57;I
936;40;O
943;40;O
954;51;I
971;32;O
984;69;O
987;33;O
1004;40;I
1006;21;O
1012;115;O
1018;52;O
1025;74;I
1030;40;O
1044;65;I
1047;28;O
1052;40;I
1058;38;O
1059;56;O
1068;95;O
1080;37;I
1088;40;O
1089;42;O
1110;39;O
1139;42;O
1145;49;I
1150;40;O
1153;73;I
1162;59;I
1166;34;O
1167;19;O
1175;30;I
1183;25;O
1195;31;O
1197;31;O
1232;37;O
1241;29;O
1243;81;O
1249;52;I
1253;56;I
1257;52;O
1258;39;I
1262;24;O
1267;52;O
1300;39;O
1308;39;O
1314;54;I
1324;78;I
1331;55;O
1335;30;O
1337;51;I
1345;26;O
1355;21;O
1374;44;O
1387;54;O
1388;60;I
1389;41;O
1403;51;I
1403;37;O
1409;22;O
1425;59;O
1438;7;O
1441;45;O
1450;41;I
1453;47;I
1457;23;O
1465;58;I
1468;28;O
1511;23;O
1511;28;O
1519;31;O
1519;21;O
1529;63;O
1539;70;I
1544;56;I
1544;19;I
1548;51;O
1552;13;O
1555;33;O
1571;46;O
1572;38;O
1579;56;O
1580;73;O
1595;60;I
1606;28;O
1609;55;I
1610;58;O
1614;28;O
1616;35;O
1618;31;O
1637;58;O
1657;38;I
1664;47;I
1679;63;I
1688;32;O
1705;58;O
1708;54;I
1711;37;O
1726;34;O
1727;66;O
1770;14;O
1773;29;O
1775;28;O
1775;27;I
1786;47;O
