#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;4;4;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/9,1/6,2/7,3/6;0/0,1/0,2/0,3/0;0/9,1/6,2/7,3/6;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0
59.94;0;3;4;4;0/53.34,1/47.72,2/59.94,3/59.94;0/38.47,1/39.73,2/30.99,3/31.87;0/59.94,1/59.94,2/59.94,3/59.94;0/59.94,1/59.94,2/59.94,3/59.94;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/20,1/20,2/17,3/19;0/7,1/4,2/5,3/7;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/0,1/0,2/0,3/0;0/0,1/0,2/2,3/1;0/1,1/2,2/0,3/0;0/3,1/3,2/3,3/3
119.82;0;11;4;4;0/54.04,1/48.63,2/62.34,3/62.34;0/39.64,1/40.7,2/34.58,3/32.84;0/119.82,1/119.82,2/119.82,3/119.82;0/119.82,1/119.82,2/119.82,3/119.82;0/0,1/0,2/0,3/0;0/0,1/0,2/1,3/0;0/22,1/23,2/21,3/25;0/5,1/5,2/6,3/4;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/0,1/0,2/0,3/0;0/2,1/2,2/4,3/3;0/7,1/8,2/6,3/6;0/9,1/8,2/9,3/9
179.75;4;17;4;4;0/59.97,1/54.28,2/68.28,3/67.06;0/40.66,1/41.9,2/35.94,3/34.51;0/179.75,1/179.75,2/179.75,3/179.75;0/179.75,1/179.75,2/179.75,3/179.75;0/7,1/0,2/12,3/9;0/0,1/0,2/0,3/0;0/23,1/18,2/27,3/28;0/3,1/8,2/4,3/6;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/1,1/1,2/1,3/1;0/4,1/4,2/5,3/4;0/13,1/13,2/12,3/12;0/15,1/14,2/15,3/15
239.97;4;22;4;4;0/60.79,1/55.33,2/71.43,3/67.33;0/42.48,1/44.05,2/36.79,3/35.39;0/239.97,1/239.97,2/239.97,3/239.97;0/239.97,1/239.97,2/239.97,3/239.97;0/0,1/0,2/0,3/0;0/1,1/0,2/1,3/0;0/17,1/22,2/22,3/22;0/9,1/9,2/7,3/4;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/1,1/1,2/1,3/1;0/5,1/5,2/7,3/5;0/19,1/19,2/17,3/18;0/20,1/20,2/21,3/21
299.78;8;28;4;4;0/66.26,1/60.35,2/75.08,3/72.28;0/48.72,1/44.79,2/37.85,3/36.43;0/299.78,1/299.78,2/299.78,3/299.78;0/299.78,1/299.78,2/299.78,3/299.78;0/9,1/9,2/0,3/0;0/0,1/0,2/0,3/0;0/21,1/25,2/23,3/25;0/5,1/8,2/5,3/3;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/2,1/2,2/2,3/2;0/7,1/6,2/9,3/6;0/24,1/25,2/23,3/23;0/26,1/26,2/27,3/27
359.81;10;33;4;4;0/71.8,1/61.69,2/80.58,3/73.46;0/50.92,1/45.66,2/41.16,3/38.13;0/359.81,1/359.81,2/359.81,3/359.81;0/359.81,1/359.81,2/359.81,3/359.81;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/15,1/19,2/17,3/19;0/5,1/7,2/7,3/5;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/3,1/2,2/3,3/2;0/7,1/7,2/11,3/8;0/30,1/31,2/29,3/29;0/32,1/32,2/33,3/33
419.96;12;39;4;4;0/72.93,1/66.98,2/81.37,3/78.78;0/52.36,1/46.35,2/42.4,3/39.77;0/419.96,1/419.96,2/419.96,3/419.96;0/419.96,1/419.96,2/419.96,3/419.96;0/0,1/0,2/0,3/0;0/1,1/0,2/4,3/0;0/18,1/23,2/19,3/21;0/6,1/5,2/10,3/6;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/3,1/3,2/3,3/3;0/8,1/9,2/12,3/10;0/36,1/36,2/35,3/35;0/38,1/38,2/39,3/39
479.91;15;45;4;4;0/78.72,1/72.41,2/87.42,3/83.06;0/53.64,1/63.62,2/51.31,3/41.03;0/479.91,1/479.91,2/479.91,3/479.91;0/479.91,1/479.91,2/479.91,3/479.91;0/0,1/11,2/10,3/6;0/0,1/0,2/0,3/0;0/22,1/28,2/24,3/22;0/6,1/5,2/7,3/5;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/4,1/4,2/4,3/3;0/10,1/10,2/14,3/11;0/41,1/42,2/40,3/40;0/44,1/43,2/44,3/45
539.9;17;49;4;4;0/83.76,1/73.6,2/88.15,3/84.81;0/54.44,1/64.41,2/52.83,3/41.84;0/539.9,1/539.9,2/539.9,3/539.9;0/539.9,1/539.9,2/539.9,3/539.9;0/8,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/24,1/22,2/18,3/16;0/5,1/4,2/5,3/4;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/5,1/4,2/4,3/4;0/11,1/11,2/15,3/12;0/47,1/48,2/46,3/46;0/50,1/48,2/50,3/51
599.98;20;58;4;4;0/84.55,1/79.06,2/93.75,3/90.53;0/55.51,1/74.36,2/54.12,3/52.35;0/599.98,1/599.98,2/599.98,3/599.98;0/599.98,1/599.98,2/599.98,3/599.98;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/18,1/26,2/22,3/20;0/7,1/9,2/5,3/5;0/3,1/3,2/3,3/3;0/6,1/6,2/5,3/6;0/5,1/5,2/5,3/5;0/13,1/13,2/17,3/15;0/53,1/53,2/52,3/52;0/56,1/53,2/56,3/56
