#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;875;0;0;0;0;0;0;0;0;0
599.98;0.72;878;0;0;0;0;0;0;0;0;0
1199.96;0.74;883;0;0;0;0;0;0;0;0;0
1799.98;0.76;885;0;0;0;0;0;0;0;0;0
2399.58;0.77;887;0;0;0;0;0;0;0;0;0
2999.8;0.79;891;0;0;0;0;0;0;0;0;0
3599.84;0.81;895;0;0;0;0;0;0;0;0;0
4199.96;0.83;897;0;0;0;0;0;0;0;0;0
4799.9;0.85;901;0;0;0;0;0;0;0;0;0
5399.98;0.84;901;0;0;0;0;0;0;0;0;0
6000;0.84;901;0;0;0;0;0;0;0;0;0
6599.89;0.84;901;0;0;0;0;0;0;0;0;0
7199.97;0.83;901;0;0;0;0;0;0;0;0;0
7800;0.83;901;0;0;0;0;0;0;0;0;0
8399.94;0.83;901;0;0;0;0;0;0;0;0;0
8999.81;0.83;901;0;0;0;0;0;0;0;0;0
9599.98;0.82;901;0;0;0;0;0;0;0;0;0
10199.75;0.82;901;0;0;0;0;0;0;0;0;0
10799.83;0.82;901;0;0;0;0;0;0;0;0;0
11399.96;0.81;901;0;0;0;0;0;0;0;0;0
11999.97;0.81;901;0;0;0;0;0;0;0;0;0
12599.99;0.81;901;0;0;0;0;0;0;0;0;0
13199.99;0.81;901;0;0;0;0;0;0;0;0;0
13799.96;0.8;901;0;0;0;0;0;0;0;0;0
14399.73;0.8;901;0;0;0;0;0;0;0;0;0
14999.97;0.8;901;0;0;0;0;0;0;0;0;0
15599.99;0.8;901;0;0;0;0;0;0;0;0;0
16199.76;0.79;901;0;0;0;0;0;0;0;0;0
16799.97;0.79;901;0;0;0;0;0;0;0;0;0
17399.98;0.79;901;0;0;0;0;0;0;0;0;0
17999.89;0.78;901;0;0;0;0;0;0;0;0;0
18600;0.78;901;0;0;0;0;0;0;0;0;0
19199.88;0.78;901;0;0;0;0;0;0;0;0;0
19799.9;0.78;901;0;0;0;0;0;0;0;0;0
20399.82;0.77;901;0;0;0;0;0;0;0;0;0
20999.91;0.77;901;0;0;0;0;0;0;0;0;0
21599.9;0.77;901;0;0;0;0;0;0;0;0;0
22199.98;0.76;901;0;0;0;0;0;0;0;0;0
22799.98;0.76;901;0;0;0;0;0;0;0;0;0
23399.91;0.76;901;0;0;0;0;0;0;0;0;0
23999.96;0.76;901;0;0;0;0;0;0;0;0;0
24599.96;0.75;901;0;0;0;0;0;0;0;0;0
25199.98;0.75;901;0;0;0;0;0;0;0;0;0
25799.69;0.75;901;0;0;0;0;0;0;0;0;0
26399.95;0.74;901;0;0;0;0;0;0;0;0;0
26999.89;0.74;901;0;0;0;0;0;0;0;0;0
27599.96;0.74;901;0;0;0;0;0;0;0;0;0
28199.98;0.74;901;0;0;0;0;0;0;0;0;0
28799.98;0.73;901;0;0;0;0;0;0;0;0;0
