#TimeStamp;DistanceTraveled
59.97;798.62
119.96;574.78
179.98;348.06
239.71;453.79
299.81;629.92
359.91;548.16
419.93;537.24
480;544.89
539.63;545.87
599.9;752.82
659.97;608.32
719.91;541.54
779.65;570.56
839.73;693.91
899.99;587.51
959.99;513.32
1019.85;598.02
1079.85;491.81
1139.95;529.04
1199.95;654.99
1259.66;625.55
1319.73;644.46
1379.99;595.23
1439.78;593.54
1499.87;700.98
1559.94;696.67
1619.96;696.44
1679.87;793.88
1739.84;605.83
1799.76;607.46
