Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;2803;0;92;303.80449965692736;260.35398089442265;271.1539589745853;361.326779645482;30.467391304347824;1081.848436947933;28800
InputStation1;0.50;12.50;2804;0;92;305.009349682567;216.16597534422272;271.09485424144077;341.1804905358413;30.47826086956522;1066.6179128805602;28800
InputStation2;0.50;18.50;2797;0;92;302.49058146255817;282.1481377289001;270.9156533451496;351.14547695339934;30.402173913043477;1147.2674229123145;28800
InputStation3;0.50;24.50;2806;0;91;308.3430040240456;332.0677811027948;280.9691028520756;351.29262216134885;30.835164835164836;1067.059292138928;28800
OutputStation0;61.50;3.50;2787;2016;725;39.685745507277886;504.05816698612637;10.044444444443798;143.8054625675759;3.8441379310344828;1277.0627029752254;28800
OutputStation1;61.50;9.50;2783;1997;669;42.89840726531534;573.7535745019858;10.044444444443798;153.49658726110556;4.159940209267564;1315.175405581423;28800
OutputStation2;61.50;15.50;2772;1993;671;42.597367851502355;566.9184234292942;10.044444444443798;143.06472394728553;4.131147540983607;1434.2426265588638;28800
OutputStation3;61.50;21.50;2781;2000;660;43.40866484515069;591.4405791701507;10.044444444443798;152.2968518581838;4.213636363636364;1332.9324252412052;28800
