Tag;Instance;Setting;Config;Seed;Timestamp
CBS-baseline;Material/Instances/CoreBenchmark/aesop.xlayo;Material/Instances/CoreBenchmark/aesop.xsett;Material/Instances/PP/aesop-cbs.xconf;42;20260413-231238
n.a.;Material/Instances/PP/1-4-4-32-550.xinst;Material/Instances/PP/PPMinimal.xsett;Material/Instances/PP/aesop-cbs.xconf;42;20260413-234128
