#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;154.06;0.19;PP/0,TA/0,IS/0.01,PS/0,RB/0.01,OB/0.03,RP/0
59.85;177.82;11.8;PP/9.23,TA/2.2,IS/0.01,PS/0.32,RB/0.02,OB/0.03,RP/0
119.82;178.8;14.35;PP/11.38,TA/2.55,IS/0.01,PS/0.66,RB/0.02,OB/0.04,RP/0
179.96;179.29;15.2;PP/11.52,TA/3.19,IS/0.01,PS/0.9,RB/0.02,OB/0.04,RP/0
239.86;179.78;15.81;PP/11.66,TA/3.61,IS/0.01,PS/1.23,RB/0.02,OB/0.05,RP/0
299.97;179.96;16.56;PP/11.97,TA/4,IS/0.01,PS/1.28,RB/0.02,OB/0.05,RP/0
359.78;180.05;17.22;PP/12.25,TA/4.33,IS/0.01,PS/1.31,RB/0.02,OB/0.06,RP/0
419.99;180.09;17.82;PP/12.51,TA/4.62,IS/0.01,PS/1.36,RB/0.02,OB/0.06,RP/0
479.59;181.77;19;PP/13.24,TA/4.99,IS/0.01,PS/1.43,RB/0.02,OB/0.07,RP/0
539.98;181.45;19.92;PP/13.77,TA/5.27,IS/0.01,PS/1.53,RB/0.02,OB/0.07,RP/0
599.88;181.04;20.91;PP/14.22,TA/5.71,IS/0.01,PS/1.57,RB/0.02,OB/0.08,RP/0
659.97;182.18;22.07;PP/15.06,TA/5.97,IS/0.01,PS/1.65,RB/0.02,OB/0.09,RP/0
719.97;182.25;22.93;PP/15.45,TA/6.36,IS/0.01,PS/1.68,RB/0.02,OB/0.1,RP/0
779.92;182.41;23.38;PP/15.76,TA/6.45,IS/0.01,PS/1.73,RB/0.02,OB/0.1,RP/0
839.92;182.89;24.02;PP/16.07,TA/6.73,IS/0.01,PS/1.75,RB/0.02,OB/0.11,RP/0
899.99;183.09;25.13;PP/17.03,TA/6.82,IS/0.01,PS/1.81,RB/0.02,OB/0.11,RP/0
959.96;183.94;25.62;PP/17.25,TA/7.03,IS/0.01,PS/1.85,RB/0.02,OB/0.11,RP/0
1019.65;184.96;26.41;PP/17.65,TA/7.37,IS/0.01,PS/1.87,RB/0.02,OB/0.12,RP/0
1079.97;185.51;26.8;PP/17.94,TA/7.41,IS/0.01,PS/1.91,RB/0.02,OB/0.12,RP/0
1139.87;184.45;27.55;PP/18.3,TA/7.74,IS/0.01,PS/1.95,RB/0.02,OB/0.13,RP/0
1199.98;188.73;29.25;PP/19.65,TA/8.02,IS/0.01,PS/1.98,RB/0.02,OB/0.13,RP/0
1259.86;189.44;30.05;PP/20.08,TA/8.33,IS/0.01,PS/2.1,RB/0.02,OB/0.14,RP/0
1319.79;193.27;32.06;PP/21.75,TA/8.62,IS/0.01,PS/2.17,RB/0.02,OB/0.14,RP/0
1379.97;193.95;33.56;PP/23.01,TA/8.81,IS/0.01,PS/2.22,RB/0.02,OB/0.15,RP/0
1439.93;196.34;34.32;PP/23.53,TA/8.99,IS/0.01,PS/2.25,RB/0.02,OB/0.15,RP/0
1499.97;196.79;34.93;PP/23.81,TA/9.29,IS/0.01,PS/2.3,RB/0.02,OB/0.15,RP/0
1559.96;195.77;35.54;PP/24.21,TA/9.45,IS/0.01,PS/2.32,RB/0.02,OB/0.16,RP/0
1619.96;195.65;36.29;PP/24.85,TA/9.51,IS/0.01,PS/2.33,RB/0.02,OB/0.16,RP/0
1679.64;195.75;36.81;PP/25.14,TA/9.69,IS/0.01,PS/2.36,RB/0.02,OB/0.16,RP/0
1739.83;196.03;37.28;PP/25.41,TA/9.83,IS/0.01,PS/2.37,RB/0.02,OB/0.17,RP/0
1799.88;196.48;38.01;PP/25.93,TA/9.99,IS/0.01,PS/2.39,RB/0.02,OB/0.17,RP/0
