#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;640;0;0;0;0;0;0;0;0;0
599.65;0.7;640;0;0;0;0;0;0;0;0;0
1199.87;0.7;640;0;0;0;0;0;0;0;0;0
1799.73;0.7;640;0;0;0;0;0;0;0;0;0
2399.58;0.7;640;0;0;0;0;0;0;0;0;0
2999.72;0.7;640;0;0;0;0;0;0;0;0;0
3599.74;0.7;640;0;0;0;0;0;0;0;0;0
4199.77;0.69;640;0;0;0;0;0;0;0;0;0
4799.81;0.69;640;0;0;0;0;0;0;0;0;0
5399.58;0.69;640;0;0;0;0;0;0;0;0;0
5999.84;0.69;640;0;0;0;0;0;0;0;0;0
6599.97;0.69;640;0;0;0;0;0;0;0;0;0
7199.83;0.69;640;0;0;0;0;0;0;0;0;0
7799.67;0.69;640;0;0;0;0;0;0;0;0;0
8399.86;0.69;640;0;0;0;0;0;0;0;0;0
8999.65;0.69;640;0;0;0;0;0;0;0;0;0
9599.92;0.69;640;0;0;0;0;0;0;0;0;0
10199.78;0.69;640;0;0;0;0;0;0;0;0;0
10799.63;0.69;640;0;0;0;0;0;0;0;0;0
11399.85;0.69;640;0;0;0;0;0;0;0;0;0
11999.85;0.69;640;0;0;0;0;0;0;0;0;0
12599.91;0.69;640;0;0;0;0;0;0;0;0;0
13199.84;0.69;640;0;0;0;0;0;0;0;0;0
13799.67;0.69;640;0;0;0;0;0;0;0;0;0
14399.72;0.68;640;0;0;0;0;0;0;0;0;0
14999.72;0.68;640;0;0;0;0;0;0;0;0;0
15599.81;0.68;640;0;0;0;0;0;0;0;0;0
16199.6;0.68;640;0;0;0;0;0;0;0;0;0
16799.77;0.68;640;0;0;0;0;0;0;0;0;0
17399.65;0.68;640;0;0;0;0;0;0;0;0;0
17999.72;0.68;640;0;0;0;0;0;0;0;0;0
18599.84;0.68;640;0;0;0;0;0;0;0;0;0
19199.83;0.68;640;0;0;0;0;0;0;0;0;0
19799.75;0.68;640;0;0;0;0;0;0;0;0;0
20399.66;0.68;640;0;0;0;0;0;0;0;0;0
20999.66;0.68;640;0;0;0;0;0;0;0;0;0
21599.86;0.68;640;0;0;0;0;0;0;0;0;0
22199.59;0.68;640;0;0;0;0;0;0;0;0;0
22799.93;0.68;640;0;0;0;0;0;0;0;0;0
23399.79;0.68;640;0;0;0;0;0;0;0;0;0
23999.7;0.67;640;0;0;0;0;0;0;0;0;0
24599.99;0.67;640;0;0;0;0;0;0;0;0;0
25199.6;0.67;640;0;0;0;0;0;0;0;0;0
25799.96;0.67;640;0;0;0;0;0;0;0;0;0
26399.88;0.67;640;0;0;0;0;0;0;0;0;0
26999.82;0.67;640;0;0;0;0;0;0;0;0;0
27599.81;0.67;640;0;0;0;0;0;0;0;0;0
28199.9;0.67;640;0;0;0;0;0;0;0;0;0
28799.68;0.67;640;0;0;0;0;0;0;0;0;0
