#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;875;0;0;0;0;0;0;0;0;0
599.99;0.72;878;0;0;0;0;0;0;0;0;0
1199.97;0.74;881;0;0;0;0;0;0;0;0;0
1799.98;0.75;885;0;0;0;0;0;0;0;0;0
2399.98;0.77;886;0;0;0;0;0;0;0;0;0
2999.91;0.78;889;0;0;0;0;0;0;0;0;0
3599.96;0.8;890;0;0;0;0;0;0;0;0;0
4199.88;0.81;895;0;0;0;0;0;0;0;0;0
4799.74;0.83;896;0;0;0;0;0;0;0;0;0
5399.98;0.84;898;0;0;0;0;0;0;0;0;0
5999.97;0.84;899;0;0;0;0;0;0;0;0;0
6599.84;0.84;899;0;0;0;0;0;0;0;0;0
7199.81;0.84;899;0;0;0;0;0;0;0;0;0
7799.85;0.84;899;0;0;0;0;0;0;0;0;0
8399.96;0.83;899;0;0;0;0;0;0;0;0;0
8999.99;0.83;899;0;0;0;0;0;0;0;0;0
9599.93;0.83;899;0;0;0;0;0;0;0;0;0
10199.55;0.82;899;0;0;0;0;0;0;0;0;0
10799.72;0.82;899;0;0;0;0;0;0;0;0;0
11399.97;0.82;899;0;0;0;0;0;0;0;0;0
11999.9;0.82;899;0;0;0;0;0;0;0;0;0
12599.93;0.81;899;0;0;0;0;0;0;0;0;0
13199.68;0.81;899;0;0;0;0;0;0;0;0;0
13799.98;0.81;899;0;0;0;0;0;0;0;0;0
14399.97;0.81;899;0;0;0;0;0;0;0;0;0
14999.98;0.8;899;0;0;0;0;0;0;0;0;0
15599.71;0.8;899;0;0;0;0;0;0;0;0;0
16199.94;0.8;899;0;0;0;0;0;0;0;0;0
16799.97;0.79;899;0;0;0;0;0;0;0;0;0
17399.98;0.79;899;0;0;0;0;0;0;0;0;0
17999.99;0.79;899;0;0;0;0;0;0;0;0;0
18599.99;0.79;899;0;0;0;0;0;0;0;0;0
19199.99;0.78;899;0;0;0;0;0;0;0;0;0
19799.97;0.78;899;0;0;0;0;0;0;0;0;0
20399.96;0.78;899;0;0;0;0;0;0;0;0;0
20999.93;0.77;899;0;0;0;0;0;0;0;0;0
21599.77;0.77;899;0;0;0;0;0;0;0;0;0
22199.98;0.77;899;0;0;0;0;0;0;0;0;0
22799.63;0.77;899;0;0;0;0;0;0;0;0;0
23399.97;0.76;899;0;0;0;0;0;0;0;0;0
23999.97;0.76;899;0;0;0;0;0;0;0;0;0
24599.96;0.76;899;0;0;0;0;0;0;0;0;0
25199.95;0.75;899;0;0;0;0;0;0;0;0;0
25799.57;0.75;899;0;0;0;0;0;0;0;0;0
26399.97;0.75;899;0;0;0;0;0;0;0;0;0
26999.99;0.75;899;0;0;0;0;0;0;0;0;0
27599.94;0.74;899;0;0;0;0;0;0;0;0;0
28199.69;0.74;899;0;0;0;0;0;0;0;0;0
28799.86;0.74;899;0;0;0;0;0;0;0;0;0
