#TimeStamp;DistanceTraveled
60;1099.5
119.82;578.15
179.79;541.34
239.97;632.85
299.96;500.31
359.7;745.66
419.8;639.74
479.74;650.94
539.92;689.18
599.99;590.42
659.88;692.18
719.9;774.78
779.96;654.03
839.75;616.55
899.64;714.5
959.88;709.23
1019.83;743.98
1079.97;641.24
1139.96;690.7
1199.97;826.84
1259.84;749.35
1319.96;724.28
1379.96;781.19
1439.98;732.83
1499.88;716.6
1559.94;781.94
1619.95;808.18
1679.94;804.96
1739.88;740.57
1799.98;716.98
1859.77;773.94
1919.91;776.02
1979.92;856.05
2039.81;854
2099.82;685.69
2159.9;697.65
2219.9;951.5
2279.93;746.19
2339.67;749.87
2399.98;743.24
2459.96;784.3
2519.99;911.17
2580;878.25
2639.68;874.81
2699.9;776.95
2759.98;756.46
2819.98;833.49
2879.8;787.53
2939.98;777.16
2999.91;757.6
3059.96;1006.85
3119.99;679.41
3179.98;801.34
3239.78;796.51
3299.96;750.7
3359.96;815.52
3419.93;904.9
3479.88;806.98
3539.96;852.8
3599.96;699.05
3659.85;806.96
3719.97;758.14
3779.92;828.13
3839.71;790.55
3899.77;907.77
3959.63;820.72
4019.99;832.76
4079.93;830.86
4139.97;805.87
4199.88;833.22
4259.95;869.86
4319.97;800.05
4379.74;791.89
4439.94;799.64
4499.94;678.38
4559.89;750.33
4619.79;882
4679.97;657.09
4740;964.96
4799.74;876.81
4859.97;811.47
4919.96;873.94
4979.92;816.81
5039.95;990.45
5099.99;941.62
5160;632.09
5219.7;943.04
5279.92;771.78
5339.96;839.59
5399.98;795.04
5459.89;816.41
5519.91;802.71
5579.68;1011.3
5639.96;788.66
5699.87;850.28
5759.97;613.71
5819.85;619.15
5879.87;610.71
5939.88;692.52
5999.97;687.24
6059.99;722.31
6119.96;558.38
6179.96;644.86
6239.99;523.35
6299.96;635.32
6360;694.59
6419.98;730.32
6479.82;566.12
6539.77;528.09
6599.84;576.38
6660;618.65
6719.75;631.85
6780;675.72
6839.7;510.64
6899.87;679.25
6959.98;631.12
7019.61;533.12
7079.93;552.44
7139.98;881.66
7199.81;665.27
7259.87;550.2
7319.62;665.46
7379.99;504.33
7439.98;580.51
7499.99;613.71
7559.98;674.39
7619.98;583.42
7679.6;583.91
7740;576.01
7799.85;660.42
7859.96;744.03
7919.98;725.04
7979.93;759.27
8039.99;569.03
8099.63;772.39
8159.94;629.54
8219.81;563.53
8279.93;617.81
8339.76;752.12
8399.96;632.95
8459.93;504.03
8519.78;594.47
8579.96;788.3
8639.93;740.48
8699.77;691.51
8759.73;745.76
8819.74;617.21
8879.98;662.53
8939.98;683.98
8999.99;476.94
9059.85;743.88
9119.98;600.69
9179.96;632.8
9239.97;509.18
9299.9;759.74
9359.57;674.4
9419.97;742.57
9479.89;483.61
9539.96;496.53
9599.93;517.55
9659.96;565.76
9719.92;632.36
9779.66;766.1
9839.99;592.62
9899.59;702.95
9959.92;827.58
10019.61;710.54
10079.79;712.07
10139.99;927.71
10199.55;797.35
10259.99;692.82
10319.92;773.52
10379.95;584.87
10439.96;672.07
10499.98;643.61
10559.98;574.06
10619.97;387.22
10679.99;773.2
10739.97;687.87
10799.72;491.32
10859.93;714.86
10919.98;697.88
10979.91;438.25
11039.92;713.79
11099.97;930.44
11159.95;645.69
11219.9;737.84
11279.98;700
11339.99;633.7
11399.97;621.71
11459.82;755.83
11519.85;560.75
11579.82;624.4
11640;697.24
11699.98;622.28
11759.98;612.72
11819.97;810.41
11879.97;713.41
11939.98;372.74
11999.9;497.63
12059.97;679.94
12119.95;733.69
12179.92;739.21
12239.72;679.12
12299.94;734.42
12359.97;632.44
12419.81;698.75
12479.95;650.61
12539.91;580.2
12599.93;615.38
12659.72;824.37
12719.92;735.32
12779.86;722.91
12839.97;734.63
12899.9;856.89
12960;779.03
13019.9;563.55
13079.78;742.32
13139.58;793.75
13199.68;792.15
13259.95;668.41
13319.87;630.65
13379.89;666.2
13439.93;722.12
13499.76;791.07
13559.81;612.55
13619.94;580.74
13679.96;633.5
13739.99;834.62
13799.98;614.86
13859.65;735.91
13919.74;667.77
13980;769.28
14039.92;616.98
14099.96;459.78
14159.58;658.07
14219.96;794.58
14279.9;568.87
14339.99;581.83
14399.97;677.86
14459.99;596.67
14519.94;679.16
14579.91;646.2
14639.98;629.48
14699.8;697.04
14759.95;595.18
14819.79;617.11
14879.99;778.69
14939.77;605.99
14999.98;761.97
15059.97;759.4
15119.79;662.69
15179.97;383.75
15239.91;836.82
15299.77;673.91
15359.82;622.39
15419.81;737.33
15479.89;776.56
15539.98;726.79
15599.71;831.34
15659.96;595.06
15719.77;558.56
15779.92;689.92
15839.97;760.2
15899.95;788.1
15959.96;736.09
16019.95;564.11
16079.9;743.78
16139.98;756.41
16199.94;616.92
16259.92;832.72
16319.94;805.74
16379.96;650.26
16439.79;543.67
16499.95;617.92
16559.97;662.77
16619.97;620.65
16679.82;568.94
16739.75;784.96
16799.97;813.71
16859.89;625.94
16919.98;657.23
16979.69;696.07
17039.86;700.31
17099.98;555.27
17159.9;754.68
17219.6;601.93
17279.64;652.95
17339.55;642.53
17399.98;725.01
17459.94;732.38
17519.99;623.24
17580;830.1
17639.96;640.22
17699.96;628.68
17759.98;684.1
17819.94;622.15
17879.97;674.54
17939.77;739.72
17999.99;528.92
18059.74;680.76
18119.89;519.85
18179.97;469.85
18239.99;792.02
18299.65;733.21
18359.92;761.92
18419.98;537.13
18479.93;458.14
18539.96;688.87
18599.99;646.45
18659.99;537.6
18719.98;753.83
18779.96;612.32
18839.96;655
18899.92;785.18
18959.87;704.98
19019.75;546.12
19079.86;778.77
19139.93;631.77
19199.99;590.27
19259.54;881
19319.72;714.35
19379.71;587.41
19439.99;777.08
19499.92;752.85
19559.99;709.93
19619.84;619.83
19679.97;678.02
19739.97;817.22
19799.97;800.7
19859.88;585.81
19919.99;698.01
19979.8;794.44
20039.92;564.64
20099.91;730.92
20159.9;791.28
20219.96;716.85
20279.99;775.56
20339.92;701.34
20399.96;582.79
20459.94;618.23
20519.98;512.82
20579.6;874.23
20639.98;795.81
20699.88;697.58
20759.98;771.37
20819.85;547.36
20879.94;520.2
20939.98;731.76
20999.93;849.63
21059.96;700.91
21119.97;766.46
21179.98;820.87
21239.99;738.67
21299.94;932.12
21359.98;574.86
21419.97;686.01
21480;726.01
21539.89;759.54
21599.77;742.24
21659.57;536.14
21719.95;715.37
21779.58;691.73
21839.89;732.53
21899.88;609.52
21960;679.09
22019.96;823.18
22079.68;759.11
22139.97;847.93
22199.98;696.11
22259.97;680.38
22319.89;729.75
22379.99;605.09
22439.98;707.21
22499.99;839.73
22559.86;832.62
22619.93;651.38
22679.77;631.54
22739.98;678.71
22799.63;676.12
22859.95;606.14
22919.97;706.22
22979.99;557.19
23039.72;594.51
23099.95;725.6
23159.93;520.48
23219.96;945.49
23279.74;720.23
23339.99;793.72
23399.97;773.67
23459.96;616.2
23519.74;883.62
23579.95;632.48
23639.98;435.8
23699.91;565.18
23759.88;483.68
23820;578.04
23880;556.57
23939.83;621.1
23999.97;596.16
24059.9;845.86
24119.56;668.02
24179.99;694.68
24239.92;789.88
24299.91;825.1
24359.62;801.29
24419.66;537.78
24479.99;853.65
24539.95;665.79
24599.96;635.61
24660;768.05
24719.96;638.45
24779.96;619.54
24839.72;732.98
24899.86;723.58
24960;561.25
25019.96;712.86
25079.95;593.98
25139.99;770.29
25199.95;677.79
25259.97;636.26
25319.59;727.92
25379.87;506.92
25439.96;641.26
25499.87;805.88
25559.73;812.86
25619.97;628.91
25680;495.87
25739.92;718.77
25799.57;687.71
25859.97;509.3
25919.92;702.16
25979.77;774.07
26039.88;665.51
26099.75;608.39
26159.99;625.66
26219.78;655.34
26279.95;508.87
26339.82;400.06
26399.97;710.54
26459.98;709.5
26519.93;827.62
26579.94;617.28
26639.84;520.04
26699.62;544.02
26759.84;770.7
26819.69;694.81
26879.91;639.11
26939.98;722.28
26999.99;660.2
27059.93;509.96
27119.94;655.07
27179.95;450.08
27240;685.48
27299.96;735.88
27359.99;626.81
27419.98;579.81
27479.7;792.26
27539.93;603.15
27599.94;549.2
27659.95;520.08
27719.96;619.47
27779.99;651.64
27839.95;668.43
27899.96;654.13
27959.55;675.29
28019.95;671.73
28080;846.36
28139.99;445.14
28199.69;685.35
28259.83;780.02
28319.99;534.65
28379.98;783.65
28439.95;939.73
28500;751.05
28559.8;836.11
28619.99;551.04
28679.68;582.18
28739.92;715.07
28799.86;773.78
