Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;143;0;17;81.54796022341476;300.6750829754351;50.15555555555602;120.45711061386967;8.411764705882353;27381.101634499166;28800
InputStation1;0.50;12.50;137;0;15;86.33820746624059;300.9848991266327;60.22222222222399;120.5663130308783;9.133333333333333;27441.735228963655;28800
InputStation2;0.50;18.50;162;0;19;81.89618885479634;227.3120061331681;50.28888888887832;120.48599378699436;8.526315789473685;27193.114786633254;28800
InputStation3;0.50;24.50;96;0;10;89.39552736292973;324.74875944858604;60.21171180868396;120.564252924335;9.6;27848.763200775415;28800
OutputStation0;59.50;3.50;98;65;25;38.800615636639854;422.6416317822148;10.079959312894289;70.90474461065196;3.92;27830.607974408715;28800
OutputStation1;59.50;9.50;93;64;24;38.7271519504077;803.373823981036;10.04444444444448;110.95716908383781;3.875;27879.232046857393;28800
OutputStation2;59.50;15.50;71;46;21;33.66927850984302;413.6861850144608;10.04444444444448;91.18441008233248;3.380952380952381;28096.90365350085;28800
OutputStation3;59.50;21.50;56;41;13;39.02868145014306;578.9894702174066;10.044444444444444;81.67259109041467;4.3076923076923075;28245.984773132368;28800
