#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;218.89;0.07;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.85;214.2;10.11;PP/8.61,TA/1.31,IS/0,PS/0.27,RB/0.01,OB/0.01,RP/0
119.76;198.93;12.16;PP/10.32,TA/1.61,IS/0,PS/0.57,RB/0.01,OB/0.02,RP/0
179.84;198.02;12.77;PP/10.4,TA/2.11,IS/0,PS/0.7,RB/0.01,OB/0.02,RP/0
239.66;197.3;13.48;PP/10.61,TA/2.57,IS/0,PS/0.97,RB/0.01,OB/0.02,RP/0
299.9;196.01;13.97;PP/10.83,TA/2.8,IS/0,PS/1.01,RB/0.01,OB/0.03,RP/0
359.84;193.68;14.82;PP/11.17,TA/3.26,IS/0,PS/1.03,RB/0.01,OB/0.04,RP/0
419.9;191.27;15.46;PP/11.58,TA/3.46,IS/0,PS/1.06,RB/0.01,OB/0.04,RP/0
479.85;190.35;15.87;PP/11.82,TA/3.58,IS/0,PS/1.11,RB/0.01,OB/0.04,RP/0
539.78;189.95;16.27;PP/12.07,TA/3.69,IS/0,PS/1.15,RB/0.01,OB/0.05,RP/0
599.77;188.74;16.94;PP/12.32,TA/4.06,IS/0,PS/1.19,RB/0.01,OB/0.05,RP/0
659.91;183.99;17.79;PP/13,TA/4.19,IS/0,PS/1.25,RB/0.01,OB/0.06,RP/0
719.95;183.83;18.2;PP/13.18,TA/4.38,IS/0,PS/1.27,RB/0.01,OB/0.06,RP/0
779.84;182.11;18.84;PP/13.46,TA/4.71,IS/0,PS/1.33,RB/0.01,OB/0.06,RP/0
839.98;180.63;19.37;PP/13.79,TA/4.86,IS/0,PS/1.35,RB/0.01,OB/0.07,RP/0
899.99;179.39;20.01;PP/14.16,TA/5.1,IS/0,PS/1.39,RB/0.01,OB/0.07,RP/0
959.68;178.36;20.32;PP/14.31,TA/5.22,IS/0,PS/1.43,RB/0.01,OB/0.07,RP/0
1019.97;177.56;20.93;PP/14.6,TA/5.5,IS/0,PS/1.46,RB/0.01,OB/0.08,RP/0
