#TimeStamp;OutputStation;TurnoverTime;ThroughputTime;Lateness
62.09;3;62.09;62.09;-1737.91
70.15;0;70.15;70.15;-1729.85
74.2;1;74.2;74.2;-1725.8
80.42;0;80.42;18.14;-7119.58
83.64;2;83.64;83.64;-1716.36
84.39;1;84.39;22.1;-7115.61
90.58;0;28.29;20.19;-1771.71
93.89;2;93.89;19.64;-7106.11
100.67;0;100.67;20.14;-7099.33
101.25;1;101.25;101.25;-1698.75
110.83;0;110.83;20.21;-7089.17
111;3;111;48.71;-7089
111.31;1;111.31;20.69;-7088.69
114.22;2;114.22;114.22;-1685.78
123.22;3;123.22;123.22;-1676.78
123.81;1;123.81;123.81;-1676.19
124.42;2;124.42;124.42;-1675.58
133.24;3;133.24;133.24;-1666.76
134.24;1;134.24;49.81;-1665.76
144.19;1;144.19;29.93;-7055.81
144.46;2;60.03;39.98;-7139.97
145.52;0;145.52;145.52;-1654.48
153.01;3;153.01;41.04;-7046.99
154.44;1;154.44;30.45;-7045.56
155.57;0;155.57;44.57;-1644.43
163.38;3;163.38;40.11;-7036.62
164.26;1;164.26;29.85;-7035.74
165.89;2;165.89;20.18;-7034.11
173.78;3;173.78;40.47;-7026.22
175.74;0;19.99;19.94;-1780.01
185.98;1;185.98;185.98;-1614.02
187.02;2;187.02;42.47;-7012.98
194.14;3;28.24;28.17;-7171.76
197.02;2;197.02;31.05;-7002.98
206.22;1;206.22;40.33;-6993.78
207.07;0;207.07;28.29;-6992.93
207.22;2;207.22;20.04;-6992.78
215.57;3;215.57;18.35;-6984.43
216.97;1;216.97;30.79;-6983.03
218.06;2;218.06;20.84;-6981.94
218.52;0;218.52;218.52;-1581.48
227.24;3;227.24;227.24;-1572.76
228.19;2;228.19;20.55;-6971.81
228.91;1;228.91;117.43;-1571.09
237.91;3;237.91;43.73;-6962.09
238.17;2;167.79;20.07;-7032.21
238.45;0;238.45;30.81;-6961.55
239;1;239;84.45;-1561
247.58;3;247.58;30.57;-6952.42
248.82;0;31.8;30.25;-1768.2
249.71;1;249.71;85.08;-6950.29
249.93;2;249.93;156;-6950.07
258.93;0;258.93;20.07;-6941.07
259.7;3;259.7;148.61;-1540.3
280;2;280;41.13;-6920
280.15;0;280.15;280.15;-1519.85
292.13;2;292.13;167.64;-6907.87
301.97;0;301.97;146.22;-1498.03
314.93;1;136.16;97.92;-1663.84
325.08;1;325.08;85.71;-6874.92
325.4;3;325.4;161.98;-6874.6
332.24;0;332.24;40.07;-6867.76
334.55;2;334.55;334.55;-1465.45
335.34;1;335.34;85.55;-6864.66
342.37;0;123.81;40.35;-7076.19
344.81;2;190.26;106.36;-7009.74
345.45;1;345.45;37.68;-6854.55
