#TimeStamp;Bot;Tier
476.92;7;0
477.84;9;0
477.89;12;0
481.25;9;0
482.59;12;0
482.8;22;0
485.05;9;0
486.45;9;0
487;2;0
488.48;9;0
490.56;2;0
490.91;11;0
491.19;9;0
491.38;31;0
492.48;2;0
493.41;11;0
493.41;22;0
493.6;12;0
494.46;2;0
494.84;31;0
495.31;9;0
495.67;0;0
496.09;11;0
496.09;22;0
497.26;2;0
497.26;11;0
497.65;22;0
497.89;0;0
498.28;28;0
499.6;31;0
499.94;0;0
500.73;11;0
501.73;28;0
501.96;0;0
503.75;28;0
503.92;0;0
504.13;22;0
505.69;0;0
505.69;28;0
506.2;9;0
506.2;27;0
507.69;22;0
508.24;28;0
508.66;0;0
508.87;22;0
510.13;28;0
511.67;22;0
517.07;12;0
517.49;6;0
519.25;6;0
520.63;21;0
521.24;6;0
521.66;31;0
526.65;21;0
530.25;31;0
532.55;27;0
532.55;31;0
534.91;31;0
536.16;27;0
538.04;27;0
538.82;29;0
540.13;0;0
540.13;19;0
540.52;27;0
542.11;27;0
543.15;19;0
543.15;29;0
543.52;17;0
543.52;21;0
544.04;27;0
544.67;26;0
544.67;28;0
545.09;29;0
545.85;21;0
545.85;30;0
547.07;2;0
548.29;27;0
551.24;19;0
553.52;30;0
554.4;23;0
555.15;30;0
556.02;17;0
556.16;0;0
556.36;2;0
557.29;13;0
558.01;23;0
559.2;18;0
559.2;21;0
559.62;0;0
559.78;2;0
560;17;0
560.57;13;0
562.1;23;0
562.14;17;0
562.76;0;0
563.45;13;0
563.53;21;0
563.91;23;0
564.95;13;0
566.09;23;0
566.99;17;0
567.82;11;0
570.13;6;0
570.13;21;0
571.52;23;0
571.69;6;0
572.11;11;0
572.11;30;0
573.46;11;0
573.46;17;0
573.46;21;0
574.91;21;0
574.91;27;0
576.12;11;0
576.5;17;0
576.71;13;0
577.55;26;0
577.59;11;0
577.59;21;0
579.33;27;0
581.49;26;0
584.75;29;0
586.05;30;0
586.56;17;0
586.56;27;0
587.27;6;0
587.27;19;0
587.27;29;0
587.85;17;0
587.85;30;0
588.69;19;0
589.53;26;0
589.53;29;0
589.83;18;0
589.83;27;0
590.43;17;0
591.06;27;0
591.57;29;0
591.8;26;0
593.48;29;0
593.66;18;0
593.66;27;0
593.66;30;0
595.12;15;0
595.12;23;0
595.62;11;0
597.05;22;0
597.45;18;0
597.87;1;0
597.87;9;0
597.87;29;0
598.22;30;0
599.16;18;0
599.76;9;0
600.19;15;0
600.56;22;0
600.56;23;0
600.77;13;0
600.77;30;0
601.08;18;0
602.36;9;0
602.36;22;0
603.65;15;0
603.65;18;0
604.04;13;0
604.04;30;0
604.41;11;0
604.41;29;0
604.83;22;0
605.73;15;0
606.99;13;0
607.11;11;0
607.64;23;0
607.69;18;0
607.69;29;0
608.31;15;0
609.4;11;0
609.64;30;0
610.27;13;0
610.27;23;0
611.35;8;0
611.5;11;0
611.5;13;0
614.3;23;0
614.3;29;0
614.76;8;0
615.73;29;0
616.95;8;0
616.95;23;0
617.53;1;0
618.5;29;0
619.71;11;0
623.16;11;0
623.78;23;0
626.5;11;0
627.12;23;0
629.85;11;0
633.12;2;0
633.66;23;0
634.93;9;0
636.49;23;0
639.08;22;0
640.1;23;0
641.73;22;0
644.28;9;0
645.61;9;0
648.72;9;0
649.5;2;0
649.5;15;0
650.59;17;0
650.59;22;0
652.05;9;0
653.68;15;0
654.14;22;0
656.04;24;0
656.32;15;0
657.26;22;0
658.61;8;0
659.65;24;0
660.53;21;0
661.86;24;0
662.62;8;0
664.14;22;0
664.81;8;0
664.81;21;0
665.48;22;0
666.1;8;0
667.87;22;0
669.26;2;0
671.56;5;0
675.17;5;0
675.5;2;0
677.05;5;0
677.89;4;0
677.89;17;0
679.24;2;0
679.82;5;0
679.98;30;0
682.52;16;0
682.52;30;0
687.03;4;0
687.03;17;0
688.03;27;0
690.76;18;0
691.8;21;0
691.8;27;0
693.1;16;0
693.94;27;0
698.42;10;0
698.42;24;0
700.64;29;0
703.3;10;0
703.68;4;0
704.07;29;0
704.96;21;0
705.65;11;0
706.11;29;0
707.58;21;0
708.15;29;0
710.11;29;0
711.25;21;0
712.37;21;0
712.92;30;0
716.43;21;0
718.55;30;0
720.41;27;0
722.48;30;0
725.95;27;0
726.37;30;0
728.1;27;0
729.09;30;0
731.24;4;0
731.24;27;0
732.11;23;0
732.37;30;0
733;18;0
733;25;0
734.68;27;0
735.73;23;0
737.52;23;0
737.52;30;0
739.6;23;0
740;18;0
740;25;0
741.51;27;0
742.38;22;0
742.38;25;0
743.89;29;0
744.17;27;0
745.97;22;0
745.97;25;0
746.64;29;0
747.7;25;0
747.7;27;0
750.07;25;0
750.85;29;0
753.4;25;0
754.16;29;0
756.69;29;0
760.73;29;0
764.24;20;0
764.24;23;0
770.32;9;0
770.32;23;0
771.05;7;0
772.68;9;0
774.16;22;0
775.87;14;0
776.49;9;0
776.88;7;0
778.36;9;0
778.94;22;0
779.03;7;0
780;14;0
780.49;9;0
781.6;22;0
783.41;14;0
785.27;22;0
785.27;23;0
786.13;14;0
786.92;22;0
787.56;14;0
789.18;25;0
790.26;14;0
792.65;25;0
794.42;9;0
794.42;23;0
796.05;3;0
797.76;23;0
800.06;3;0
801.08;23;0
802.03;7;0
803.86;3;0
804.04;23;0
806.44;20;0
807.38;27;0
807.71;23;0
811.08;23;0
814.42;9;0
815.71;27;0
816.95;3;0
818.06;9;0
820.04;3;0
820.04;20;0
821.44;9;0
821.44;14;0
822.58;2;0
824.43;14;0
825.33;9;0
829.56;11;0
830.51;2;0
832.24;9;0
833.17;2;0
833.17;30;0
833.56;9;0
834.38;12;0
836.56;30;0
836.98;2;0
837.28;21;0
837.94;12;0
838.53;2;0
839.56;11;0
839.56;14;0
840.32;21;0
840.66;11;0
840.66;12;0
842.08;12;0
842.87;3;0
843.78;21;0
844.4;12;0
845.61;18;0
849.42;18;0
850.64;27;0
851.12;29;0
854.95;28;0
856.62;29;0
858.49;28;0
858.91;27;0
859.33;29;0
860.51;28;0
861.76;27;0
862.57;17;0
862.57;28;0
866.46;0;0
868.25;0;0
868.55;30;0
870.24;17;0
872.68;31;0
872.72;30;0
873.58;17;0
874.23;11;0
876.75;30;0
876.89;11;0
876.89;17;0
877.94;30;0
879.5;18;0
880.02;11;0
880.02;30;0
882.07;12;0
882.49;30;0
883.2;18;0
883.39;17;0
884.96;17;0
884.96;30;0
885.25;18;0
885.43;12;0
886.92;11;0
886.92;12;0
887.63;17;0
888.87;12;0
889.92;18;0
889.92;28;0
890.95;12;0
892.98;12;0
893.15;18;0
895.06;23;0
895.06;28;0
896.84;11;0
896.84;27;0
897.15;28;0
898.45;23;0
900.55;23;0
902.56;23;0
903.07;26;0
904.6;23;0
905.97;29;0
906.68;26;0
907.3;23;0
908.53;23;0
908.72;26;0
909.64;29;0
910.79;6;0
910.98;29;0
911.37;23;0
911.42;26;0
912.41;22;0
912.86;29;0
914.29;29;0
915.72;19;0
918.06;6;0
919.65;22;0
920.19;6;0
923.58;22;0
926.17;22;0
927.06;19;0
929.91;2;0
930.24;22;0
930.63;19;0
930.63;26;0
931.63;22;0
933.23;2;0
942.71;22;0
942.71;30;0
948.42;9;0
951.03;27;0
952.38;18;0
954.39;27;0
955.58;9;0
955.63;6;0
956.21;18;0
956.78;9;0
957.2;27;0
958.4;6;0
958.4;27;0
958.82;18;0
959.59;9;0
959.83;19;0
960.44;6;0
963.11;6;0
963.11;27;0
963.53;30;0
964.79;6;0
965.26;17;0
966.79;17;0
967.21;23;0
967.83;30;0
968.07;17;0
969.82;30;0
970.04;17;0
970.04;23;0
972.22;23;0
979.88;27;0
982.36;27;0
984.16;27;0
986.36;27;0
986.36;30;0
987.22;1;0
988.52;27;0
988.67;11;0
989.07;21;0
989.07;29;0
990.92;1;0
992.33;11;0
992.33;18;0
993.46;1;0
994.86;11;0
994.86;18;0
997.93;27;0
999.72;30;0
1001.16;27;0
1001.78;29;0
1002.1;18;0
1002.36;30;0
1003.3;27;0
1004.64;27;0
1004.82;21;0
1005.24;30;0
1005.89;18;0
1005.98;29;0
1006.61;11;0
1007.65;13;0
1007.87;27;0
1010.99;13;0
1010.99;18;0
1010.99;30;0
1012.58;18;0
1013.16;13;0
1014.73;30;0
1015.18;13;0
1015.26;21;0
1015.81;18;0
1016.81;15;0
1017.56;13;0
1017.98;30;0
1018.92;18;0
1019.88;13;0
1020;21;0
1021.14;30;0
1022.86;30;0
1023.15;1;0
1025.37;11;0
1026.51;30;0
1030.33;11;0
1031.22;23;0
1031.69;11;0
1032.74;21;0
1032.74;30;0
1033.78;11;0
1035.44;23;0
1036.2;11;0
1036.61;23;0
1038.53;23;0
1040.47;11;0
1040.56;23;0
1044.2;29;0
1051.17;29;0
1052.22;17;0
1057.89;15;0
1060.23;15;0
1061.59;9;0
1061.63;15;0
1062.67;22;0
1062.86;15;0
1063.27;16;0
1065.02;9;0
1065.02;15;0
1065.86;22;0
1067.14;24;0
1067.5;9;0
1068.01;22;0
1068.63;16;0
1069.47;22;0
1069.9;24;0
1070.91;16;0
1070.91;27;0
1072.69;22;0
1073.65;24;0
1074.42;27;0
1074.74;17;0
1075.21;24;0
1076.01;22;0
1076.41;27;0
1076.67;24;0
1077.42;17;0
1077.97;24;0
1078.43;8;0
1078.43;27;0
1079.97;24;0
1080.28;27;0
1080.7;17;0
1081.76;2;0
1081.88;8;0
1082.85;17;0
1082.85;27;0
1083.33;16;0
1083.33;24;0
1083.79;8;0
1084.21;17;0
1084.42;2;0
1084.42;27;0
1085.92;2;0
1085.92;8;0
1087.07;23;0
1087.52;17;0
1088.28;5;0
1088.28;9;0
1089.54;23;0
1090.78;17;0
1095.51;5;0
1095.51;11;0
1096.31;16;0
1096.74;23;0
1097.32;9;0
1100;9;0
1102.85;9;0
1104.25;23;0
1105.88;2;0
1105.88;23;0
1107.21;23;0
1107.84;29;0
1108.32;21;0
1108.79;2;0
1109.46;11;0
1110.53;7;0
1110.53;23;0
1110.9;2;0
1110.9;9;0
1111.39;29;0
1112.83;11;0
1113.19;2;0
1113.61;27;0
1113.77;7;0
1114.45;9;0
1115.01;11;0
1115.08;18;0
1115.4;29;0
1115.82;7;0
1116.89;11;0
1118.05;27;0
1118.6;7;0
1118.95;11;0
1120.09;27;0
1120.88;18;0
1121.07;2;0
1121.07;10;0
1121.07;11;0
1121.63;5;0
1122.99;18;0
1122.99;29;0
1124.27;27;0
1125.78;2;0
1126.17;5;0
1129.14;5;0
1129.19;2;0
1130.3;5;0
1130.3;10;0
1131.11;27;0
1133.14;25;0
1135.04;27;0
1139;25;0
1139;27;0
1139;30;0
1140.28;27;0
1141.62;27;0
1145.1;27;0
1147.34;22;0
1147.89;21;0
1149.89;29;0
1150.41;21;0
1150.94;22;0
1151.45;18;0
1152.53;21;0
1152.58;29;0
1153.16;10;0
1153.56;22;0
1154.07;18;0
1154.49;29;0
1154.86;22;0
1155.11;21;0
1156.05;10;0
1156.9;21;0
1157.28;29;0
1157.32;22;0
1158.16;11;0
1159.18;10;0
1161.13;21;0
1162.68;11;0
1168.79;29;0
1169.6;11;0
1170.95;11;0
1172.03;21;0
1172.03;29;0
1178.61;17;0
1178.65;29;0
1180.04;29;0
1182.43;23;0
1182.88;29;0
1184.39;9;0
1185.98;23;0
1188.09;9;0
1188.25;29;0
1188.25;30;0
1188.66;23;0
1190.03;9;0
1201.75;22;0
1203.29;27;0
1204.35;2;0
1204.35;22;0
1205.82;2;0
1207.77;22;0
1208.86;9;0
1208.86;12;0
1209.89;22;0
1209.99;27;0
1211.22;22;0
1212.08;2;0
1212.54;22;0
1212.54;27;0
1213.73;3;0
1214.59;22;0
1217.33;3;0
1217.93;22;0
1219.24;0;0
1219.95;12;0
1223.76;17;0
1227.48;17;0
1228.44;20;0
1228.85;17;0
1230.79;17;0
1231.99;0;0
1231.99;27;0
1232.62;9;0
1233.47;17;0
1233.47;23;0
1235.67;17;0
1236.01;9;0
1236.91;23;0
1237.92;9;0
1239.29;9;0
1240;23;0
1241.98;21;0
1242.52;9;0
1245.4;4;0
1245.4;9;0
1245.4;11;0
1245.4;18;0
1245.4;20;0
1245.4;21;0
1246.49;23;0
1247.11;2;0
1247.82;0;0
1248.24;23;0
1248.71;2;0
1248.71;11;0
1250.51;2;0
1251.13;11;0
1251.13;27;0
1251.53;23;0
1251.68;29;0
1252.1;0;0
1254;2;0
1254.71;0;0
1255.42;29;0
1255.96;27;0
1256;2;0
1256;4;0
1257.46;29;0
1258.07;0;0
1258.55;4;0
1258.59;27;0
1259.64;18;0
1259.64;20;0
1262.93;2;0
1263.56;18;0
1265.5;27;0
1266.95;18;0
1268.24;18;0
1270.7;30;0
1273.3;27;0
1274.24;30;0
1274.48;26;0
1274.48;27;0
1275.98;27;0
1278.19;26;0
1279.16;27;0
1280;26;0
1282.2;26;0
1284.48;29;0
1284.48;30;0
1285.17;11;0
1288.6;14;0
1289.02;11;0
1290.33;21;0
1290.75;22;0
1292.21;14;0
1292.8;31;0
1294.56;22;0
1294.88;31;0
1294.96;14;0
1296.52;11;0
1297.1;6;0
1297.1;30;0
1298.1;11;0
1298.94;31;0
1299.39;9;0
1299.39;11;0
1300.13;21;0
1302.62;11;0
1302.88;9;0
1303.3;21;0
1305.16;29;0
1305.21;9;0
1306.2;30;0
1306.78;21;0
1307.12;6;0
1308.58;17;0
1309.53;6;0
1309.53;30;0
1310.13;21;0
1310.92;6;0
1311.47;21;0
1312.05;17;0
1312.14;30;0
1314.43;6;0
1315.39;21;0
1315.99;17;0
1315.99;30;0
1318.96;26;0
1321.18;2;0
1324.79;23;0
1327.34;14;0
1328;23;0
1328.42;26;0
1330.31;23;0
1331.14;14;0
1332.14;23;0
1332.14;31;0
1332.56;19;0
1335.55;31;0
1335.97;22;0
1336.18;19;0
1338.28;17;0
1338.28;18;0
1338.28;19;0
1339.66;31;0
1340.28;19;0
1343.02;22;0
1344.09;17;0
1344.81;9;0
1345.41;19;0
1345.41;27;0
1346.12;28;0
1346.82;22;0
1348.14;17;0
1348.39;14;0
1348.39;15;0
1348.44;9;0
1349.82;28;0
1351.71;9;0
1351.71;28;0
1351.95;17;0
1353.2;9;0
1353.73;23;0
1354.58;28;0
1354.78;17;0
1356.98;2;0
1358.31;23;0
1359.68;2;0
1360.29;23;0
1362.54;23;0
1363.89;15;0
1364.17;11;0
1367.66;11;0
1367.84;1;0
1368.88;2;0
1369.49;11;0
1371.31;1;0
1371.73;23;0
1372.15;24;0
1372.39;2;0
1373.88;1;0
1373.88;21;0
1377.35;1;0
1378.68;19;0
1379.1;2;0
1379.31;23;0
1381.97;23;0
1383.11;2;0
1384.04;21;0
1385.3;23;0
1388.51;28;0
1392.17;23;0
1392.17;27;0
1394.23;30;0
1395.9;29;0
1398.36;30;0
1399.19;29;0
1399.66;30;0
1401.63;29;0
1401.63;30;0
1401.96;11;0
1403.96;30;0
1404.27;15;0
1405.77;11;0
1406.03;1;0
1407.08;11;0
1407.08;24;0
1409.1;24;0
1410.77;11;0
1412.05;1;0
1412.46;24;0
1414.54;1;0
1416.5;1;0
1418.63;1;0
1423.01;21;0
1426.43;5;0
1426.43;21;0
1428.27;21;0
1429.14;22;0
1430.48;21;0
1430.77;30;0
1431.82;21;0
1432.18;5;0
1432.96;21;0
1433.48;22;0
1434.79;30;0
1435.21;29;0
1436.44;21;0
1436.44;30;0
1437.05;22;0
1437.05;23;0
1438.16;29;0
1439.04;22;0
1440.91;23;0
1441.07;22;0
1441.11;30;0
1441.58;29;0
1442.88;23;0
1443.24;22;0
1444.58;10;0
1444.83;29;0
1446.25;29;0
1447.28;10;0
1447.28;23;0
1449.97;29;0
1450.98;21;0
1453.36;17;0
1457.55;21;0
1457.55;29;0
1459.53;27;0
1461.78;5;0
1462.82;27;0
1464.98;27;0
1467.05;27;0
1467.64;13;0
1468.69;9;0
1469.58;27;0
1470.37;5;0
1470.84;18;0
1470.84;22;0
1475.35;22;0
1475.61;9;0
1476.19;18;0
1477.51;22;0
1479.15;9;0
1480.04;22;0
1480.46;9;0
1480.46;23;0
1482.37;9;0
1483.32;23;0
1485.42;23;0
1486.88;22;0
1489.09;10;0
1490.46;22;0
1490.51;11;0
1493.8;22;0
1493.85;11;0
1493.85;18;0
1494.93;23;0
1496.03;11;0
1496.08;25;0
1496.96;22;0
1497.97;2;0
1497.97;11;0
1498.39;22;0
1500.79;18;0
1500.79;22;0
1502.05;2;0
1502.05;23;0
1503.35;2;0
1503.61;18;0
1503.61;23;0
1506.1;27;0
1507.47;2;0
1507.47;27;0
1508.27;20;0
1508.27;23;0
1509.49;27;0
1510.9;27;0
1511.94;18;0
1511.94;20;0
1512.23;11;0
1512.65;13;0
1513.83;20;0
1514.25;27;0
1515.22;18;0
1515.5;13;0
1516.64;20;0
1518.59;18;0
1519.19;13;0
1520.71;21;0
1521.56;16;0
1521.87;18;0
1524.99;16;0
1524.99;21;0
1525.57;18;0
1527.14;21;0
1530.38;11;0
1531.73;11;0
1534.1;11;0
1534.1;29;0
1535.12;25;0
1538.73;25;0
1539.06;30;0
1542.19;21;0
1542.19;29;0
1542.91;11;0
1546.81;11;0
1546.81;21;0
1546.81;29;0
1548.19;11;0
1548.19;30;0
1549.59;11;0
1552.89;11;0
1553.87;21;0
1557.77;21;0
1559.39;8;0
1561.25;21;0
1561.5;30;0
1564.01;30;0
1564.92;8;0
1565.33;21;0
1565.79;9;0
1566.81;8;0
1567.67;30;0
1568.65;21;0
1568.77;8;0
1569.02;22;0
1569.65;30;0
1570.04;9;0
1570.8;8;0
1571.64;30;0
1571.99;21;0
1572.26;22;0
1573.1;8;0
1573.1;21;0
1573.1;29;0
1574.2;30;0
1576.02;29;0
1577.59;30;0
1578.09;29;0
1580.03;29;0
1580.3;23;0
1580.92;8;0
1580.92;22;0
1582.15;29;0
1583.96;23;0
1584.01;29;0
1585.92;29;0
1588.79;29;0
1593.91;17;0
1595.97;31;0
1596.96;29;0
1597.56;17;0
1600;17;0
1600.42;29;0
1602.81;9;0
1607.04;29;0
1607.51;22;0
1607.51;31;0
1607.89;23;0
1610.44;9;0
1610.44;29;0
1610.61;23;0
1610.85;2;0
1610.85;8;0
1611.65;29;0
1612.49;22;0
1613.73;8;0
1613.82;9;0
1614.45;29;0
1615.11;22;0
1615.69;8;0
1617.15;9;0
1617.15;22;0
1618.05;23;0
1620;22;0
1620.76;23;0
1620.81;9;0
1620.81;27;0
1623.01;4;0
1624.36;27;0
1625.96;8;0
1626.64;4;0
1628;8;0
1628.17;22;0
1628.47;27;0
1628.76;2;0
1628.76;4;0
1629.84;17;0
1629.84;21;0
1630.47;27;0
1631.21;8;0
1632.47;2;0
1633.12;27;0
1633.96;2;0
1634.43;11;0
1634.85;22;0
1635.95;2;0
1638.19;11;0
1638.19;22;0
1638.4;17;0
1639.56;22;0
1639.81;2;0
1640.18;31;0
1641.97;17;0
1642.02;22;0
1642.02;31;0
1642.44;18;0
1642.85;21;0
1643.27;2;0
1643.64;17;0
1645.36;31;0
1645.83;18;0
1646.56;2;0
1648.44;18;0
1648.44;31;0
1649.75;17;0
1653.54;17;0
1654.76;17;0
1657.45;17;0
1657.83;0;0
1660.23;3;0
1661.28;0;0
1662.98;3;0
1663.61;30;0
1664.03;4;0
1665.74;3;0
1665.92;0;0
1666.34;27;0
1666.5;4;0
1666.96;21;0
1667.07;3;0
1667.07;30;0
1668.4;4;0
1669.02;3;0
1669.02;27;0
1669.33;21;0
1670.87;3;0
1670.87;21;0
1671.29;27;0
1672.95;21;0
1673.53;27;0
1675.03;21;0
1676.56;19;0
1677.07;21;0
1679.22;29;0
1679.71;21;0
1683.05;21;0
1683.36;29;0
1684.69;29;0
1686.09;27;0
1686.6;29;0
1688.71;29;0
1689.49;27;0
1692.34;18;0
1693.59;27;0
1694.91;27;0
1695.09;18;0
1696.14;27;0
1696.56;14;0
1698.95;18;0
1699.41;27;0
1700.04;14;0
1701.19;18;0
1702.56;0;0
1702.56;14;0
1707.1;23;0
1710.75;18;0
1710.75;23;0
1712.79;23;0
1713.62;29;0
1714.04;18;0
1714.92;23;0
1715.99;9;0
1715.99;29;0
1717.44;18;0
1717.99;29;0
1718.12;19;0
1719.29;9;0
1719.98;29;0
1720.76;18;0
1721.67;9;0
1722.65;29;0
1724.03;22;0
1724.64;18;0
1725.74;19;0
1727.74;9;0
1727.74;19;0
1729.37;12;0
1731.36;29;0
1732.71;14;0
1733.32;12;0
1734.95;14;0
1734.95;29;0
1735.56;22;0
1736.96;14;0
1738.27;29;0
1739.55;29;0
1742.12;6;0
1742.28;29;0
1743.78;6;0
1746.09;6;0
1747.17;17;0
1747.8;9;0
1750.53;9;0
1750.85;17;0
1752.61;17;0
1753.93;9;0
1754.5;23;0
1755.49;17;0
1756.62;17;0
1757.24;9;0
1758.31;23;0
1758.31;27;0
1759.47;23;0
1760.46;9;0
