#TimeStamp;Bot;Tier
1761.15;24;0
1761.24;2;0
1761.24;17;0
1761.66;23;0
1761.82;27;0
1762.92;23;0
1763.95;27;0
1764.58;9;0
1764.58;24;0
1766.3;23;0
1766.99;9;0
1768.31;23;0
1769.65;23;0
1770.6;21;0
1771.43;23;0
1773.41;2;0
1774.34;21;0
1776.3;21;0
1777.37;24;0
1777.37;27;0
1779.09;21;0
1780;11;0
1783.72;11;0
1788.18;2;0
1789.09;18;0
1790.78;6;0
1791;2;0
1792.42;18;0
1793.41;6;0
1794.85;18;0
1796.26;6;0
1797.51;6;0
1798.47;15;0
1800.39;2;0
1800.61;28;0
1801.5;29;0
1801.83;17;0
1802.25;15;0
1803.47;28;0
1805.1;29;0
1805.31;17;0
1805.31;28;0
1806.72;17;0
1806.72;28;0
1806.94;2;0
1806.94;27;0
1807.36;29;0
1808.45;27;0
1810.17;2;0
1811.39;28;0
1811.52;17;0
1811.57;18;0
1812.41;15;0
1812.41;21;0
1813.35;28;0
1813.77;17;0
1817.55;2;0
1819.19;11;0
1821.44;9;0
1821.44;27;0
1823.36;11;0
1823.71;18;0
1824.71;21;0
1826.73;18;0
1827.32;11;0
1827.32;15;0
1828.85;21;0
1830.07;11;0
1830.11;15;0
1831.99;21;0
1833.59;21;0
1834.06;11;0
1834.19;18;0
1837.49;18;0
1837.49;21;0
1838.93;30;0
1840.85;18;0
1841.51;30;0
1844.14;18;0
1844.98;5;0
1844.98;30;0
1845.7;29;0
1848.04;18;0
1848.04;29;0
1848.67;5;0
1849.05;30;0
1850.53;9;0
1850.89;5;0
1850.89;29;0
1851.73;30;0
1853.93;9;0
1860.44;29;0
1863.09;2;0
1863.09;29;0
1863.09;30;0
1865.35;22;0
1866.35;10;0
1869.75;22;0
1871.11;22;0
1871.53;1;0
1873.04;22;0
1874.25;1;0
1875.56;22;0
1877.29;16;0
1880;2;0
1880.5;16;0
1886.18;2;0
1886.67;5;0
1890.44;5;0
1898.92;23;0
1900;17;0
1902.79;21;0
1902.79;27;0
1903.48;17;0
1906.91;2;0
1906.91;13;0
1909.53;16;0
1910.32;18;0
1911.22;10;0
1911.8;16;0
1912.86;2;0
1913.91;10;0
1914.25;18;0
1914.78;16;0
1915.19;11;0
1915.61;18;0
1916.11;10;0
1916.11;22;0
1917.81;18;0
1917.9;10;0
1917.9;27;0
1918.59;22;0
1919.22;11;0
1919.64;18;0
1920;16;0
1920;30;0
1921.01;21;0
1921.14;22;0
1922.54;11;0
1922.54;18;0
1922.96;16;0
1923.76;30;0
1924.76;11;0
1925.5;21;0
1925.59;30;0
1926.01;27;0
1927.1;22;0
1927.59;27;0
1927.98;21;0
1927.98;30;0
1928.6;11;0
1929.76;25;0
1930.58;2;0
1933.35;11;0
1933.35;30;0
1933.59;2;0
1933.63;21;0
1934.05;22;0
1935.49;2;0
1937.6;21;0
1937.6;22;0
1940.86;11;0
1940.86;30;0
1940.95;22;0
1942.28;21;0
1942.28;22;0
1944.51;8;0
1944.6;22;0
1945.02;18;0
1945.02;25;0
1946.28;29;0
1947.21;2;0
1949.11;29;0
1950.6;2;0
1950.6;11;0
1950.6;30;0
1951.16;29;0
1954.57;2;0
1954.97;29;0
1955.33;25;0
1957.25;29;0
1958.02;30;0
1958.67;11;0
1959.25;18;0
1959.25;25;0
1960;29;0
1961.45;11;0
1962.79;18;0
1963.83;11;0
1964.57;30;0
1965.77;11;0
1966.19;18;0
1967.7;11;0
1968.21;29;0
1969.51;29;0
1969.86;11;0
1970.93;20;0
1971.31;30;0
1971.89;11;0
1971.89;29;0
1972.87;9;0
1974.09;11;0
1976.34;9;0
1981;30;0
1983.51;11;0
1984.31;30;0
1985.73;7;0
1985.73;9;0
1986.31;8;0
1986.77;11;0
1986.77;23;0
1987.58;30;0
1989.98;23;0
1990.83;11;0
1991.75;8;0
1991.75;21;0
1992.17;11;0
1992.17;23;0
1992.17;30;0
1993.53;8;0
1994.8;23;0
1995.51;11;0
1996;8;0
1996.84;9;0
1996.84;11;0
1997.26;27;0
1998.02;8;0
1999.74;9;0
1999.83;21;0
2000.75;27;0
2002.48;2;0
2003.15;9;0
2003.15;21;0
2005.11;21;0
2005.11;27;0
2006.25;8;0
2007.23;9;0
2007.74;2;0
2008.95;8;0
2008.95;21;0
2010.36;8;0
2011.29;2;0
2012.25;8;0
2012.67;20;0
2013.63;9;0
2014.76;20;0
2017.76;20;0
2033.21;22;0
2033.69;23;0
2034.04;21;0
2034.04;27;0
2036.38;4;0
2036.38;23;0
2036.6;22;0
2037.12;27;0
2038.77;21;0
2039.39;22;0
2040.47;27;0
2040.76;23;0
2040.81;21;0
2041.87;3;0
2041.91;27;0
2043.51;21;0
2047.34;3;0
2047.7;23;0
2049.1;3;0
2051.45;23;0
2051.87;21;0
2051.93;3;0
2053.09;3;0
2053.85;30;0
2054.83;23;0
2054.98;21;0
2055.95;2;0
2056.37;3;0
2057.21;17;0
2057.21;22;0
2058.6;2;0
2058.6;23;0
2059.73;21;0
2060;23;0
2061.4;23;0
2062.76;2;0
2063.49;23;0
2064.33;17;0
2064.75;23;0
2067.57;18;0
2067.73;17;0
2070.93;18;0
2072.41;2;0
2076.01;29;0
2078.17;12;0
2079.07;2;0
2079.12;3;0
2079.12;11;0
2079.12;29;0
2079.58;30;0
2081.47;29;0
2082.15;30;0
2082.96;12;0
2083;2;0
2083.42;29;0
2083.63;11;0
2083.63;14;0
2084.84;12;0
2085.26;29;0
2085.72;30;0
2087.62;12;0
2088.87;29;0
2088.91;30;0
2089.56;12;0
2091.16;9;0
2092.75;17;0
2093.37;22;0
2094.36;14;0
2095.18;9;0
2095.18;22;0
2095.53;3;0
2095.53;11;0
2095.53;31;0
2095.95;6;0
2096.37;30;0
2097.21;12;0
2097.21;22;0
2097.6;3;0
2097.6;30;0
2098.6;9;0
2098.6;22;0
2099.15;31;0
2099.73;6;0
2100;27;0
2100.47;11;0
2100.47;14;0
2101.06;31;0
2101.71;11;0
2101.71;14;0
2102.42;6;0
2102.8;17;0
2103.22;31;0
2103.8;14;0
2105.2;11;0
2105.49;31;0
2105.65;27;0
2106.11;17;0
2106.87;0;0
2107.03;6;0
2107.75;27;0
2108.33;11;0
2109.65;17;0
2109.69;27;0
2110.38;0;0
2111.02;18;0
2112.4;0;0
2112.4;27;0
2112.82;17;0
2113.74;18;0
2115.03;0;0
2116.98;17;0
2118.16;11;0
2120.59;21;0
2120.64;18;0
2121.25;29;0
2122.78;29;0
2123.77;18;0
2124.81;28;0
2126.07;21;0
2126.07;29;0
2127.74;18;0
2128.16;21;0
2129.3;29;0
2130.14;23;0
2131.84;14;0
2133.96;23;0
2133.96;27;0
2135.5;14;0
2135.9;9;0
2136.49;23;0
2137.42;0;0
2138.75;14;0
2139.1;9;0
2142.69;9;0
2145.78;9;0
2146.34;0;0
2146.39;2;0
2147.86;9;0
2148.87;0;0
2149.27;9;0
2151.63;31;0
2152.81;19;0
2156.29;19;0
2157.25;27;0
2158.3;19;0
2160.47;19;0
2161.56;27;0
2162.7;19;0
2163.38;27;0
2164.22;28;0
2172.93;21;0
2172.93;23;0
2176;21;0
2176.58;15;0
2176.58;28;0
2176.67;11;0
2178.5;21;0
2180.02;11;0
2180.93;2;0
2181.35;18;0
2181.54;15;0
2182.12;11;0
2183.94;11;0
2184.36;23;0
2186.14;11;0
2187.28;15;0
2188.41;2;0
2192.36;2;0
2195.04;2;0
2197;2;0
2197.37;19;0
2198.39;2;0
2201.23;19;0
2202.71;22;0
2206.31;22;0
2208.33;22;0
2208.33;30;0
2209.06;24;0
2209.69;19;0
2212.1;30;0
2212.77;24;0
2215.24;13;0
2215.24;30;0
2216.84;24;0
2218.62;30;0
2218.98;13;0
2220.62;17;0
2221.24;13;0
2222.77;30;0
2224.17;17;0
2224.22;27;0
2226.1;17;0
2226.66;29;0
2227.9;27;0
2228.17;17;0
2229.9;27;0
2230.32;9;0
2230.32;22;0
2231.33;24;0
2232.3;17;0
2234.66;26;0
2234.7;18;0
2237.45;21;0
2237.45;24;0
2238;1;0
2240.55;18;0
2241.45;1;0
2243.65;1;0
2244.36;13;0
2244.36;18;0
2244.36;24;0
2244.78;26;0
2245.67;1;0
2247.7;26;0
2247.88;1;0
2249.79;21;0
2249.88;26;0
2251.86;26;0
2253.26;21;0
2253.89;26;0
2255.01;16;0
2255.14;21;0
2255.93;26;0
2257.53;21;0
2258.28;16;0
2259.24;10;0
2260.67;24;0
2260.94;9;0
2262.14;17;0
2262.56;16;0
2263.68;9;0
2266.51;17;0
2266.99;11;0
2266.99;18;0
2267.04;9;0
2269.22;27;0
2269.27;10;0
2269.27;23;0
2269.73;17;0
2273.77;9;0
2276.15;27;0
2276.38;17;0
2277.01;2;0
2277.55;10;0
2279.48;27;0
2280.47;17;0
2280.78;2;0
2282.93;27;0
2286.27;27;0
2287.95;10;0
2289.63;22;0
2289.63;29;0
2290.55;8;0
2292.83;21;0
2293.44;27;0
2296.11;10;0
2296.74;8;0
2296.78;21;0
2297.19;22;0
2297.19;29;0
2297.99;8;0
2299.6;23;0
2301.64;21;0
2303.64;21;0
2304.48;5;0
2305.77;7;0
2306.39;23;0
2307.23;30;0
2308.31;21;0
2316.47;2;0
2318.53;21;0
2319.47;2;0
2325.28;2;0
2327.78;7;0
2329.09;2;0
2331.28;7;0
2332.53;7;0
2332.95;2;0
2333.37;8;0
2335.37;18;0
2336.04;8;0
2338.08;8;0
2338.08;30;0
2340.47;11;0
2342.29;18;0
2343.92;25;0
2343.92;30;0
2344.15;11;0
2345.17;30;0
2345.85;18;0
2345.89;29;0
2347.46;25;0
2347.85;18;0
2348.47;30;0
2349.64;29;0
2350.63;18;0
2350.63;30;0
2351.54;25;0
2351.81;30;0
2358.95;20;0
2362.16;20;0
2364.43;20;0
2366.39;20;0
2367.88;25;0
2367.88;29;0
2369.37;22;0
2373.02;22;0
2373.47;9;0
2375.31;22;0
2376.32;21;0
2376.9;9;0
2377.26;25;0
2378.88;9;0
2378.88;12;0
2378.88;27;0
2380.44;21;0
2381.98;21;0
2382.82;9;0
2384.65;27;0
2385.56;9;0
2385.56;12;0
2386.16;23;0
2386.55;29;0
2387.18;12;0
2387.18;27;0
2388.04;18;0
2389.22;12;0
2389.64;22;0
2389.83;29;0
2391.29;12;0
2392.37;18;0
2392.87;4;0
2393.29;29;0
2394.15;18;0
2394.77;4;0
2396.31;18;0
2396.67;29;0
2397.47;4;0
2397.47;18;0
2397.73;11;0
2398.8;23;0
2399.43;4;0
2400.54;29;0
2403.36;29;0
2404.44;23;0
2406.43;11;0
2407.55;2;0
2408.82;11;0
2411.28;11;0
2413.12;4;0
2413.12;9;0
2413.12;30;0
2414.13;27;0
2415.02;17;0
2415.02;22;0
2416.22;11;0
2416.48;22;0
2416.84;27;0
2418.73;22;0
2419.2;27;0
2421.74;2;0
2422.72;22;0
2423.73;12;0
2424.81;14;0
2424.93;21;0
2424.93;22;0
2427.65;22;0
2428.09;14;0
2428.58;27;0
2428.72;2;0
2428.72;30;0
2429.39;9;0
2429.39;21;0
2430.05;6;0
2431.74;27;0
2432.28;30;0
2432.96;2;0
2433.75;23;0
2434.84;3;0
2434.88;30;0
2435.78;22;0
2436.06;2;0
2436.31;23;0
2437.29;9;0
2438.05;3;0
2438.56;27;0
2439.19;22;0
2440.33;3;0
2440.33;23;0
2440.65;9;0
2441.66;6;0
2442.5;23;0
2442.92;3;0
2442.92;22;0
2443.93;27;0
2444.02;9;0
2445.09;27;0
2445.47;21;0
2445.81;22;0
2446.15;3;0
2446.73;2;0
2447.56;22;0
2448.23;2;0
2449.83;21;0
2449.83;22;0
2450.34;17;0
2451.23;22;0
2451.28;23;0
2451.47;9;0
2453;4;0
2453;17;0
2454.42;23;0
2457.91;23;0
2460.51;4;0
2463.32;23;0
2463.76;6;0
2464.59;23;0
2465.68;17;0
2469.08;17;0
2473.04;17;0
2473.6;30;0
2475.73;17;0
2477.73;17;0
2479.66;30;0
2479.75;17;0
2481.06;17;0
2483.31;3;0
2483.45;30;0
2485.45;30;0
2490.61;0;0
2490.75;31;0
2493.9;0;0
2498.38;18;0
2501.83;18;0
2503.28;29;0
2503.85;18;0
2504.9;0;0
2505.86;18;0
2506.73;29;0
2507.73;18;0
2509.45;29;0
2509.87;18;0
2512.72;28;0
2516.3;28;0
2518.56;28;0
2524.61;23;0
2525.34;9;0
2525.34;21;0
2528.27;23;0
2528.83;21;0
2529.5;2;0
2530.55;22;0
2532.4;23;0
2533.82;22;0
2534.24;23;0
2536.02;22;0
2536.35;2;0
2536.35;23;0
2536.65;29;0
2537.62;9;0
2538.8;23;0
2539.48;0;0
2540;29;0
2543.27;29;0
2550.08;11;0
2550.08;29;0
2552.72;9;0
2552.88;18;0
2553.72;29;0
2554.38;11;0
2555.19;9;0
2555.96;18;0
2556;15;0
2558.39;27;0
2558.7;9;0
2559.12;17;0
2559.65;15;0
2560.11;28;0
2560.74;27;0
2561.7;15;0
2562.59;18;0
2562.59;28;0
2563.17;27;0
2564.39;15;0
2564.77;21;0
2565.02;27;0
2565.89;30;0
2566.09;9;0
2566.09;18;0
2567.04;27;0
2567.48;9;0
2568.68;21;0
2569.04;18;0
2572.07;21;0
2573.35;18;0
2579.09;21;0
2580.02;2;0
2580.44;23;0
2580.59;21;0
2580.81;27;0
2581.99;17;0
2583.98;27;0
2584.26;23;0
2584.26;26;0
2584.77;22;0
2585.77;17;0
2587.45;27;0
2587.59;23;0
2587.87;26;0
2588.26;2;0
2588.5;17;0
2588.5;19;0
2590.79;27;0
2590.83;23;0
2591.38;18;0
2591.38;22;0
2591.79;2;0
2591.88;26;0
2591.96;17;0
2592.26;23;0
2592.59;27;0
2593.88;26;0
2594.09;27;0
2594.26;23;0
2594.93;2;0
2595.35;17;0
2595.59;23;0
2595.68;26;0
2595.68;30;0
2596.65;17;0
2597.57;23;0
2598.62;17;0
2598.62;30;0
2600;17;0
2600.4;26;0
2602.12;17;0
2602.29;2;0
2606.93;30;0
2610.25;30;0
2612.19;16;0
2612.38;30;0
2614.82;30;0
2615.76;16;0
2619.28;13;0
2637.25;9;0
2638.56;19;0
2640.27;11;0
2641.01;9;0
2641.01;19;0
2641.85;24;0
2643.83;11;0
2643.83;19;0
2643.83;29;0
2645.23;24;0
2645.77;11;0
2647.48;29;0
2648.11;11;0
2648.62;21;0
2651.63;26;0
2652.35;21;0
2652.98;13;0
2653.41;26;0
2653.99;9;0
2654.41;21;0
2655.08;22;0
2655.5;13;0
2655.5;19;0
2655.5;24;0
2656.51;21;0
2656.51;26;0
2657.6;16;0
2660.28;16;0
2661.83;27;0
2662.26;16;0
2664.38;16;0
2664.42;24;0
2665.39;27;0
2667.01;1;0
2667.47;27;0
2669.93;27;0
2670.35;24;0
2670.56;1;0
2671.46;17;0
2671.46;29;0
2672.6;1;0
2673.23;16;0
2673.23;18;0
2673.23;30;0
2674.22;24;0
2674.42;1;0
2675.12;17;0
2675.52;23;0
2678.09;11;0
2678.51;1;0
2679.11;17;0
2679.65;23;0
2680.95;1;0
2680.95;17;0
2680.95;23;0
2680.95;29;0
2681.37;21;0
2681.37;27;0
2682.26;11;0
2683.64;23;0
2683.78;10;0
2683.78;17;0
2683.78;22;0
2684.3;29;0
2685.54;11;0
2686.74;23;0
2687.66;29;0
2689.57;11;0
2689.72;23;0
2689.81;10;0
2690.96;29;0
2692.83;29;0
2694.47;27;0
2694.89;29;0
2695.31;21;0
2696.33;29;0
2696.89;27;0
2698.32;8;0
2701.56;22;0
2703.04;30;0
2704.49;22;0
2705.62;30;0
2706.75;17;0
2707.33;2;0
2707.62;30;0
2709.85;17;0
2710.34;30;0
2711.31;17;0
2711.35;1;0
2711.35;2;0
2712.3;22;0
2712.74;2;0
2713.79;17;0
2714.09;1;0
2714.67;5;0
2714.67;18;0
2715.13;17;0
2715.48;2;0
2715.8;22;0
2716.22;1;0
2716.76;2;0
2717.04;30;0
2717.35;17;0
2718.14;1;0
2718.56;18;0
2718.76;2;0
2719.13;22;0
2720.04;17;0
2720.3;1;0
2721.65;7;0
2721.65;18;0
2722.54;22;0
2723.93;5;0
2723.93;23;0
2724.55;22;0
2724.94;30;0
2726.63;22;0
2726.77;17;0
2727.86;22;0
2728.46;8;0
2729.76;23;0
2730.3;17;0
2732.31;17;0
2732.43;18;0
2732.48;8;0
2734.28;17;0
2734.91;18;0
2735.55;17;0
2737.11;18;0
2745.84;18;0
2749.01;18;0
2751.94;7;0
2752.51;18;0
2753.18;2;0
2755.69;2;0
2755.69;18;0
2757.23;5;0
2757.88;2;0
2758.46;29;0
2758.5;9;0
2759.87;2;0
2759.87;18;0
2761.91;9;0
2762.11;2;0
2769.81;2;0
2772.58;11;0
2773.5;2;0
2773.92;12;0
2776.71;2;0
2776.71;11;0
2777.33;12;0
2778.2;11;0
2780.04;2;0
2780.04;11;0
2780.04;12;0
2782.17;11;0
2782.54;29;0
2783.42;2;0
2784.15;11;0
2784.32;9;0
2786.2;11;0
2786.91;9;0
2787.38;2;0
2787.38;29;0
2788.43;11;0
2789.82;27;0
2790.18;21;0
2793.25;29;0
2793.67;21;0
2797.22;29;0
2798.06;20;0
2799.27;9;0
2800.54;29;0
2801.56;4;0
2801.56;20;0
2804.37;20;0
2805.01;29;0
2805.48;20;0
2805.9;9;0
2807.58;20;0
2809.86;9;0
2809.86;30;0
2810.38;20;0
2813.57;30;0
2815.42;30;0
2817.4;23;0
2818.3;30;0
2818.97;12;0
2818.97;18;0
2820.04;22;0
2821.1;23;0
2822.31;18;0
2822.97;23;0
2825.13;23;0
2827.19;21;0
2827.37;11;0
2827.37;23;0
2829.88;11;0
2829.88;17;0
2831.52;11;0
2832.64;21;0
2833.31;11;0
2834.64;21;0
2836;21;0
2836.44;17;0
2838.04;25;0
2839.18;27;0
2840.56;11;0
2840.56;22;0
2841.04;27;0
2841.59;25;0
2842.17;11;0
2843.05;27;0
2843.14;18;0
2843.56;2;0
2843.56;25;0
2844.4;27;0
2845.61;25;0
2846.38;27;0
2847.43;25;0
2848.84;30;0
2849.51;25;0
2850.69;18;0
2851.53;22;0
2851.53;25;0
2851.95;20;0
2853.29;30;0
2853.77;25;0
2854.19;18;0
2854.82;22;0
2855.9;30;0
2856.82;20;0
2857.36;18;0
2858.3;22;0
2859;23;0
2859;30;0
2861.79;23;0
2864;14;0
2864;18;0
2865.73;14;0
2867.4;30;0
2869.23;14;0
2870.38;17;0
2870.38;23;0
2871;14;0
2872.41;14;0
2872.41;30;0
2873.51;17;0
2873.86;23;0
2874.53;14;0
2877.22;23;0
2879.13;31;0
2879.55;17;0
2879.64;2;0
2880.52;23;0
2881.83;14;0
2882.46;2;0
2882.53;23;0
2882.58;31;0
2883.18;17;0
2883.77;23;0
2883.77;29;0
2884.61;2;0
2884.7;6;0
2884.92;31;0
2886.68;3;0
2886.68;17;0
2887.1;2;0
2887.42;29;0
2888.03;17;0
2888.46;2;0
2889.92;3;0
2889.92;17;0
2890.5;2;0
2891.43;29;0
2891.97;3;0
2891.97;17;0
2893.29;29;0
2893.87;17;0
2894.66;3;0
2895.49;6;0
2897.77;2;0
2897.82;9;0
2897.86;6;0
2900.34;3;0
2900.34;6;0
2901.3;9;0
2901.52;2;0
2902.35;6;0
2903.4;9;0
2904.92;2;0
2907.94;21;0
2909.61;9;0
2911.16;21;0
2912.15;2;0
2913.17;21;0
2915.26;15;0
2915.61;21;0
2917.51;11;0
2918.75;15;0
2920.24;31;0
2920.67;15;0
2922.8;11;0
2923.22;3;0
2924.91;11;0
2925.92;3;0
2926.64;28;0
2929.6;11;0
2930.19;28;0
2932.78;28;0
2933.59;19;0
2933.59;22;0
2936.25;28;0
2938.15;27;0
2938.97;21;0
2938.97;28;0
2939.34;17;0
2941.46;18;0
2941.51;27;0
2944.85;21;0
2946.2;27;0
2947.55;27;0
2949.06;21;0
2950.03;17;0
2950.3;27;0
2950.39;15;0
2951.55;27;0
2951.9;22;0
2952.19;21;0
2953.02;15;0
2953.46;17;0
2953.88;27;0
2954.46;23;0
2956.13;17;0
2956.95;21;0
2957.96;23;0
2958.16;17;0
2959.54;17;0
2960.02;23;0
2960.69;9;0
2960.69;21;0
2960.9;28;0
2962.04;23;0
2963.63;17;0
2964.02;23;0
2964.07;19;0
2964.22;0;0
2965.97;23;0
2967.43;0;0
2968.01;23;0
2968.05;13;0
2969.14;22;0
2970.23;0;0
2970.72;23;0
2971.87;13;0
2972.33;28;0
2974.13;13;0
2975.03;11;0
2976.11;22;0
2976.62;16;0
2977.67;11;0
2977.78;2;0
2978.47;16;0
2980.03;11;0
2980.89;22;0
2981.22;9;0
2981.27;16;0
2983.9;30;0
2985.72;9;0
2986.87;13;0
2986.87;27;0
2986.87;30;0
2987.71;9;0
2987.88;18;0
2988.8;11;0
2990.36;18;0
2990.91;9;0
2992.15;11;0
2992.57;18;0
2992.66;30;0
2992.7;28;0
2995.27;27;0
2995.73;17;0
2996.07;28;0
2996.36;30;0
2997.85;18;0
2997.85;27;0
2998.43;17;0
2999.37;0;0
2999.79;30;0
3000;27;0
3001.14;17;0
3001.74;18;0
3002.31;0;0
3004.37;30;0
3004.64;17;0
3005.19;18;0
3007.06;17;0
3007.48;2;0
3008.65;18;0
3008.7;23;0
3008.84;27;0
3010.14;2;0
3010.31;13;0
3011.93;18;0
3012.55;23;0
3013.04;17;0
3014.42;13;0
3015.02;2;0
3015.44;27;0
3015.65;23;0
3016.84;17;0
3017.39;27;0
3018.82;27;0
3019.25;18;0
3020.13;17;0
3020.43;23;0
3022.52;23;0
3023.36;17;0
3023.72;23;0
3025.46;17;0
3025.88;23;0
3026.4;2;0
3027.38;17;0
3028.93;17;0
3029.74;2;0
3033.09;21;0
3033.93;2;0
3036.64;21;0
3040.4;7;0
3042.1;7;0
3043.48;26;0
3044.28;7;0
3048.27;24;0
3048.89;26;0
3050.95;26;0
3051.78;24;0
3053.8;24;0
3055;21;0
3055.28;11;0
3055.63;24;0
3057.67;21;0
3057.71;24;0
3058.75;11;0
3060.45;24;0
3060.79;11;0
3062.89;11;0
3063.56;29;0
3067.17;29;0
3067.59;11;0
3067.79;21;0
3071.1;21;0
3072.49;9;0
3074.76;22;0
3075.15;21;0
3076.47;30;0
3077.4;27;0
3078.39;22;0
3078.48;7;0
3078.48;17;0
3079.64;30;0
3080.42;22;0
3081.84;30;0
3083.78;30;0
3094.87;8;0
3096.39;11;0
3098.54;8;0
3098.75;17;0
3099.07;11;0
3099.42;7;0
3101.1;7;0
3101.97;17;0
3102.59;18;0
3103.21;7;0
3103.69;23;0
3104.15;17;0
3106.1;18;0
3106.45;17;0
3106.54;7;0
3107.06;23;0
3107.66;7;0
3108.07;9;0
3108.07;18;0
3108.07;24;0
3109.15;23;0
3110.42;18;0
3110.62;24;0
3111.04;7;0
3111.29;9;0
3111.71;11;0
3111.91;8;0
3111.91;23;0
3114.22;9;0
3114.54;7;0
3115.02;11;0
3115.44;24;0
3118.43;11;0
3119.02;27;0
3121.29;30;0
3121.75;11;0
3121.96;27;0
3123.83;1;0
3123.88;30;0
3125.12;11;0
3125.75;9;0
3125.91;27;0
3126.99;29;0
3127.2;1;0
3127.62;9;0
3128.04;8;0
3128.04;17;0
3128.04;27;0
3129.16;9;0
3129.31;1;0
3129.93;30;0
3130.14;27;0
3131.3;1;0
3131.35;8;0
3131.35;18;0
3131.64;22;0
3132.11;27;0
3132.32;9;0
3132.32;10;0
3133.18;1;0
3133.65;30;0
3134.3;22;0
3134.3;27;0
3135.13;1;0
3135.64;10;0
3135.64;12;0
3136.15;17;0
3136.47;9;0
3136.55;4;0
3136.91;30;0
3137.53;1;0
3137.91;10;0
3138.49;29;0
3140.22;17;0
3140.81;18;0
3141.27;1;0
3141.27;27;0
3141.69;30;0
3141.85;4;0
3143.56;17;0
3144.95;27;0
3145.5;1;0
3145.5;4;0
3145.5;8;0
3146.2;23;0
3146.62;12;0
3148.28;4;0
3148.28;27;0
3151.49;18;0
3154.2;17;0
3154.2;23;0
3154.93;27;0
3156.9;27;0
3157.64;23;0
3158.35;22;0
3158.35;27;0
3158.35;29;0
3159.19;4;0
3159.19;12;0
3160.28;18;0
3161.01;2;0
3161.01;23;0
3161.48;1;0
3161.48;10;0
3163.03;23;0
3163.61;18;0
3164.23;23;0
3164.61;2;0
3167.83;2;0
3169.1;5;0
3169.1;10;0
3170.88;18;0
3171.19;2;0
3172.56;5;0
3174.57;2;0
3174.57;5;0
3175.51;4;0
3176.26;10;0
3177.1;5;0
3178.1;20;0
3178.1;21;0
3178.19;4;0
3178.43;2;0
3178.86;10;0
3179.91;2;0
3181.77;20;0
3182.18;10;0
3185.56;10;0
3185.56;21;0
3185.88;20;0
3186.46;5;0
3189;5;0
3189;20;0
3193.83;10;0
3198.86;14;0
3204.66;11;0
3206.74;21;0
3208.08;11;0
3209.28;21;0
3209.28;22;0
3210.13;11;0
3212.95;22;0
3213.41;21;0
3214.45;11;0
3214.87;21;0
3214.87;22;0
3216.93;22;0
3218.82;22;0
3221.05;22;0
3223.27;22;0
3232.1;27;0
3235.79;27;0
3237.74;27;0
3240;27;0
3242.47;18;0
3244.1;23;0
3247.92;11;0
3248.25;23;0
3249.56;23;0
3251.19;11;0
3251.19;29;0
3252.35;23;0
3252.57;11;0
3252.57;22;0
3253.58;23;0
3254.75;29;0
3254.94;11;0
3254.98;25;0
3255.61;23;0
3256.74;29;0
3256.88;22;0
3256.88;30;0
3258.4;23;0
3258.49;25;0
3258.91;22;0
3260.17;22;0
3260.48;2;0
3260.48;25;0
3260.91;29;0
3261.58;30;0
3262.17;22;0
3262.64;25;0
3263.52;11;0
3263.52;18;0
3263.52;22;0
3266.09;9;0
3267.02;11;0
3267.57;22;0
3267.73;28;0
3268.57;17;0
3269.58;9;0
3270.25;22;0
3270.3;11;0
3271.3;28;0
3271.35;9;0
3272.92;23;0
3272.92;31;0
3273.34;18;0
3273.56;28;0
3276.08;18;0
3279;23;0
3279.69;9;0
3283.06;9;0
3283.06;18;0
3284.38;21;0
3286.35;9;0
3286.77;18;0
3286.77;25;0
3287.86;21;0
3290.05;18;0
3290.05;21;0
3293.72;9;0
3293.72;23;0
3295.39;31;0
3296.52;23;0
3297.43;18;0
3300.67;17;0
3300.67;23;0
3302.61;17;0
3304.58;17;0
3305.02;2;0
3305.53;21;0
3305.53;25;0
3306.25;17;0
3306.71;29;0
3306.97;9;0
3306.97;18;0
3307.39;2;0
3309.27;2;0
3309.61;29;0
3312.66;2;0
3317.79;29;0
3320.41;2;0
3321.21;29;0
3321.53;13;0
3324.54;29;0
3325.6;13;0
3327.01;13;0
3327.74;2;0
3327.9;29;0
3329.15;13;0
3329.32;3;0
3331.23;29;0
3332.91;3;0
3333.18;29;0
3333.56;11;0
3333.56;21;0
3334.83;3;0
3335.25;29;0
3336.54;29;0
3336.58;21;0
3336.83;3;0
3337.21;11;0
3338.2;15;0
3339.76;11;0
3340.82;3;0
3342.35;21;0
3342.93;3;0
3344.98;3;0
3345.82;30;0
3346.15;21;0
3347.52;21;0
3349.29;30;0
3351.5;30;0
3353.54;30;0
3354.59;22;0
3355.43;9;0
3355.43;11;0
3357.31;19;0
3358.24;22;0
3360.85;15;0
3360.85;19;0
3363.1;19;0
3363.83;11;0
3363.83;22;0
3364.59;15;0
3365.01;19;0
3367.32;19;0
3370.68;3;0
3371.54;11;0
3372.83;17;0
3372.99;3;0
3372.99;27;0
3375.11;3;0
3376.28;9;0
3376.33;17;0
3377.15;3;0
3377.15;27;0
3377.57;11;0
3378.15;9;0
3378.15;30;0
3379.12;17;0
3379.17;3;0
3381.23;27;0
3381.48;11;0
3382.53;27;0
3384.46;3;0
3384.46;27;0
3384.46;30;0
3384.88;0;0
3387.42;27;0
3388.37;0;0
3390.51;0;0
3390.85;18;0
3392.65;0;0
