#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;100;0;0;0;0;0;0;0;0;0
599.94;0.71;100;0;0;0;0;0;0;0;0;0
1199.89;0.72;100;0;0;0;0;0;0;0;0;0
1799.98;0.72;100;0;0;0;0;0;0;0;0;0
2399.85;0.73;100;0;0;0;0;0;0;0;0;0
2999.79;0.73;100;0;0;0;0;0;0;0;0;0
3599.69;0.74;100;0;0;0;0;0;0;0;0;0
4199.91;0.74;100;0;0;0;0;0;0;0;0;0
4799.97;0.75;100;0;0;0;0;0;0;0;0;0
5399.98;0.75;100;0;0;0;0;0;0;0;0;0
5999.92;0.76;100;0;0;0;0;0;0;0;0;0
6599.64;0.76;100;0;0;0;0;0;0;0;0;0
7199.88;0.77;100;0;0;0;0;0;0;0;0;0
