#TimeStamp;Bot;Pod;InputStation;TurnoverTime;ThroughputTime
74.26;15;116;3;74.26;74.22
75.42;21;445;1;75.42;75.38
79.9;2;751;0;79.9;79.85
84.43;15;116;3;84.43;84.39
85.52;21;445;1;85.52;85.48
89.94;2;751;0;89.94;89.9
94.48;15;116;3;94.48;94.43
95.56;21;445;1;95.56;95.52
99.99;2;751;0;99.99;99.94
104.52;15;116;3;104.52;104.48
105.61;21;445;1;105.61;105.56
110.03;2;751;0;110.03;109.99
112.59;12;67;2;112.59;112.55
114.56;15;116;3;114.56;114.52
115.63;21;445;1;115.63;115.59
120.04;2;751;0;120.04;120
122.98;12;67;2;122.98;122.93
124.61;15;116;3;124.61;124.56
125.68;21;445;1;125.68;125.63
130.06;2;751;0;130.06;130.01
133.01;12;67;2;133.01;132.97
134.65;15;116;3;134.65;134.61
135.68;21;445;1;135.68;135.64
140.1;2;751;0;140.1;140.06
143.06;12;67;2;143.06;143.01
144.69;15;116;3;144.69;144.64
145.7;21;445;1;145.7;145.66
150.15;2;751;0;150.15;150.1
153.1;12;67;2;153.1;153.06
154.73;15;116;3;154.73;154.69
155.75;21;445;1;155.75;155.7
160.17;2;751;0;160.17;160.12
163.14;12;67;2;163.14;163.1
164.77;15;116;3;164.77;164.72
165.79;21;445;1;165.79;165.75
173.19;12;67;2;173.19;173.14
174.77;15;116;3;174.77;174.73
175.84;21;445;1;175.84;175.79
179.22;1;234;0;179.22;179.17
183.23;12;67;2;183.23;183.19
185.88;21;445;1;185.88;185.84
189.26;1;234;0;189.26;189.22
193.28;12;67;2;193.28;193.23
193.5;20;48;3;193.5;193.45
199.31;1;234;0;199.31;199.26
203.91;20;48;3;203.91;203.86
204.77;24;465;1;204.77;204.73
209.35;1;234;0;209.35;209.31
212.35;22;52;2;212.35;212.3
213.95;20;48;3;213.95;213.91
214.93;24;465;1;214.93;214.89
219.37;1;234;0;219.37;219.33
222.36;22;52;2;222.36;222.31
224;20;48;3;224;223.95
224.98;24;465;1;224.98;224.93
229.39;1;234;0;229.39;229.35
232.4;22;52;2;232.4;232.36
234.04;20;48;3;234.04;234
235.02;24;465;1;235.02;234.98
239.44;1;234;0;239.44;239.39
242.45;22;52;2;242.45;242.4
244.09;20;48;3;244.09;244.04
245.07;24;465;1;245.07;245.02
249.46;1;234;0;249.46;249.42
252.49;22;52;2;252.49;252.45
254.13;20;48;3;254.13;254.09
255.11;24;465;1;255.11;255.07
259.51;1;234;0;259.51;259.46
262.53;22;52;2;262.53;262.49
264.15;20;48;3;264.15;264.11
265.15;24;465;1;265.15;265.11
269.55;1;234;0;269.55;269.51
272.58;22;52;2;272.58;272.53
275.19;24;465;1;275.19;275.15
279.58;1;234;0;279.58;279.53
282.62;22;52;2;282.62;282.58
285.22;24;465;1;285.22;285.18
289.62;1;234;0;289.62;289.58
295.27;24;465;1;295.27;295.22
308.13;9;497;0;308.13;188.04
318.44;9;497;0;318.44;198.35
322.83;12;462;2;322.83;179.73
323.97;15;736;3;323.97;209.36
328.48;9;497;0;328.48;208.39
332.86;12;462;2;332.86;189.76
332.91;21;561;1;332.91;212.82
334.08;15;736;3;334.08;219.47
338.53;9;497;0;338.53;218.44
342.91;12;462;2;342.91;199.81
342.95;21;561;1;342.95;222.86
344.1;15;736;3;344.1;229.49
348.57;9;497;0;348.57;228.48
352.95;12;462;2;352.95;209.85
353;21;561;1;353;232.91
354.13;15;736;3;354.13;239.52
358.62;9;497;0;358.62;238.53
363;12;462;2;363;219.9
363.04;21;561;1;363.04;242.95
364.18;15;736;3;364.18;249.57
368.66;9;497;0;368.66;248.57
373.04;12;462;2;373.04;229.94
