#FromID;FromX;FromY;FromIsStorage;FromIsIStation;FromIsOStation;FromIsElevator;ToID;ToX;ToY;ToIsStorage;ToIsIStation;ToIsOStation;ToIsElevator;Count;TravelTimeAvg;TravelTimeVar;TravelTimeMin;TravelTimeMax
15;59.50;3.50;False;False;True;False;352;44.50;1.50;True;False;False;False;1;29.56036369588611;0;29.56036369588611;29.56036369588611
15;59.50;3.50;False;False;True;False;355;47.50;1.50;True;False;False;False;1;39.888888888889596;0;39.888888888889596;39.888888888889596
15;59.50;3.50;False;False;True;False;357;49.50;1.50;True;False;False;False;1;42.35315213997853;0;42.35315213997853;42.35315213997853
15;59.50;3.50;False;False;True;False;388;36.50;2.50;True;False;False;False;1;27.373333333333107;0;27.373333333333107;27.373333333333107
15;59.50;3.50;False;False;True;False;389;37.50;2.50;True;False;False;False;1;26.742552911061466;0;26.742552911061466;26.742552911061466
15;59.50;3.50;False;False;True;False;394;42.50;2.50;True;False;False;False;2;24.05297130277856;0.005110526825772186;24.002421689398375;24.103520916158743
15;59.50;3.50;False;False;True;False;397;45.50;2.50;True;False;False;False;1;22.047143936071507;0;22.047143936071507;22.047143936071507
15;59.50;3.50;False;False;True;False;402;50.50;2.50;True;False;False;False;1;18.293896142637095;0;18.293896142637095;18.293896142637095
15;59.50;3.50;False;False;True;False;403;51.50;2.50;True;False;False;False;1;18.271796769724688;0;18.271796769724688;18.271796769724688
15;59.50;3.50;False;False;True;False;462;22.50;4.50;True;False;False;False;1;37.26252968398671;0;37.26252968398671;37.26252968398671
15;59.50;3.50;False;False;True;False;467;27.50;4.50;True;False;False;False;1;34.31406921796656;0;34.31406921796656;34.31406921796656
15;59.50;3.50;False;False;True;False;473;33.50;4.50;True;False;False;False;1;29.559113291112112;0;29.559113291112112;29.559113291112112
15;59.50;3.50;False;False;True;False;476;36.50;4.50;True;False;False;False;1;27.50791721432347;0;27.50791721432347;27.50791721432347
15;59.50;3.50;False;False;True;False;485;45.50;4.50;True;False;False;False;2;21.638985875037392;0.01040409935754275;21.566860638963107;21.711111111111677
15;59.50;3.50;False;False;True;False;486;46.50;4.50;True;False;False;False;1;20.728203230275653;0;20.728203230275653;20.728203230275653
15;59.50;3.50;False;False;True;False;488;48.50;4.50;True;False;False;False;1;19.036854249492322;0;19.036854249492322;19.036854249492322
15;59.50;3.50;False;False;True;False;519;35.50;5.50;True;False;False;False;2;38.69567022537376;12.017015658175358;36.244444444445435;41.146896006302086
15;59.50;3.50;False;False;True;False;521;37.50;5.50;True;False;False;False;1;44.933333333334076;0;44.933333333334076;44.933333333334076
15;59.50;3.50;False;False;True;False;524;40.50;5.50;True;False;False;False;1;48.266666666666424;0;48.266666666666424;48.266666666666424
15;59.50;3.50;False;False;True;False;525;41.50;5.50;True;False;False;False;1;11.318282243026715;0;11.318282243026715;11.318282243026715
15;59.50;3.50;False;False;True;False;535;51.50;5.50;True;False;False;False;2;27.142312818899683;20.05670312988553;23.97555555555556;30.309070082243807
15;59.50;3.50;False;False;True;False;605;33.50;7.50;True;False;False;False;1;37.55168091159692;0;37.55168091159692;37.55168091159692
15;59.50;3.50;False;False;True;False;607;35.50;7.50;True;False;False;False;1;37.78782698285636;0;37.78782698285636;37.78782698285636
15;59.50;3.50;False;False;True;False;608;36.50;7.50;True;False;False;False;1;33.268707695525336;0;33.268707695525336;33.268707695525336
15;59.50;3.50;False;False;True;False;610;38.50;7.50;True;False;False;False;1;46.00000000000159;0;46.00000000000159;46.00000000000159
15;59.50;3.50;False;False;True;False;614;42.50;7.50;True;False;False;False;1;57.916338577592796;0;57.916338577592796;57.916338577592796
15;59.50;3.50;False;False;True;False;623;51.50;7.50;True;False;False;False;1;25.977777777778556;0;25.977777777778556;25.977777777778556
15;59.50;3.50;False;False;True;False;656;40.50;8.50;True;False;False;False;1;42.60721502930164;0;42.60721502930164;42.60721502930164
15;59.50;3.50;False;False;True;False;660;44.50;8.50;True;False;False;False;1;50.447041832318746;0;50.447041832318746;50.447041832318746
15;59.50;3.50;False;False;True;False;753;49.50;10.50;True;False;False;False;1;54.86305704599317;0;54.86305704599317;54.86305704599317
15;59.50;3.50;False;False;True;False;781;33.50;11.50;True;False;False;False;2;41.780633332870366;0.31544742024113503;41.38348888796327;42.177777777777465
15;59.50;3.50;False;False;True;False;799;51.50;11.50;True;False;False;False;2;35.78370550422329;6.597851390786784;33.96741100844531;37.60000000000127
15;59.50;3.50;False;False;True;False;887;51.50;13.50;True;False;False;False;1;31.610052596265348;0;31.610052596265348;31.610052596265348
15;59.50;3.50;False;False;True;False;924;44.50;14.50;True;False;False;False;1;50.131378461248005;0;50.131378461248005;50.131378461248005
15;59.50;3.50;False;False;True;False;928;48.50;14.50;True;False;False;False;1;42.72407526831728;0;42.72407526831728;42.72407526831728
35;59.50;9.50;False;False;True;False;399;47.50;2.50;True;False;False;False;1;37.208382693648105;0;37.208382693648105;37.208382693648105
35;59.50;9.50;False;False;True;False;482;42.50;4.50;True;False;False;False;1;52.721167387481046;0;52.721167387481046;52.721167387481046
35;59.50;9.50;False;False;True;False;484;44.50;4.50;True;False;False;False;1;36.60740255130031;0;36.60740255130031;36.60740255130031
35;59.50;9.50;False;False;True;False;487;47.50;4.50;True;False;False;False;1;38.16461697889042;0;38.16461697889042;38.16461697889042
35;59.50;9.50;False;False;True;False;529;45.50;5.50;True;False;False;False;1;37.27239702610598;0;37.27239702610598;37.27239702610598
35;59.50;9.50;False;False;True;False;531;47.50;5.50;True;False;False;False;2;40.20897496982917;0.21444364890524095;39.88152753213478;40.53642240752356
35;59.50;9.50;False;False;True;False;533;49.50;5.50;True;False;False;False;1;46.54827585356452;0;46.54827585356452;46.54827585356452
35;59.50;9.50;False;False;True;False;614;42.50;7.50;True;False;False;False;1;29.367965360603478;0;29.367965360603478;29.367965360603478
35;59.50;9.50;False;False;True;False;617;45.50;7.50;True;False;False;False;2;39.41658039944491;0.022247541562500372;39.31111111111295;39.52204968777687
35;59.50;9.50;False;False;True;False;642;26.50;8.50;True;False;False;False;1;34.77364079509698;0;34.77364079509698;34.77364079509698
35;59.50;9.50;False;False;True;False;646;30.50;8.50;True;False;False;False;1;32.253159694581996;0;32.253159694581996;32.253159694581996
35;59.50;9.50;False;False;True;False;647;31.50;8.50;True;False;False;False;1;31.547029053376264;0;31.547029053376264;31.547029053376264
