#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;200;200;0;0;0;0;0;0.33
59.74;200;200;59.69;59.74;59.74;59.74;0.29;0.33
119.74;200;200;104.22;68.36;119.74;115.5;0.27;0.33
179.86;200;200;118.92;64.71;179.86;162.09;0.3;0.55
239.75;200;200;103.61;86.54;239.75;219.88;0.32;0.53
299.71;200;200;129.99;68.79;299.71;266.08;0.32;0.37
360;200;200;123.29;45.09;360;332.82;0.3;0.34
419.83;200;200;147.81;49.97;419.83;391.3;0.32;0.4
479.75;200;200;134.69;55.56;479.73;374.22;0.32;0.37
539.98;200;200;165.78;69.24;539.96;410.53;0.3;0.37
599.9;200;200;143.84;63.18;599.87;376.2;0.31;0.43
659.94;200;200;128.85;77.66;652.66;326.57;0.32;0.43
719.98;200;200;133.08;62.76;698.64;447.79;0.33;0.41
779.95;200;200;128.86;64.68;729.54;544.14;0.31;0.36
839.94;200;200;150.33;54.53;754.85;555.69;0.33;0.32
899.8;200;200;150.89;63.91;764.48;614.24;0.34;0.32
959.99;200;200;184.09;64.69;798.6;748.22;0.34;0.38
1019.98;200;200;205.46;74.91;823.21;737.81;0.34;0.44
1079.97;200;200;256.49;91.35;874.14;763;0.33;0.43
1139.97;200;200;281.8;87.55;910.66;821.89;0.32;0.39
1199.86;200;200;328;100.4;960.91;951.51;0.32;0.36
1259.96;200;200;342.53;137.11;990.99;955.86;0.32;0.38
1319.93;200;200;421.76;117.01;1068.85;854.77;0.32;0.3
1379.96;200;200;410.74;144.81;1079.84;858.15;0.32;0.39
1439.82;200;200;467.28;149.18;1137.12;957.25;0.32;0.41
1499.98;200;200;499.61;169.3;1178.3;978.07;0.34;0.29
1559.96;200;200;527.13;231.66;1222.94;1040.62;0.35;0.33
1619.98;200;200;595.23;269.51;1288.32;1072.31;0.34;0.32
1679.96;200;200;647.64;295.13;1352.14;1191.2;0.31;0.36
1740;200;200;692.94;330.25;1411.48;1168.93;0.31;0.41
1799.99;200;200;720.97;363.61;1457.72;1268.5;0.31;0.43
