#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;152.29;0.11;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
59.74;158.94;5.41;PP/3.6,TA/1.56,IS/0,PS/0.33,RB/0.01,OB/0.02,RP/0
119.74;159.18;6.08;PP/3.85,TA/1.92,IS/0,PS/0.69,RB/0.01,OB/0.03,RP/0
179.86;159.14;6.95;PP/3.98,TA/2.61,IS/0,PS/0.83,RB/0.01,OB/0.03,RP/0
239.75;159.65;7.59;PP/4.16,TA/3.02,IS/0,PS/1.16,RB/0.01,OB/0.04,RP/0
299.71;159.96;8.04;PP/4.46,TA/3.12,IS/0,PS/1.2,RB/0.01,OB/0.04,RP/0
360;160.17;8.49;PP/4.63,TA/3.34,IS/0,PS/1.24,RB/0.01,OB/0.05,RP/0
419.83;159.87;8.91;PP/4.83,TA/3.51,IS/0,PS/1.28,RB/0.01,OB/0.05,RP/0
479.75;160;9.47;PP/5.11,TA/3.74,IS/0,PS/1.34,RB/0.01,OB/0.06,RP/0
539.98;157.03;10.37;PP/5.44,TA/4.27,IS/0,PS/1.41,RB/0.01,OB/0.06,RP/0
599.9;157.3;10.77;PP/5.63,TA/4.42,IS/0,PS/1.43,RB/0.01,OB/0.06,RP/0
659.94;157.27;11.15;PP/5.87,TA/4.51,IS/0,PS/1.47,RB/0.01,OB/0.07,RP/0
719.98;157.44;11.71;PP/6.16,TA/4.72,IS/0,PS/1.51,RB/0.01,OB/0.07,RP/0
779.95;159.4;13.06;PP/7.28,TA/4.9,IS/0,PS/1.59,RB/0.01,OB/0.08,RP/0
839.94;159.1;13.83;PP/7.74,TA/5.15,IS/0,PS/1.63,RB/0.01,OB/0.08,RP/0
899.8;158.91;14.71;PP/8.24,TA/5.47,IS/0,PS/1.66,RB/0.01,OB/0.09,RP/0
959.99;159.19;15.6;PP/8.78,TA/5.76,IS/0,PS/1.7,RB/0.01,OB/0.09,RP/0
1019.98;159.49;16.56;PP/9.39,TA/6.06,IS/0,PS/1.72,RB/0.01,OB/0.1,RP/0
1079.97;159.17;17.29;PP/9.93,TA/6.18,IS/0,PS/1.73,RB/0.01,OB/0.1,RP/0
1139.97;159.33;18.2;PP/10.52,TA/6.43,IS/0,PS/1.74,RB/0.01,OB/0.1,RP/0
1199.86;159.39;19.11;PP/11.17,TA/6.62,IS/0,PS/1.78,RB/0.01,OB/0.11,RP/0
1259.96;159.37;19.86;PP/11.85,TA/6.63,IS/0,PS/1.79,RB/0.01,OB/0.11,RP/0
1319.93;158.52;21.1;PP/12.85,TA/6.8,IS/0,PS/1.81,RB/0.01,OB/0.12,RP/0
1379.96;158.55;22.29;PP/13.81,TA/6.95,IS/0,PS/1.83,RB/0.01,OB/0.12,RP/0
1439.82;158.8;23.31;PP/14.62,TA/7.09,IS/0,PS/1.85,RB/0.01,OB/0.12,RP/0
1499.98;158.84;24.23;PP/15.36,TA/7.2,IS/0,PS/1.87,RB/0.01,OB/0.13,RP/0
1559.96;158.96;25.24;PP/16.29,TA/7.22,IS/0,PS/1.88,RB/0.01,OB/0.13,RP/0
1619.98;159.48;26.14;PP/17.06,TA/7.29,IS/0,PS/1.89,RB/0.01,OB/0.13,RP/0
1679.96;159.44;27.06;PP/17.83,TA/7.37,IS/0,PS/1.91,RB/0.01,OB/0.13,RP/0
1740;159.42;27.95;PP/18.59,TA/7.43,IS/0.01,PS/1.92,RB/0.01,OB/0.13,RP/0
1799.99;159.68;28.96;PP/19.46,TA/7.5,IS/0.01,PS/1.93,RB/0.01,OB/0.14,RP/0
