#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;152.27;0.18;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
59.85;177.63;10.47;PP/8.69,TA/1.48,IS/0,PS/0.3,RB/0.01,OB/0.01,RP/0
119.9;178.91;12.86;PP/10.7,TA/1.8,IS/0,PS/0.62,RB/0.01,OB/0.02,RP/0
179.98;179.25;13.6;PP/10.8,TA/2.4,IS/0,PS/0.77,RB/0.01,OB/0.02,RP/0
239.89;179.94;14.29;PP/10.99,TA/2.85,IS/0,PS/1.06,RB/0.01,OB/0.03,RP/0
299.76;179.7;14.96;PP/11.23,TA/3.23,IS/0,PS/1.13,RB/0.01,OB/0.03,RP/0
359.94;180;15.49;PP/11.47,TA/3.48,IS/0,PS/1.16,RB/0.01,OB/0.03,RP/0
419.95;180.32;15.83;PP/11.68,TA/3.56,IS/0,PS/1.19,RB/0.01,OB/0.04,RP/0
479.86;180.35;16.44;PP/11.97,TA/3.84,IS/0,PS/1.23,RB/0.01,OB/0.04,RP/0
539.98;181.07;17.74;PP/12.91,TA/4.08,IS/0,PS/1.44,RB/0.01,OB/0.05,RP/0
599.98;182.09;18.96;PP/13.77,TA/4.32,IS/0,PS/1.47,RB/0.01,OB/0.07,RP/0
659.96;181.92;19.9;PP/14.41,TA/4.56,IS/0,PS/1.5,RB/0.01,OB/0.08,RP/0
719.67;182.43;21.12;PP/15.14,TA/4.93,IS/0.01,PS/1.59,RB/0.01,OB/0.09,RP/0
779.87;182.47;22.03;PP/15.59,TA/5.33,IS/0.01,PS/1.66,RB/0.01,OB/0.09,RP/0
839.98;184.69;22.42;PP/15.86,TA/5.4,IS/0.01,PS/1.7,RB/0.01,OB/0.1,RP/0
899.98;184.89;22.91;PP/16.09,TA/5.61,IS/0.01,PS/1.72,RB/0.02,OB/0.1,RP/0
959.98;184.09;23.46;PP/16.51,TA/5.7,IS/0.01,PS/1.76,RB/0.02,OB/0.1,RP/0
1019.87;184.2;23.98;PP/16.76,TA/5.92,IS/0.01,PS/1.83,RB/0.02,OB/0.11,RP/0
1079.75;184.3;24.46;PP/17.06,TA/6.05,IS/0.01,PS/1.87,RB/0.02,OB/0.11,RP/0
1139.85;184.15;25.01;PP/17.5,TA/6.1,IS/0.01,PS/1.9,RB/0.02,OB/0.12,RP/0
1199.94;186.3;25.51;PP/17.83,TA/6.22,IS/0.01,PS/1.94,RB/0.02,OB/0.12,RP/0
1260;186.69;26.18;PP/18.19,TA/6.48,IS/0.01,PS/1.97,RB/0.02,OB/0.13,RP/0
1319.92;188.3;26.87;PP/18.71,TA/6.6,IS/0.01,PS/2.03,RB/0.02,OB/0.13,RP/0
1379.66;188.05;27.4;PP/19.03,TA/6.77,IS/0.01,PS/2.1,RB/0.02,OB/0.13,RP/0
1439.92;187.7;28.13;PP/19.41,TA/7.06,IS/0.01,PS/2.15,RB/0.02,OB/0.14,RP/0
1499.98;191.94;28.99;PP/20.05,TA/7.23,IS/0.01,PS/2.18,RB/0.02,OB/0.14,RP/0
1559.93;195.19;30.02;PP/20.9,TA/7.35,IS/0.01,PS/2.21,RB/0.02,OB/0.15,RP/0
1619.98;194.21;30.52;PP/21.16,TA/7.53,IS/0.01,PS/2.23,RB/0.02,OB/0.15,RP/0
1679.87;194.29;31.53;PP/21.62,TA/8.01,IS/0.01,PS/2.27,RB/0.02,OB/0.16,RP/0
1739.94;194.15;32.16;PP/21.94,TA/8.28,IS/0.01,PS/2.31,RB/0.02,OB/0.16,RP/0
1799.98;194.3;32.74;PP/22.41,TA/8.34,IS/0.01,PS/2.37,RB/0.02,OB/0.16,RP/0
