#TimeStamp;DistanceTraveled
59.85;51
119.95;0
179.69;19
239.66;47
299.82;29.67
359.67;44.33
419.96;0
479.84;42.5
539.83;29.5
599.99;32.5
659.83;40.5
719.85;31
779.74;5.64
839.95;47.36
899.73;37.09
959.82;47.26
1019.79;46.65
1079.58;56.95
1139.76;9.05
1199.6;48
1259.99;50.35
1319.64;46.26
1379.93;46.39
1439.91;45
1499.79;42.35
1559.85;39.65
1619.84;54.3
1679.6;35.7
1740;50.49
1799.72;53.51
1859.76;52.98
1919.85;29.02
1979.85;8.52
2039.78;54.33
2099.82;52.71
2159.83;43.16
2219.83;48.32
2279.7;54.35
2339.85;50.61
2399.6;56.73
2459.72;53.27
2519.61;47.11
2579.87;60.67
2640;54.61
2699.94;56.94
2759.91;24.67
2819.91;24.71
2879.58;23.29
2939.8;0
2999.69;0
3059.86;48.39
3119.96;47.61
3179.64;47.39
3239.66;45.2
3299.9;42.42
3359.91;52.99
3419.82;49.39
3479.58;52.11
3539.94;41.61
3599.71;51.28
3659.93;35.61
3719.63;47.13
3779.64;51.33
3839.98;47.78
3899.7;43.76
3959.61;6.5
4019.69;59.9
4079.9;48.6
4139.69;64
4200;56.45
4259.88;57.66
4319.64;6.89
4379.68;0
4439.77;41.72
4499.74;55.74
4559.59;56.54
4619.97;45.39
4679.76;55.96
4739.84;14.5
4799.6;54
4859.64;34.15
4919.69;0
4979.88;12
5039.83;50
5099.74;26.85
5159.63;27.15
5219.62;50.5
5279.88;13.5
5339.92;39
5399.88;39
5459.69;0
5519.94;51.24
5579.73;42.22
5639.87;39.39
5699.81;47.15
5759.63;40.11
5819.9;51.5
5879.79;31.39
5939.58;56.91
5999.61;55.48
6059.66;49.72
6119.79;48.8
6179.66;49.87
6239.71;30.22
6299.96;36.96
6359.91;55.04
6419.8;45.46
6479.96;56.54
6539.82;63.47
6599.88;53.66
6659.71;61.87
6719.72;27.39
6779.94;41.61
6839.71;51.39
6899.74;51.7
6959.76;47.93
7019.95;30.94
7079.79;59.9
7139.84;53.53
7199.6;6.61
7259.9;56
7319.61;51.39
7379.82;57.43
7439.7;45.17
7499.93;56
7559.62;58.09
7619.66;43.91
7679.86;59.11
7739.97;36.89
7799.78;49.85
7859.92;43.15
7919.63;53.3
7979.85;55.78
8040;53.81
8099.64;57.11
8159.95;46.35
8219.87;18.65
8279.82;50
8339.82;45.24
8399.73;34.52
8459.94;59.2
8519.71;48.51
8579.78;50.53
8639.96;55
8699.74;52.32
8759.81;46.68
8819.64;37.15
8879.79;54.57
8939.7;45.63
8999.62;59.26
9059.73;57.11
9119.84;53.19
9179.59;55.09
9239.75;56.39
9299.61;54.85
9359.7;47.36
9419.68;54.4
9479.78;27
9539.94;55.97
9599.61;32.88
9659.87;62.15
9719.59;45.98
9779.66;40.89
9839.89;43.48
9899.99;40.65
9959.73;28.73
10019.77;43.27
10079.8;44.02
10139.65;49.7
10199.72;53.28
10259.98;40
10319.92;47.11
10379.71;56.47
10439.96;17.42
10499.73;37
10559.73;61.39
10619.73;48.7
10679.73;59.62
10739.99;23.01
10799.87;44.28
10859.67;49.72
10919.98;59.41
10979.81;62.87
11039.92;0
11099.99;37.39
11159.69;34.61
11219.91;63.39
11279.89;12.61
11339.66;31
11400;38
11459.98;39
11519.76;51
11579.93;38.76
11639.87;58.07
11699.73;43.53
11759.74;47.17
11819.62;52.48
11879.77;42
11939.9;58.99
11999.98;59.13
12059.74;63.54
12119.6;46.69
12179.7;59.76
12239.9;35.74
12299.63;51.15
12359.77;41
12419.88;59.11
12479.65;54
12539.65;53.6
12599.89;52.29
12659.95;59.85
12719.75;48.48
12779.86;55.67
12839.91;50
12899.76;44
12959.81;49.65
13019.86;54.96
13079.59;37.39
13139.78;50
13199.73;55.11
13259.93;48.89
13319.99;63.41
13379.83;38.59
13439.84;50.11
13499.84;46.89
13559.65;44.87
13619.97;45.13
13679.81;34.08
13740;37.7
13799.83;41.22
13859.96;47.11
13919.81;46.76
13979.89;59.09
14039.79;11.03
14099.74;33.78
14159.69;58.83
14219.91;33.39
14279.7;47.35
14339.61;55.41
14399.8;41.24
14459.99;26
14519.97;51
14579.81;49.09
14639.59;34.91
14699.82;67.21
14759.9;1.79
14819.59;0
14879.63;60.11
14939.6;47.35
14999.65;67.03
15059.95;47.51
15119.96;46.06
15179.93;51.7
15239.95;65.11
15300;52.22
15359.82;47.7
15419.62;45.67
15479.78;39.01
15539.69;59.24
15599.63;14.55
15659.64;54.74
15719.68;49.09
15779.88;47.02
15839.99;55.76
15899.64;44.85
15959.6;47.28
16019.59;58
16079.68;36.98
16139.7;27.02
16199.76;18.85
16259.82;61.15
16319.99;50
16379.65;38
16439.58;44.98
16499.85;46.41
16559.89;49
16619.59;51.61
16679.6;60.39
16739.95;64.61
16799.62;35
16859.7;51.09
16919.68;18.91
16979.63;44
17039.64;51.15
17099.93;46.85
17159.97;56.08
17219.68;45.18
17279.86;52.09
17339.87;60.74
17399.86;29.99
17459.74;59.95
17519.69;38.74
17579.64;31.23
17639.64;0
17699.68;53
17759.81;21.39
17819.92;58.72
17879.65;56.89
17939.94;57
17999.98;44.87
18059.98;58.38
18119.85;53.71
18179.6;58.13
18239.99;35.04
18299.65;51.98
18359.8;0.89
18419.98;48.8
18479.93;45.05
18539.79;59.15
18599.64;68.3
18659.76;50.81
18719.86;63.51
18779.87;58.99
18839.85;46.37
18899.79;44.02
18959.84;29
19019.82;49.94
19079.97;45.06
19139.76;55
19199.88;60.58
19259.75;47.4
19319.76;45.74
19379.66;13.43
19439.83;63.31
19499.95;62.34
19559.61;31.81
19619.77;47.39
19679.87;55.12
19739.81;58.83
19799.89;42.77
19859.68;59.99
