method,seed,status,error,sim_duration_sec,total_orders_completed,throughput_per_hour,total_energy_mech_kJ,total_energy_idle_kJ,total_energy_with_idle_kJ,energy_per_order_mech_kJ,energy_per_order_with_idle_kJ,stopgo_count_total,stopgo_count_empty,stopgo_count_loaded,stopgo_energy_empty_kJ,stopgo_energy_loaded_kJ,turn_count,turn_count_loaded,turn_energy_empty_kJ,turn_energy_loaded_kJ,turn_energy_kJ,total_travel_distance_m,loaded_distance_m,move_energy_empty_kJ,move_energy_loaded_kJ,total_wait_time_seconds,wait_energy_kJ,e_support_kJ,e_support_loaded_kJ,e_support_empty_kJ,e_support_per_order_kJ,time_idle_sec,robot_utilization,e_support_to_mech_ratio,n_trips_loaded,n_trips_empty,trip_wait_ratio_loaded_mean,trip_wait_ratio_loaded_median,trip_wait_ratio_loaded_p95,trip_wait_ratio_empty_mean,trip_wait_ratio_empty_median,trip_wait_ratio_empty_p95,move_time_empty_sec,move_time_loaded_sec,turn_time_empty_sec,turn_time_loaded_sec,travel_time_empty_sec,travel_time_loaded_sec,distance_empty_m,energy_empty_kJ,energy_loaded_kJ
CBS-time,42,ok,,28800.0,5678.0,709.75,24216.59739929358,66910.19152239543,91126.78892168902,4.264987213683265,16.049099845313318,47262.0,12065.0,35197.0,1492.4606683163058,17433.675833755486,37247.0,26468.0,207.42386831630736,2645.2797793305594,2852.703647646867,288241.5463585948,195912.0,1285.0368000000014,14788.39605442494,258072.00276002235,23226.48024840201,25477.515829347656,15701.769074321892,9775.74675501383,4.487058089000996,10.92,0.9999854166666666,1.0520683566424927,3124.0,3140.0,0.3020963415760096,0.3045424933461899,0.5081450649275995,0.23220505490723398,0.15165511755538574,0.6682081836713905,123939.83368010062,291140.4141067867,11389.327556302933,26847.636283677966,135329.16123640357,317988.05039046466,92329.54635859479,1492.4606683163088,17433.6758337555
