method,seed,status,error,sim_duration_sec,total_orders_completed,throughput_per_hour,total_energy_mech_kJ,total_energy_idle_kJ,total_energy_with_idle_kJ,energy_per_order_mech_kJ,energy_per_order_with_idle_kJ,stopgo_count_total,stopgo_count_empty,stopgo_count_loaded,stopgo_energy_empty_kJ,stopgo_energy_loaded_kJ,turn_count,turn_count_loaded,turn_energy_empty_kJ,turn_energy_loaded_kJ,turn_energy_kJ,total_travel_distance_m,loaded_distance_m,move_energy_empty_kJ,move_energy_loaded_kJ,total_wait_time_seconds,wait_energy_kJ,e_support_kJ,e_support_loaded_kJ,e_support_empty_kJ,e_support_per_order_kJ,time_idle_sec,robot_utilization,e_support_to_mech_ratio,n_trips_loaded,n_trips_empty,trip_wait_ratio_loaded_mean,trip_wait_ratio_loaded_median,trip_wait_ratio_loaded_p95,trip_wait_ratio_empty_mean,trip_wait_ratio_empty_median,trip_wait_ratio_empty_p95,move_time_empty_sec,move_time_loaded_sec,turn_time_empty_sec,turn_time_loaded_sec,travel_time_empty_sec,travel_time_loaded_sec,distance_empty_m,energy_empty_kJ,energy_loaded_kJ
CBS-time,42,ok,,28800.0,5663.0,707.875,24025.977694293022,66908.56858709903,90934.54628139207,4.242623643703518,16.057663125797646,47287.0,12083.0,35204.0,1495.215069871001,17266.011953326873,37367.0,26545.0,208.51391987100288,2648.336209072761,2856.850128943764,286845.89487978123,194304.0,1286.7011500000015,14617.675744254118,283787.05005206814,25540.834504686132,25540.834504702016,15764.687007311426,9776.147497378113,4.510124404856439,10.92,0.9999854166666666,1.0630507873470982,3116.0,3132.0,0.3308271575170547,0.33431792016828044,0.530709101085104,0.3179668428216575,0.24792239344921604,0.692135643363539,124187.62688119659,290048.6172281686,11463.192384913664,26952.485205765865,135650.81926611025,317001.10243393446,92541.89487978123,1495.2150698710043,17266.01195332688
