#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;4;4;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/11,1/0,2/35,3/0;0/0,1/0,2/0,3/0;0/11,1/0,2/35,3/0;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0
59.85;0;0;4;4;0/59.85,1/59.85,2/59.85,3/59.85;0/51.66,1/59.85,2/43.9,3/59.85;0/59.85,1/59.85,2/59.85,3/59.85;0/59.85,1/59.85,2/59.85,3/59.85;0/0,1/4,2/3,3/1;0/1,1/1,2/4,3/0;0/13,1/13,2/13,3/13;0/25,1/29,2/32,3/31;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/0,1/0,2/0,3/0;0/2,1/0,2/3,3/0
119.88;1;1;4;4;0/81.24,1/96.48,2/119.64,3/81.84;0/56.21,1/99.39,2/44.88,3/80.22;0/119.88,1/119.88,2/119.88,3/119.88;0/119.88,1/119.88,2/119.88,3/119.88;0/3,1/5,2/4,3/2;0/7,1/2,2/8,3/0;0/12,1/11,2/13,3/12;0/29,1/27,2/32,3/25;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/0,1/0,2/0,3/1;0/0,1/0,2/0,3/1;0/4,1/3,2/1,3/4;0/8,1/3,2/10,3/6
179.89;4;7;4;4;0/97.05,1/105.44,2/120.74,3/83.36;0/68.61,1/115.44,2/53.34,3/88.68;0/179.89,1/179.89,2/179.89,3/179.89;0/179.89,1/179.89,2/179.89,3/179.89;0/9,1/12,2/8,3/6;0/3,1/1,2/8,3/1;0/13,1/13,2/13,3/13;0/27,1/23,2/30,3/26;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/2,1/1,2/0,3/1;0/2,1/2,2/1,3/2;0/9,1/8,2/6,3/10;0/14,1/9,2/17,3/12
239.92;7;10;4;4;0/111.9,1/151.49,2/137.28,3/101.96;0/79.55,1/124.88,2/62.33,3/90.64;0/239.92,1/239.92,2/239.92,3/239.92;0/239.92,1/239.92,2/239.92,3/239.92;0/10,1/11,2/9,3/9;0/2,1/1,2/8,3/4;0/13,1/13,2/11,3/12;0/31,1/21,2/29,3/30;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/2,1/1,2/2,3/2;0/3,1/3,2/2,3/2;0/13,1/9,2/11,3/14;0/21,1/15,2/23,3/19
299.9;10;13;4;4;0/149.91,1/195.19,2/191.27,3/132.01;0/88.38,1/133.98,2/63.93,3/98.59;0/299.9,1/299.9,2/299.9,3/299.9;0/299.9,1/299.9,2/299.9,3/299.9;0/10,1/10,2/8,3/9;0/4,1/4,2/7,3/8;0/13,1/11,2/11,3/10;0/30,1/22,2/28,3/30;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/3,1/2,2/2,3/3;0/4,1/4,2/2,3/3;0/16,1/11,2/11,3/17;0/27,1/22,2/31,3/26
359.59;14;14;4;4;0/199.94,1/242.05,2/227.65,3/191.71;0/89.92,1/135.51,2/72.5,3/99.94;0/359.59,1/359.59,2/359.59,3/359.59;0/359.59,1/359.59,2/359.59,3/359.59;0/10,1/10,2/12,3/9;0/3,1/5,2/7,3/7;0/12,1/13,2/13,3/13;0/25,1/26,2/26,3/29;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/4,1/3,2/4,3/3;0/4,1/4,2/3,3/3;0/17,1/12,2/14,3/17;0/35,1/29,2/37,3/33
419.95;18;18;4;4;0/232.09,1/302.4,2/274.8,3/234.13;0/100.3,1/143.82,2/82.33,3/108.96;0/419.95,1/419.95,2/419.95,3/419.95;0/419.95,1/419.95,2/419.95,3/419.95;0/7,1/8,2/12,3/6;0/2,1/6,2/8,3/5;0/12,1/13,2/13,3/11;0/24,1/25,2/28,3/31;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/5,1/3,2/5,3/5;0/5,1/5,2/4,3/4;0/19,1/12,2/15,3/19;0/41,1/36,2/43,3/40
479.69;21;21;4;4;0/275.96,1/332.66,2/331.56,3/248.5;0/116.11,1/144.84,2/91.93,3/117.52;0/479.69,1/479.69,2/479.69,3/479.69;0/479.69,1/479.69,2/479.69,3/479.69;0/7,1/11,2/8,3/9;0/2,1/3,2/8,3/7;0/13,1/13,2/13,3/13;0/25,1/28,2/28,3/27;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/6,1/4,2/5,3/6;0/6,1/5,2/5,3/5;0/21,1/15,2/15,3/24;0/47,1/43,2/50,3/46
539.74;25;24;4;4;0/302.37,1/373.01,2/358.91,3/285.93;0/125.02,1/153.5,2/93.11,3/126.88;0/539.74,1/539.74,2/539.74,3/539.74;0/539.74,1/539.74,2/539.74,3/539.74;0/9,1/12,2/8,3/7;0/4,1/3,2/7,3/8;0/13,1/13,2/13,3/12;0/22,1/29,2/30,3/28;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/6,1/5,2/7,3/7;0/7,1/6,2/5,3/6;0/24,1/17,2/19,3/26;0/53,1/49,2/57,3/53
599.9;28;27;4;4;0/322.82,1/433.17,2/402.33,3/295.57;0/126.82,1/162.84,2/102.25,3/136.03;0/599.9,1/599.9,2/599.9,3/599.9;0/599.9,1/599.9,2/599.9,3/599.9;0/11,1/9,2/6,3/11;0/5,1/5,2/7,3/8;0/13,1/13,2/13,3/12;0/22,1/30,2/26,3/28;0/3,1/2,2/3,3/3;0/6,1/5,2/5,3/5;0/8,1/5,2/7,3/8;0/7,1/7,2/6,3/7;0/28,1/17,2/20,3/31;0/61,1/56,2/64,3/59
