#FromID;FromX;FromY;FromIsStorage;FromIsIStation;FromIsOStation;FromIsElevator;ToID;ToX;ToY;ToIsStorage;ToIsIStation;ToIsOStation;ToIsElevator;Count;TravelTimeAvg;TravelTimeVar;TravelTimeMin;TravelTimeMax
12;61.50;3.50;False;False;True;False;290;27.50;1.50;True;False;False;False;1;34.05944124970847;0;34.05944124970847;34.05944124970847
12;61.50;3.50;False;False;True;False;292;29.50;1.50;True;False;False;False;2;34.31190114518631;0.18929001045006458;34.00425686159724;34.61954542877538
12;61.50;3.50;False;False;True;False;293;30.50;1.50;True;False;False;False;3;41.00344283696298;9.601314805476617;39.07694804090352;44.57777777776937
12;61.50;3.50;False;False;True;False;294;31.50;1.50;True;False;False;False;2;41.99645854942719;2.843978325973526;40.80398667848567;43.188930420368706
12;61.50;3.50;False;False;True;False;295;32.50;1.50;True;False;False;False;1;55.079260859798524;0;55.079260859798524;55.079260859798524
12;61.50;3.50;False;False;True;False;300;37.50;1.50;True;False;False;False;4;27.225991149294487;0.09650353588078384;26.93620490252374;27.66602770737336
12;61.50;3.50;False;False;True;False;303;40.50;1.50;True;False;False;False;7;32.81382992374785;0.02670078790193158;32.612137476186035;33.06147269435678
12;61.50;3.50;False;False;True;False;304;41.50;1.50;True;False;False;False;4;40.34374726612458;73.94956345116145;33.540904596431574;51.63491340148903
12;61.50;3.50;False;False;True;False;305;42.50;1.50;True;False;False;False;4;34.63451219109538;0.24094649480253608;34.246201707785076;35.347958167705656
12;61.50;3.50;False;False;True;False;307;44.50;1.50;True;False;False;False;3;35.77789910262618;0.45908984675205927;35.376298693936405;36.56018677937027
12;61.50;3.50;False;False;True;False;308;45.50;1.50;True;False;False;False;3;37.45188338347119;2.0644356752121396;36.59833333333154;39.11073994364415
12;61.50;3.50;False;False;True;False;309;46.50;1.50;True;False;False;False;3;37.003146031037886;0.012264632680436028;36.88902748280316;37.11017880205145
12;61.50;3.50;False;False;True;False;310;47.50;1.50;True;False;False;False;3;20.603737097330338;0.3091515448344989;20.171298693936762;21.230929917751382
12;61.50;3.50;False;False;True;False;312;49.50;1.50;True;False;False;False;3;20.61484901188851;0.5053080339710702;20.044444444443798;21.41121370233668
12;61.50;3.50;False;False;True;False;313;50.50;1.50;True;False;False;False;3;26.307379873973332;0.16331591743557894;25.959451637367238;26.750649346966384
12;61.50;3.50;False;False;True;False;314;51.50;1.50;True;False;False;False;1;27.301669861402843;0;27.301669861402843;27.301669861402843
12;61.50;3.50;False;False;True;False;315;52.50;1.50;True;False;False;False;1;17.928967509960785;0;17.928967509960785;17.928967509960785
12;61.50;3.50;False;False;True;False;327;20.50;2.50;True;False;False;False;1;35.102594193145706;0;35.102594193145706;35.102594193145706
12;61.50;3.50;False;False;True;False;329;22.50;2.50;True;False;False;False;4;38.8021457944144;97.43730893473085;33.657933027243416;53.60398268029712
12;61.50;3.50;False;False;True;False;331;24.50;2.50;True;False;False;False;1;39.05619451486973;0;39.05619451486973;39.05619451486973
